Address,City,State,Zip,CASS_Results,RecordNum,UNITID,INSTNM,Zip Code,GEO_GeoLevel,GEO_MatchStatus,GEO_Score,GEO_Latitude,GEO_Longitude,GEO_FirstLine,GEO_LastLine,CASS_Address,CASS_AddressPlusSuite,CASS_CarrierRoute,CASS_City,CASS_DeliveryPointCheckDigit,CASS_DeliveryPointCode,CASS_ErrorCode,CASS_LastLine,CASS_Plus4,CASS_State,CASS_StatusCode,CASS_ZIP,Z9_Census_BLOCK,Z9_Census_ID,Z9_Census_TRACT,Z9_County_FIPS,Z9_Latitude,Z9_Longitude,Z9_Match_Code,Z9_Record_Type,Z9_State_FIPS,GEO_City,GEO_Province,GEO_PostalCode,GEO_HouseNumber,GEO_StreetPreDir,GEO_StreetPreType,GEO_StreetName,GEO_StreetPostType,GEO_StreetPostDir,GEO_UnitDesignator,GEO_UnitNumber,GEO_StateAbbrev,GEO_CensusId,GEO_ClusterLevelID,GEO_IntersectingHouseNumber,GEO_IntersectingStreetPreDir,GEO_IntersectingStreetPreType,GEO_IntersectingStreetName,GEO_IntersectingStreetPostType,GEO_IntersectingStreetPostDir,GEO_MFPreDirChanged,GEO_MFStreetNameChanged,GEO_MFStreetPreChanged,GEO_MFStreetPostChanged,GEO_MFPostDirChanged,GEO_MFUnitDesAssumed,GEO_MFAddNumberOutOfRange,GEO_MFAddLetterMovedToUnitNum,GEO_MFEvenOddAddDiffer,GEO_MFSuppliedCity,GEO_MFSuppliedState,GEO_MFSuppliedPostCode,GEO_MFCityChanged,GEO_MFStateChanged,GEO_MFPostCodeChanged,GEO_MFUsedCityAlias,CASS_AddressRange,CASS_AddressTypeCode,CASS_AddressTypeString,CASS_CityAbbreviation,CASS_CMRA,CASS_CongressionalDistrict,CASS_CountyFIPS,CASS_CountyName,CASS_ErrorString,CASS_EWSFlag,CASS_LACS,CASS_MSA,CASS_PMSA,CASS_PostDirection,CASS_PreDirection,CASS_PrivateMailbox,CASS_PrivateMailboxName,CASS_PrivateMailboxNumber,CASS_StreetName,CASS_Suffix,CASS_Suite,CASS_SuiteName,CASS_SuiteRange,CASS_SuiteStatus,CASS_TimeZone,CASS_TimeZoneCode,CASS_Urbanization,CASS_ZIPType
1510 Lake Rd,Dyersburg,TN,38024-2411,AS01,3011,220057,Dyersburg State Community College,38024-2411,Street,Exact,100.0,36.0473045434068,-89.3928497657239,1510 LAKE RD,"DYERSBURG, TN 38024",1510 Lake Rd,1510 Lake Rd,C002,Dyersburg,4,10," ","Dyersburg, TN 38024-2466",2466,TN,V,38024,,,,,,,,,,DYERSBURG,TN,38024,1510,"","",LAKE,RD,"","","",TN,470459642001072,470459642001072,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1510,S,Street,Dyersburg,N,08,47045,Dyer,No Error," "," ","","","","","","","",Lake,Rd,"","","",V,Central Time,06,""," "
807 University Pky,Johnson City,TN,37614-0000,AS01,3012,220075,East Tennessee State University,37614-0000,Street,Exact,99.6,36.3043967972074,-82.3631420540579,807 UNIVERSITY PKWY,"JOHNSON CITY, TN 37604",807 University Pkwy,807 University Pkwy,C000,Johnson City,1,07," ","Johnson City, TN 37614-6500",6500,TN,V,37614,,,,,,,,,,JOHNSON CITY,TN,37604,807,"","",UNIVERSITY,PKWY,"","","",TN,471790607001011,471790607001011,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,807,S,Street,Johnson City,N,01,47179,Washington,No Error," "," ","","","","","","","",University,Pkwy,"","","",V,Eastern Time,05,"",P
3805 Brainerd Rd,Chattanooga,TN,37411-3742,AS01,3013,220118,Chattanooga College Medical Dental and Technical Careers,37411-3742,Street,Exact,100.0,35.0223587188411,-85.2419239473606,3805 BRAINERD RD,"CHATTANOOGA, TN 37411",3805 Brainerd Rd,3805 Brainerd Rd,C012,Chattanooga,8,05," ","Chattanooga, TN 37411-3701",3701,TN,V,37411,,,,,,,,,,CHATTANOOGA,TN,37411,3805,"","",BRAINERD,RD,"","","",TN,470650029001000,470650029001000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3805,S,Street,Chattanooga,N,03,47065,Hamilton,No Error," ",L,"","","","","","","",Brainerd,Rd,"","","",V,Eastern Time,05,""," "
One Walker Dr,Johnson City,TN,37601-9989,AS01,3014,220136,Emmanuel Christian Seminary,37601-9989,Street,Exact,100.0,36.3021460674755,-82.2974884187262,1 WALKER DR,"JOHNSON CITY, TN 37601",1 Walker Dr,1 Walker Dr,R019,Johnson City,8,01," ","Johnson City, TN 37601-9438",9438,TN,V,37601,,,,,,,,,,JOHNSON CITY,TN,37601,1,"","",WALKER,DR,"","","",TN,470190709002007,470190709002007,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,S,Street,Johnson City,N,01,47019,Carter,No Error," "," ","","","","","","","",Walker,Dr,"","","",V,Eastern Time,05,""," "
1000 17th Ave North,Nashville,TN,37208-4501,AS01,3015,220181,Fisk University,37208-4501,Street,Exact,100.0,36.1666987255324,-86.8033171024898,1000 17TH AVE N,"NASHVILLE, TN 37208",1000 17th Ave N,1000 17th Ave N,C012,Nashville,8,00," ","Nashville, TN 37208-3045",3045,TN,V,37208,,,,,,,,,,NASHVILLE,TN,37208,1000,"","",17TH,AVE,N,"","",TN,470370142002014,470370142002014,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1000,S,Street,Nashville,N,05,47037,Davidson,No Error," "," ","","",N,"","","","",17th,Ave,"","","",V,Central Time,06,""," "
3606 West End Ave,Nashville,TN,37205-0117,AS01,3016,220206,Welch College,37205-0117,Actual,Match,100.0,36.134741,-86.826993,3606 W END AVE,"NASHVILLE, TN 37205",3606 W End Ave,3606 W End Ave,C028,Nashville,8,06," ","Nashville, TN 37205-2403",2403,TN,V,37205,,,,,,,,,,,TN,37205,3606,W,"",END,AVE,"","","",TN,470370167002039,470370167002039,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3606,S,Street,Nashville,N,05,47037,Davidson,No Error," "," ","","","",W,"","","",End,Ave,"","","",V,Central Time,06,""," "
158 E Main St,Henderson,TN,38340-2399,AS01,3017,220215,Freed-Hardeman University,38340-2399,Actual,Match,100.0,35.440017,-88.638139,158 E MAIN ST,"HENDERSON, TN 38340",158 E Main St,158 E Main St,C002,Henderson,8,58," ","Henderson, TN 38340-2306",2306,TN,V,38340,,,,,,,,,,,TN,38340,158,E,"",MAIN,ST,"","","",TN,470239702003011,470239702003011,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,158,S,Street,Henderson,N,07,47023,Chester,No Error," ",L,"","","",E,"","","",Main,St,"","","",V,Central Time,06,""," "
225 Hiwassee College Drive,Madisonville,TN,37354-4001,AS01,3018,220312,Hiwassee College,37354-4001,Street,Exact,100.0,35.5589373448813,-84.3624553856441,225 HIWASSEE COLLEGE DR,"MADISONVILLE, TN 37354",225 Hiwassee College Dr,225 Hiwassee College Dr,R007,Madisonville,2,25," ","Madisonville, TN 37354-4005",4005,TN,V,37354,,,,,,,,,,MADISONVILLE,TN,37354,225,"","",HIWASSEE COLLEGE,DR,"","","",TN,471239254001019,471239254001019,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,225,S,Street,Madisonville,N,03,47123,Monroe,No Error," "," ","","","","","","","",Hiwassee College,Dr,"","","",V,Eastern Time,05,""," "
2046 North Pky,Jackson,TN,38301-3797,AS01,3019,220400,Jackson State Community College,38301-3797,Street,Exact,97.6,35.6463203435811,-88.779797504241,2046 N PARKWAY,"JACKSON, TN 38301",2046 N Parkway,2046 N Parkway,C030,Jackson,1,46," ","Jackson, TN 38301-3722",3722,TN,V,38301,,,,,,,,,,JACKSON,TN,38301,2046,N,"",PARKWAY,"","","","",TN,471130005003020,471130005003020,"","","","","","",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2046,S,Street,Jackson,N,08,47113,Madison,No Error," "," ","","","",N,"","","",Parkway,"","","","",V,Central Time,06,""," "
1616 Church St,Nashville,TN,37203-2954,"AE09,AS02",3020,220464,John A Gupton College,37203-2954,Actual,Match,100.0,36.156687,-86.794878,1616 CHURCH ST,"NASHVILLE, TN 37203",1616 Church St,1616 Church St,C044,Nashville,7,99," ","Nashville, TN 37203-2954",2954,TN,V,37203,,,,,,,,,,,TN,37203,1616,"","",CHURCH,ST,"","","",TN,470370195002021,470370195002021,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1616,H,Highrise,Nashville,N,05,47037,Davidson,No Error," "," ","","","","","","","",Church,St,"","","",M,Central Time,06,""," "
7900 Johnson Dr,Knoxville,TN,37998,AS01,3021,220473,Johnson University,37998,Street,Exact,100.0,35.9366930326145,-83.7495002377881,7900 JOHNSON DR,"KNOXVILLE, TN 37998",7900 Johnson Dr,7900 Johnson Dr,C000,Knoxville,3,00," ","Knoxville, TN 37998-0001",0001,TN,V,37998,,,,,,,,,,KNOXVILLE,TN,37998,7900,"","",JOHNSON,DR,"","","",TN,470930055023022,470930055023022,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7900,S,Street,Knoxville," ",02,47093,Knox,No Error," "," ","","","","","","","",Johnson,Dr,"","","",V,Eastern Time,05,"",U
1350 King College Rd,Bristol,TN,37620-2699,"AS01,AS17",3022,220516,King College,37620-2699,Street,Exact,100.0,36.58693238315,-82.1528422951594,1350 KING COLLEGE RD,"BRISTOL, TN 37620",1350 King College Rd,1350 King College Rd,C005,Bristol,4,50," ","Bristol, TN 37620-2632",2632,TN,V,37620,,,,,,,,,,BRISTOL,TN,37620,1350,"","",KING COLLEGE,RD,"","","",TN,471630428022001,471630428022001,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1350,S,Street,Bristol,N,01,47163,Sullivan,No Error," "," ","","","","","","","",King College,Rd,"","","",V,Eastern Time,05,""," "
3904 Lonas Road,Knoxville,TN,37909-0000,"AC11,AS01",3023,220552,South College,37909-0000,Actual,Match,100.0,35.959049,-83.974045,3904 LONAS DR,"KNOXVILLE, TN 37909",3904 Lonas Dr,3904 Lonas Dr,C029,Knoxville,7,04," ","Knoxville, TN 37909-3323",3323,TN,V,37909,,,,,,,,,,,TN,37909,3904,"","",LONAS,DR,"","","",TN,470930038013004,470930038013004,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3904,S,Street,Knoxville,N,02,47093,Knox,No Error," "," ","","","","","","","",Lonas,Dr,"","","",V,Eastern Time,05,""," "
705 Lambuth Boulevard,Jackson,TN,38301,AS01,3024,220589,Lambuth University,38301,Street,Exact,100.0,35.6241218541652,-88.8267390555273,705 LAMBUTH BLVD,"JACKSON, TN 38301",705 Lambuth Blvd,705 Lambuth Blvd,C016,Jackson,5,05," ","Jackson, TN 38301-5280",5280,TN,V,38301,,,,,,,,,,JACKSON,TN,38301,705,"","",LAMBUTH,BLVD,"","","",TN,471130007001005,471130007001005,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,705,S,Street,Jackson,N,08,47113,Madison,No Error," "," ","","","","","","","",Lambuth,Blvd,"","","",V,Central Time,06,""," "
545 Lane Ave,Jackson,TN,38301-4598,AS01,3025,220598,Lane College,38301-4598,Street,Exact,100.0,35.6278377548637,-88.8071417013121,545 LANE AVE,"JACKSON, TN 38301",545 Lane Ave,545 Lane Ave,C004,Jackson,6,45," ","Jackson, TN 38301-4501",4501,TN,V,38301,,,,,,,,,,JACKSON,TN,38301,545,"","",LANE,AVE,"","","",TN,471130005002020,471130005002020,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,545,S,Street,Jackson,N,08,47113,Madison,No Error," "," ","","","","","","","",Lane,Ave,"","","",V,Central Time,06,""," "
807 Walker Ave,Memphis,TN,38126-6595,AS01,3026,220604,Le Moyne-Owen College,38126-6595,Actual,Match,100.0,35.118117,-90.034508,807 WALKER AVE,"MEMPHIS, TN 38126",807 Walker Ave,807 Walker Ave,C065,Memphis,1,07," ","Memphis, TN 38126-6510",6510,TN,V,38126,,,,,,,,,,,TN,38126,807,"","",WALKER,AVE,"","","",TN,471570116002023,471570116002023,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,807,S,Street,Memphis,N,09,47157,Shelby,No Error," "," ","","","","","","","",Walker,Ave,"","","",V,Central Time,06,""," "
1120 N Ocoee St,Cleveland,TN,37311,AS01,3027,220613,Lee University,37311,Street,Exact,100.0,35.1655729506564,-84.8722887549029,1120 N OCOEE ST,"CLEVELAND, TN 37311",1120 N Ocoee St,1120 N Ocoee St,C025,Cleveland,2,20," ","Cleveland, TN 37311-4458",4458,TN,V,37311,,,,,,,,,,CLEVELAND,TN,37311,1120,N,"",OCOEE,ST,"","","",TN,470110105001052,470110105001052,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1120,S,Street,Cleveland,N,04,47011,Bradley,No Error," "," ","","","",N,"","","",Ocoee,St,"","","",V,Eastern Time,05,""," "
6965 Cumberland Gap Pky,Harrogate,TN,37752-9900,AS01,3028,220631,Lincoln Memorial University,37752-9900,Street,Exact,97.0,36.5806047482359,-83.6561555175508,6965 CUMBERLAND GAP PKWY,"HARROGATE, TN 37752",6965 Cumberland Gap Pkwy,6965 Cumberland Gap Pkwy,R002,Harrogate,6,65," ","Harrogate, TN 37752-8245",8245,TN,V,37752,,,,,,,,,,HARROGATE,TN,37752,6965,"","",CUMBERLAND GAP,PKWY,"","","",TN,470259702002029,470259702002029,"","","","","","",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6965,S,Street,Harrogate,N,02,47025,Claiborne,No Error," "," ","","","","","","","",Cumberland Gap,Pkwy,"","","",V,Eastern Time,05,""," "
433 West Madison Street,Pulaski,TN,38478-2799,AS01,3029,220701,Martin Methodist College,38478-2799,Actual,Match,100.0,35.200824,-87.035316,433 W MADISON ST,"PULASKI, TN 38478",433 W Madison St,433 W Madison St,C001,Pulaski,8,33," ","Pulaski, TN 38478-2716",2716,TN,V,38478,,,,,,,,,,,TN,38478,433,W,"",MADISON,ST,"","","",TN,470559202003019,470559202003019,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,433,S,Street,Pulaski,N,07,47055,Giles,No Error," "," ","","","",W,"","","",Madison,St,"","","",V,Central Time,06,""," "
502 E Lamar Alexander Pky,Maryville,TN,37804-5907,AS01,3030,220710,Maryville College,37804-5907,Street,Exact,100.0,35.7549509639943,-83.9621282634597,502 E LAMAR ALEXANDER PKWY,"MARYVILLE, TN 37804",502 E Lamar Alexander Pkwy,502 E Lamar Alexander Pkwy,C012,Maryville,5,02," ","Maryville, TN 37804-5907",5907,TN,V,37804,,,,,,,,,,MARYVILLE,TN,37804,502,E,"",LAMAR ALEXANDER,PKWY,"","","",TN,470090106001009,470090106001009,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,502,S,Street,Maryville,N,02,47009,Blount,No Error," "," ","","","",E,"","","",Lamar Alexander,Pkwy,"","","",V,Eastern Time,05,""," "
1005 DB Todd Blvd.,Nashville,TN,37208,AE02,3031,220792,Meharry Medical College,37208,Zip5,Exact,100.0,36.17681,-86.80515,1005 DB TODD BLVD,"NASHVILLE, TN 37208",1005 Db Todd Blvd,1005 Db Todd Blvd,,Nashville,,,U,"Nashville, TN 37208",,TN,X,37208,1020,470370139001020,013900,037,36.17681,-86.80515,5,Z,47,NASHVILLE,TN,37208,1005,"","",DB TODD,BLVD,"","","",TN,47000,47000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1005,,,,,,,,Unknown Street,,,,,"","","","","",Db Todd,Blvd,"","","",,,,,
1930 Poplar Ave,Memphis,TN,38104-2764,AS01,3032,220808,Memphis College of Art,38104-2764,Actual,Match,100.0,35.1425576,-89.9955479,1930 POPLAR AVE,"MEMPHIS, TN 38104",1930 Poplar Ave,1930 Poplar Ave,C032,Memphis,1,30," ","Memphis, TN 38104-2756",2756,TN,V,38104,,,,,,,,,,,TN,38104,1930,"","",POPLAR,AVE,"","","",TN,471570016001035,471570016001035,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1930,S,Street,Memphis,N,09,47157,Shelby,No Error," "," ","","","","","","","",Poplar,Ave,"","","",V,Central Time,06,""," "
Southern Avenue,Memphis,TN,38152,AS01,3033,220862,University of Memphis,38152,Zip5,Exact,100.0,35.11898,-89.93355,SOUTHERN AVE,"MEMPHIS, TN 38152",Southern Avenue,Southern Avenue,C000,Memphis,2,99," ","Memphis, TN 38152-0001",0001,TN,V,38152,,,,,,,,,,MEMPHIS,TN,38152,"","","",SOUTHERN,AVE,"","","",TN,47000,47000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"",S,Street,Memphis," ",00,47157,Shelby,No Error," "," ","","","","","","","",Southern,Ave,"","","",V,Central Time,06,"",U
168 East Parkway South,Memphis,TN,38104-4395,"AC10,AC11,AC12,AS01",3034,220871,Memphis Theological Seminary,38104-4395,Actual,Match,97.6,35.133145,-89.982761,168 E PARKWAY S,"MEMPHIS, TN 38104",168 E Parkway S,168 E Parkway S,C028,Memphis,9,68," ","Memphis, TN 38104-4340",4340,TN,V,38104,,,,,,,,,,,TN,38104,168,E,"",PARKWAY,"",S,"","",TN,471570031002025,471570031002025,"","","","","","",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,168,S,Street,Memphis,N,09,47157,Shelby,No Error," "," ","","",S,E,"","","",Parkway,"","","","",V,Central Time,06,""," "
255 N Highland,Memphis,TN,38111-1375,"AC11,AS01",3035,220941,Victory University,38111-1375,Actual,Match,100.0,35.1386168,-89.945345,255 N HIGHLAND ST,"MEMPHIS, TN 38111",255 N Highland St,255 N Highland St,C074,Memphis,6,55," ","Memphis, TN 38111-4745",4745,TN,V,38111,,,,,,,,,,,TN,38111,255,N,"",HIGHLAND,ST,"","","",TN,471570030003000,471570030003000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255,S,Street,Memphis,N,09,47157,Shelby,No Error," "," ","","","",N,"","","",Highland,St,"","","",V,Central Time,06,""," "
1301 East Main Street,Murfreesboro,TN,37132,AS01,3036,220978,Middle Tennessee State University,37132,Street,Exact,96.6,35.8428148400097,-86.3671191962046,1301 E MAIN ST,"MBORO, TN 37130",1301 E Main St,1301 E Main St,C000,Murfreesboro,1,01," ","Murfreesboro, TN 37132-0002",0002,TN,V,37132,,,,,,,,,,MBORO,TN,37130,1301,E,"",MAIN,ST,"","","",TN,471490415001021,471490415001021,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1301,S,Street,Murfreesboro," ",04,47149,Rutherford,No Error," "," ","","","",E,"","","",Main,St,"","","",V,Central Time,06,"",U
