Address,City,State,Zip,CASS_Results,RecordNum,UNITID,INSTNM,Zip Code,GEO_GeoLevel,GEO_MatchStatus,GEO_Score,GEO_Latitude,GEO_Longitude,GEO_FirstLine,GEO_LastLine,CASS_Address,CASS_AddressPlusSuite,CASS_CarrierRoute,CASS_City,CASS_DeliveryPointCheckDigit,CASS_DeliveryPointCode,CASS_ErrorCode,CASS_LastLine,CASS_Plus4,CASS_State,CASS_StatusCode,CASS_ZIP,Z9_Census_BLOCK,Z9_Census_ID,Z9_Census_TRACT,Z9_County_FIPS,Z9_Latitude,Z9_Longitude,Z9_Match_Code,Z9_Record_Type,Z9_State_FIPS,GEO_City,GEO_Province,GEO_PostalCode,GEO_HouseNumber,GEO_StreetPreDir,GEO_StreetPreType,GEO_StreetName,GEO_StreetPostType,GEO_StreetPostDir,GEO_UnitDesignator,GEO_UnitNumber,GEO_StateAbbrev,GEO_CensusId,GEO_ClusterLevelID,GEO_IntersectingHouseNumber,GEO_IntersectingStreetPreDir,GEO_IntersectingStreetPreType,GEO_IntersectingStreetName,GEO_IntersectingStreetPostType,GEO_IntersectingStreetPostDir,GEO_MFPreDirChanged,GEO_MFStreetNameChanged,GEO_MFStreetPreChanged,GEO_MFStreetPostChanged,GEO_MFPostDirChanged,GEO_MFUnitDesAssumed,GEO_MFAddNumberOutOfRange,GEO_MFAddLetterMovedToUnitNum,GEO_MFEvenOddAddDiffer,GEO_MFSuppliedCity,GEO_MFSuppliedState,GEO_MFSuppliedPostCode,GEO_MFCityChanged,GEO_MFStateChanged,GEO_MFPostCodeChanged,GEO_MFUsedCityAlias,CASS_AddressRange,CASS_AddressTypeCode,CASS_AddressTypeString,CASS_CityAbbreviation,CASS_CMRA,CASS_CongressionalDistrict,CASS_CountyFIPS,CASS_CountyName,CASS_ErrorString,CASS_EWSFlag,CASS_LACS,CASS_MSA,CASS_PMSA,CASS_PostDirection,CASS_PreDirection,CASS_PrivateMailbox,CASS_PrivateMailboxName,CASS_PrivateMailboxNumber,CASS_StreetName,CASS_Suffix,CASS_Suite,CASS_SuiteName,CASS_SuiteRange,CASS_SuiteStatus,CASS_TimeZone,CASS_TimeZoneCode,CASS_Urbanization,CASS_ZIPType
1930 Meyer Drury Dr,Arnold,MO,63010,AS01,4090,434548,ITT Technical Institute-Arnold,63010,Actual,Match,100.0,38.408769,-90.386711,1930 MEYER DRURY DR,"ARNOLD, MO 63010",1930 Meyer Drury Dr,1930 Meyer Drury Dr,R009,Arnold,7,30," ","Arnold, MO 63010-6004",6004,MO,V,63010,,,,,,,,,,,MO,63010,1930,"","",MEYER DRURY,DR,"","","",MO,290997001141008,290997001141008,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1930,S,Street,Arnold,N,02,29099,Jefferson,No Error," "," ","","","","","","","",Meyer Drury,Dr,"","","",V,Central Time,06,""," "
"800 Jorie Boulevard, Suite 100",Oak Brook,IL,60523,AS01,4091,434557,ITT Technical Institute-Oak Brook,60523,Street,Exact,100.0,41.8447081504675,-87.9391123609218,800 JORIE BLVD STE 100,"OAK BROOK, IL 60523",800 Jorie Blvd,800 Jorie Blvd Ste 100,C022,Oak Brook,6,25," ","Oak Brook, IL 60523-2252",2252,IL,V,60523,,,,,,,,,,OAK BROOK,IL,60523,800,"","",JORIE,BLVD,"",STE,100,IL,170438446012015,170438446012015,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,800,H,Highrise,Oak Brook,N,05,17043,Dupage,No Error," "," ","","","","","","","",Jorie,Blvd,Ste 100,Ste,100,V,Central Time,06,""," "
13 Airline Dr,Albany,NY,12205,AS01,4092,434566,ITT Technical Institute-Albany,12205,Actual,Match,100.0,42.735546,-73.820181,13 AIRLINE DR,"ALBANY, NY 12205",13 Airline Dr,13 Airline Dr,C013,Albany,2,13," ","Albany, NY 12205-1003",1003,NY,V,12205,,,,,,,,,,,NY,12205,13,"","",AIRLINE,DR,"","","",NY,360010137031044,360010137031044,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,S,Street,Albany,N,20,36001,Albany,No Error," "," ","","","","","","","",Airline,Dr,"","","",V,Eastern Time,05,""," "
235 Greenfield Parkway,Liverpool,NY,13088-6651,AS01,4093,434575,ITT Technical Institute-Liverpool,13088-6651,Actual,Match,100.0,43.0815232,-76.1741994,235 GREENFIELD PKWY,"LIVERPOOL, NY 13088",235 Greenfield Pkwy,235 Greenfield Pkwy,C044,Liverpool,4,35," ","Liverpool, NY 13088-6651",6651,NY,V,13088,,,,,,,,,,,NY,13088,235,"","",GREENFIELD,PKWY,"","","",NY,360670137011031,360670137011031,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,235,S,Street,Liverpool,N,24,36067,Onondaga,No Error," "," ","","","","","","","",Greenfield,Pkwy,"","","",V,Eastern Time,05,""," "
Narl Facility,Barrow,AK,99723,"AE02,AE11",4094,434584,Ilisagvik College,99723,Zip5,Exact,100.0,70.25287,-156.16637,NARL FACILITY,"BARROW, AK 99723",Narl Facility,Narl Facility,,Barrow,,,U,"Barrow, AK 99723",,AK,X,99723,2205,021850002002205,000200,185,70.25287,-156.16637,5,Z,02,BARROW,AK,99723,"","","",NARL FACILITY,"","","","",AK,02000,02000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"",,,,,,,,Unknown Street,,,,,"","","","","",Narl Facility,"","","","",,,,,
7201 Rossville Blvd.,Baltimore,MD,21237,AS01,4095,434672,The Community College of Baltimore County,21237,Street,Exact,100.0,39.352775,-76.4845326557476,7201 ROSSVILLE BLVD,"BALTIMORE, MD 21237",7201 Rossville Blvd,7201 Rossville Blvd,C018,Baltimore,3,01," ","Baltimore, MD 21237-3855",3855,MD,V,21237,,,,,,,,,,BALTIMORE,MD,21237,7201,"","",ROSSVILLE,BLVD,"","","",MD,240054407012025,240054407012025,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7201,S,Street,Baltimore,N,02,24005,Baltimore,No Error," "," ","","","","","","","",Rossville,Blvd,"","","",V,Eastern Time,05,""," "
3268 Waccamaw Blvd.,Myrtle Beach,SC,29579,AS01,4096,434690,Golf Academy of America-Myrtle Beach,29579,Street,Exact,100.0,33.7193512353143,-78.9279039679504,3268 WACCAMAW BLVD,"MYRTLE BEACH, SC 29579",3268 Waccamaw Blvd,3268 Waccamaw Blvd,R051,Myrtle Beach,5,68," ","Myrtle Beach, SC 29579-9451",9451,SC,V,29579,,,,,,,,,,MYRTLE BEACH,SC,29579,3268,"","",WACCAMAW,BLVD,"","","",SC,450510602081052,450510602081052,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3268,S,Street,Myrtle Beach,N,07,45051,Horry,No Error," "," ","","","","","","","",Waccamaw,Blvd,"","","",V,Eastern Time,05,""," "
8787 Baypine Road,Jacksonville,FL,32256,AS01,4097,434715,Florida Coastal School of Law,32256,Actual,Match,100.0,30.232807,-81.580158,8787 BAYPINE RD,"JACKSONVILLE, FL 32256",8787 Baypine Rd,8787 Baypine Rd,C017,Jacksonville,4,87," ","Jacksonville, FL 32256-8528",8528,FL,V,32256,,,,,,,,,,,FL,32256,8787,"","",BAYPINE,RD,"","","",FL,120310166011051,120310166011051,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8787,S,Street,Jacksonville,N,04,12031,Duval,No Error," "," ","","","","","","","",Baypine,Rd,"","","",V,Eastern Time,05,""," "
202 -210 Main Street  South,Mahnomen,MN,56557,"AC12,AC13,AS01,AS17,AS23",4098,434751,White Earth Tribal and Community College,56557,Street,Exact,100.0,47.3132915891887,-95.9683579507073,202 S MAIN ST # 210,"MAHNOMEN, MN 56557",202 S Main St,202 S Main St # 210,R001,Mahnomen,1,02," ","Mahnomen, MN 56557-4708",4708,MN,V,56557,,,,,,,,,,MAHNOMEN,MN,56557,202,S,"",MAIN,ST,"",#,210,MN,270879401003084,270879401003084,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,202,S,Street,Mahnomen,N,07,27087,Mahnomen,No Error," "," ","","","",S,"","","",Main,St,# 210,#,210,R,Central Time,06,""," "
3200 Cleary Ave,Metairie,LA,70002-5714,AS01,4099,434821,Blue Cliff College-Metairie,70002-5714,Actual,Match,100.0,30.002699,-90.172812,3200 CLEARY AVE,"METAIRIE, LA 70002",3200 Cleary Ave,3200 Cleary Ave,C045,Metairie,4,00," ","Metairie, LA 70002-5714",5714,LA,V,70002,,,,,,,,,,,LA,70002,3200,"","",CLEARY,AVE,"","","",LA,220510218041000,220510218041000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3200,S,Street,Metairie,N,01,22051,Jefferson,No Error," "," ","","","","","","","",Cleary,Ave,"","","",V,Central Time,06,""," "
Road 3 Compound 11 Lot 7 Carolina Industrial Park,Carolina,PR,986,"AE02,AE11",4100,434900,Dewey University-Carolina Campus,986,Zip5,Exact,92.9,18.37969,-65.95635,ROAD 3 COMPOUND 11 LOT 7 CAR PARK LOT 7,"CAROLINA, PR 00986",Road 3 Compound 11 Lot 7 Carolina Industrial Park,Road 3 Compound 11 Lot 7 Carolina Industrial Park Lot 7,,Carolina,,,U,"Carolina, PR 00986",,PR,X,00986,2024,720310507002024,050700,031,18.37969,-65.95635,5,Z,72,CAROLINA,PR,00986,"","","",ROAD 3 COMPOUND 11 LOT 7 CAR,PARK,"",LOT,7,PR,72000,72000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"",,,,,,,,Unknown Street,,,,,"","","","","",Road 3 Compound 11 Lot 7 Carolina Indust,"","",Lot,7,,,,,
1216 Arcola Ave,Silver  Spring,MD,20902,"AC03,AS01",4101,434937,Yeshiva College of the Nations Capital,20902,Actual,Match,100.0,39.042604,-77.030202,1216 ARCOLA AVE,"SILVER SPRING, MD 20902",1216 Arcola Ave,1216 Arcola Ave,C026,Silver Spring,5,16," ","Silver Spring, MD 20902-3408",3408,MD,V,20902,,,,,,,,,,,MD,20902,1216,"","",ARCOLA,AVE,"","","",MD,240317032091000,240317032091000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1216,S,Street,Silver Spring,N,08,24031,Montgomery,No Error," "," ","","","","","","","",Arcola,Ave,"","","",V,Eastern Time,05,""," "
600 N. Pine Island Road,Plantation,FL,33324-1393,"AE09,AS02",4102,434946,University of Phoenix-South Florida Campus,33324-1393,Street,Exact,100.0,26.1284325139283,-80.2628347842301,600 N PINE ISLAND RD,"PLANTATION, FL 33324",600 N Pine Island Rd,600 N Pine Island Rd,C012,Plantation,1,99," ","Plantation, FL 33324-1393",1393,FL,V,33324,,,,,,,,,,PLANTATION,FL,33324,600,N,"",PINE ISLAND,RD,"","","",FL,120110606052007,120110606052007,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,600,H,Highrise,Plantation,N,22,12011,Broward,No Error," "," ","","","",N,"","","",Pine Island,Rd,"","","",M,Eastern Time,05,""," "
4500 Salisbury Road,Jacksonville,FL,32216-0959,"AE09,AS02",4103,434955,University of Phoenix-North Florida Campus,32216-0959,Actual,Match,100.0,30.250606,-81.591962,4500 SALISBURY RD,"JACKSONVILLE, FL 32216",4500 Salisbury Rd,4500 Salisbury Rd,R152,Jacksonville,5,99," ","Jacksonville, FL 32216-0959",0959,FL,V,32216,,,,,,,,,,,FL,32216,4500,"","",SALISBURY,RD,"","","",FL,120310159242039,120310159242039,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4500,H,Highrise,Jacksonville,N,04,12031,Duval,No Error," "," ","","","","","","","",Salisbury,Rd,"","","",M,Eastern Time,05,""," "
12802 Tampa Oaks Blvd,Temple Terrace,FL,33637-1920,"AE09,AS02",4104,434964,University of Phoenix-West Florida Campus,33637-1920,Actual,Match,100.0,28.062507,-82.355691,12802 TAMPA OAKS BLVD,"TEMPLE TERRACE, FL 33637",12802 Tampa Oaks Blvd,12802 Tampa Oaks Blvd,R011,Temple Terrace,8,99," ","Temple Terrace, FL 33637-1920",1920,FL,V,33637,,,,,,,,,,,FL,33637,12802,"","",TAMPA OAKS,BLVD,"","","",FL,120570108101017,120570108101017,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12802,H,Highrise,Temple Terr,N,15,12057,Hillsborough,No Error," "," ","","","","","","","",Tampa Oaks,Blvd,"","","",M,Eastern Time,05,""," "
8830 Stanford Blvd,Columbia,MD,21045-5423,"AE09,AS02",4105,434973,University of Phoenix-Maryland Campus,21045-5423,Actual,Match,100.0,39.1901998,-76.8162578,8830 STANFORD BLVD,"COLUMBIA, MD 21045",8830 Stanford Blvd,8830 Stanford Blvd,C014,Columbia,5,99," ","Columbia, MD 21045-5424",5424,MD,V,21045,,,,,,,,,,,MD,21045,8830,"","",STANFORD,BLVD,"","","",MD,240276067071039,240276067071039,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8830,H,Highrise,Columbia,N,03,24027,Howard,No Error," ",L,"","","","","","","",Stanford,Blvd,"","","",M,Eastern Time,05,""," "
"3 Broadway Exec Pk, 6501 N. Broadway Ext.",Oklahoma City,OK,73116-8244,AE02,4106,434982,University of Phoenix-Oklahoma City Campus,73116-8244,Zip5,Exact,100.0,35.54375,-97.55729,3 BROADWAY EXEC PK 6501 N BROA EXT,"OKLAHOMA CITY, OK 73116","3 Broadway Exec Pk, 6501 N Broadway Ext","3 Broadway Exec Pk, 6501 N Broadway Ext",,Oklahoma City,,,U,"Oklahoma City, OK 73116",,OK,X,73116,3001,401091064023001,106402,109,35.54375,-97.55729,5,Z,40,OKLAHOMA CITY,OK,73116,3,"","",BROADWAY EXEC PK 6501 N BROA,EXT,"","","",OK,40000,40000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,,,,,,,,Unknown Street,,,,,"","","","","",Broadway Exec Pk 6501 North Broadway,Ext,"","","",,,,,
14002 East 21st St.,Tulsa,OK,74134-1412,"AE09,AS02",4107,434991,University of Phoenix-Tulsa Campus,74134-1412,Actual,Match,100.0,36.1316319,-95.8197035,14002 E 21ST ST,"TULSA, OK 74134",14002 E 21st St,14002 E 21st St,C033,Tulsa,5,99," ","Tulsa, OK 74134-1412",1412,OK,V,74134,,,,,,,,,,,OK,74134,14002,E,"",21ST,ST,"","","",OK,401430073122000,401430073122000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14002,H,Highrise,Tulsa,N,01,40143,Tulsa,No Error," ",L,"","","",E,"","","",21st,St,"","","",M,Central Time,06,""," "
1501 Kings Hwy,Shreveport,LA,71103,AS01,4108,435000,Louisiana State University Health Sciences Center-Shreveport,71103,Actual,Match,100.0,32.4804428,-93.7607948,1501 KINGS HWY,"SHREVEPORT, LA 71103",1501 Kings Hwy,1501 Kings Hwy,C059,Shreveport,1,01," ","Shreveport, LA 71103-4228",4228,LA,V,71103,,,,,,,,,,,LA,71103,1501,"","",KINGS,HWY,"","","",LA,220170217002001,220170217002001,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1501,S,Street,Shreveport,N,04,22017,Caddo,No Error," "," ","","","","","","","",Kings,Hwy,"","","",V,Central Time,06,""," "
2233 West Dunlap Avenue,Phoenix,AZ,85021,"AE09,AS02",4109,436094,Argosy University-Phoenix,85021,Actual,Match,100.0,33.566702,-112.106977,2233 W DUNLAP AVE,"PHOENIX, AZ 85021",2233 W Dunlap Ave,2233 W Dunlap Ave,C057,Phoenix,2,99," ","Phoenix, AZ 85021-2859",2859,AZ,V,85021,,,,,,,,,,,AZ,85021,2233,W,"",DUNLAP,AVE,"","","",AZ,040131055022003,040131055022003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2233,H,Highrise,Phoenix,N,09,04013,Maricopa,No Error," "," ","","","",W,"","","",Dunlap,Ave,"","","",M,Mountain Time,07,""," "
3131 Frederick Ave.,Saint Joseph,MO,64506,"AS01,AS16",4110,436182,Vatterott College-Saint Joseph,64506,Actual,Match,100.0,39.777962,-94.817078,3131 FREDERICK AVE,"SAINT JOSEPH, MO 64506",3131 Frederick Ave,3131 Frederick Ave,C082,Saint Joseph,2,31," ","Saint Joseph, MO 64506-2911",2911,MO,V,64506,,,,,,,,,,,MO,64506,3131,"","",FREDERICK,AVE,"","","",MO,290210006002035,290210006002035,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3131,S,Street,Saint Joseph,N,06,29021,Buchanan,No Error," "," ","","","","","","","",Frederick,Ave,"","","",V,Central Time,06,""," "
12900 Maurer Industrial Dr,Sunset Hills,MO,63127-1516,"AC03,AS01,AS17",4111,436191,Vatterott College-Sunset Hills,63127-1516,Actual,Match,100.0,38.521164,-90.417498,12900 MAURER INDUSTRIAL DR,"SAINT LOUIS, MO 63127",12900 Maurer Industrial Dr,12900 Maurer Industrial Dr,C008,Saint Louis,8,00," ","Saint Louis, MO 63127-1516",1516,MO,V,63127,,,,,,,,,,,MO,63127,12900,"","",MAURER INDUSTRIAL,DR,"","","",MO,291892212012020,291892212012020,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12900,S,Street,Saint Louis,N,02,29189,Saint Louis,No Error," "," ","","","","","","","",Maurer Industrial,Dr,"","","",V,Central Time,06,""," "
3710 Maguire Blvd,Orlando,FL,32803,AS01,4112,436225,Anthem College-Orlando,32803,Actual,Match,100.0,28.559219,-81.337161,3710 MAGUIRE BLVD,"ORLANDO, FL 32803",3710 Maguire Blvd,3710 Maguire Blvd,C056,Orlando,6,10," ","Orlando, FL 32803-3013",3013,FL,V,32803,,,,,,,,,,,FL,32803,3710,"","",MAGUIRE,BLVD,"","","",FL,120950129002006,120950129002006,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3710,S,Street,Orlando,N,07,12095,Orange,No Error," "," ","","","","","","","",Maguire,Blvd,"","","",V,Eastern Time,05,""," "
6630 Gunpark Dr Suite 200,Boulder,CO,80301,AS01,4113,436261,Southwest Acupuncture College-Boulder,80301,Street,Exact,100.0,40.0715011192258,-105.198057738148,6630 GUNPARK DR STE 200,"BOULDER, CO 80301",6630 Gunpark Dr,6630 Gunpark Dr Ste 200,C006,Boulder,7,50," ","Boulder, CO 80301-3436",3436,CO,V,80301,,,,,,,,,,BOULDER,CO,80301,6630,"","",GUNPARK,DR,"",STE,200,CO,080130127051005,080130127051005,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6630,H,Highrise,Boulder,N,02,08013,Boulder,No Error," "," ","","","","","","","",Gunpark,Dr,Ste 200,Ste,200,V,Mountain Time,07,""," "
7384 John Leblanc Blvd,Sorrento,LA,70778,"AS01,AS17",4114,436304,River Parishes Community College,70778,Street,Exact,100.0,30.1767637209245,-90.872116091145,7384 JOHN LEBLANC BLVD,"SORRENTO, LA 70778",7384 John Leblanc Blvd,7384 John Leblanc Blvd,R081,Sorrento,0,84," ","Sorrento, LA 70778-3231",3231,LA,V,70778,,,,,,,,,,SORRENTO,LA,70778,7384,"","",JOHN LEBLANC,BLVD,"","","",LA,220050306002041,220050306002041,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7384,S,Street,Sorrento,N,06,22005,Ascension,No Error," "," ","","","","","","","",John Leblanc,Blvd,"","","",V,Central Time,06,""," "
6363 Sunset Blvd,Hollywood,CA,90028-7318,"AC12,AS01",4115,436429,Los Angeles Film School,90028-7318,Street,Exact,100.0,34.0981295766534,-118.328007229594,6363 W SUNSET BLVD,"HOLLYWOOD, CA 90028",6363 W Sunset Blvd,6363 W Sunset Blvd,C002,Hollywood,4,63," ","Hollywood, CA 90028-7317",7317,CA,V,90028,,,,,,,,,,HOLLYWOOD,CA,90028,6363,W,"",SUNSET,BLVD,"","","",CA,060371907001012,060371907001012,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6363,S,Street,Hollywood,N,28,06037,Los Angeles,No Error," "," ","","","",W,"","","",Sunset,Blvd,"","","",V,Pacific Time,08,""," "
601 South Lewis Street,Orange,CA,92868,AS01,4116,436438,Argosy University-Orange County,92868,Actual,Match,100.0,33.779099,-117.897163,601 S LEWIS ST,"ORANGE, CA 92868",601 S Lewis St,601 S Lewis St,C052,Orange,6,01," ","Orange, CA 92868-4844",4844,CA,V,92868,,,,,,,,,,,CA,92868,601,S,"",LEWIS,ST,"","","",CA,060590761033000,060590761033000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,601,S,Street,Orange,N,46,06059,Orange,No Error," "," ","","","",S,"","","",Lewis,St,"","","",V,Pacific Time,08,""," "
8550 Ulmerton Rd Unit 100,Largo,FL,33771-3842,"AC13,AS01,AS16",4117,436474,Remington College-Largo Campus,33771-3842,Street,Exact,100.0,27.8942683021743,-82.757368545533,8550 ULMERTON RD STE 100,"LARGO, FL 33771",8550 Ulmerton Rd,8550 Ulmerton Rd Ste 100,C080,Largo,0,25," ","Largo, FL 33771-3883",3883,FL,V,33771,,,,,,,,,,LARGO,FL,33771,8550,"","",ULMERTON,RD,"",STE,100,FL,121030250104036,121030250104036,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8550,H,Highrise,Largo,N,13,12103,Pinellas,No Error," "," ","","","","","","","",Ulmerton,Rd,Ste 100,Ste,100,V,Eastern Time,05,""," "
"7801 Metro Parkway, Suite 200",Bloomington,MN,55425,AS01,4118,436483,National American University-Bloomington,55425,Street,Exact,100.0,44.8618625234854,-93.2289065638704,7801 METRO PKWY STE 200,"BLOOMINGTON, MN 55425",7801 Metro Pkwy,7801 Metro Pkwy Ste 200,C004,Bloomington,9,50," ","Bloomington, MN 55425-1536",1536,MN,V,55425,,,,,,,,,,BLOOMINGTON,MN,55425,7801,"","",METRO,PKWY,"",STE,200,MN,270530251003033,270530251003033,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7801,H,Highrise,Bloomington,N,03,27053,Hennepin,No Error," "," ","","","","","","","",Metro,Pkwy,Ste 200,Ste,200,V,Central Time,06,""," "
150 Kerry Place,Norwood,MA,2062,"AE09,AS02",4119,436599,FINE Mortuary College LLC,2062,Actual,Match,100.0,42.1814272,-71.1929718,150 KERRY PL,"NORWOOD, MA 02062",150 Kerry Pl,150 Kerry Pl,C008,Norwood,9,99," ","Norwood, MA 02062-4766",4766,MA,V,02062,,,,,,,,,,,MA,02062,150,"","",KERRY,PL,"","","",MA,250214131002020,250214131002020,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150,H,Highrise,Norwood,N,08,25021,Norfolk,No Error," "," ","","","","","","","",Kerry,Pl,"","","",M,Eastern Time,05,""," "
2211 W Germann Road,Chandler,AZ,85286,AS01,4120,436614,International Baptist College,85286,Actual,Match,100.0,33.27444,-111.87969,2211 W GERMANN RD,"CHANDLER, AZ 85286",2211 W Germann Rd,2211 W Germann Rd,R047,Chandler,8,11," ","Chandler, AZ 85286-6799",6799,AZ,V,85286,,,,,,,,,,,AZ,85286,2211,W,"",GERMANN,RD,"","","",AZ,040138122003003,040138122003003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2211,S,Street,Chandler,N,05,04013,Maricopa,No Error," ",L,"","","",W,"","","",Germann,Rd,"","","",V,Mountain Time,07,""," "
13926 SW 47th Street,Miami,FL,33175,AS01,4121,436702,Professional Training Centers,33175,Actual,Match,100.0,25.722955,-80.419789,13926 SW 47TH ST,"MIAMI, FL 33175",13926 SW 47th St,13926 SW 47th St,C065,Miami,1,26," ","Miami, FL 33175-4404",4404,FL,V,33175,,,,,,,,,,,FL,33175,13926,SW,"",47TH,ST,"","","",FL,120860160002002,120860160002002,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13926,S,Street,Miami,N,26,12086,Miami-Dade,No Error," "," ","","","",SW,"","","",47th,St,"","","",V,Eastern Time,05,""," "
Avenue Fernandez Juncos 1902,Santurce,PR,902,"AC01,AC13,AE08,AS02,AS17",4122,436784,Universal Career Community College Inc,902,Zip9,Exact,100.0,18.45495,-66.08756,AVE FERNANDEZ JUNCOS # 1902,"SANTURCE, PR 00907",Ave Fernandez Juncos,Ave Fernandez Juncos # 1902,C005,Santurce,3,99," ","Santurce, PR 00907-3181",3181,PR,V,00907,1062,721270042001062,004200,127,18.45495,-66.08756,9,H,72,SANTURCE,PR,00907,"","","",AVE FERNANDEZ JUNCOS,"","",#,1902,PR,72000,72000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"",H,Highrise,Santurce,N,01,72127,San Juan,No Error," "," ","","","","","","","",Ave Fernandez Juncos,"",# 1902,#,1902,R,Atlantic Time,04,""," "
"55 West Main Street, Suite 500",Waterbury,CT,6702,"AS01,AS17",4123,436818,University of Connecticut-Tri-Campus,6702,Street,Exact,100.0,41.555956512781,-73.0415219730214,55 W MAIN ST STE 500,"WATERBURY, CT 06702",55 W Main St,55 W Main St Ste 500,C022,Waterbury,2,25," ","Waterbury, CT 06702-5524",5524,CT,V,06702,,,,,,,,,,WATERBURY,CT,06702,55,W,"",MAIN,ST,"",STE,500,CT,090093501003006,090093501003006,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55,H,Highrise,Waterbury,N,05,09009,New Haven,No Error," "," ","","","",W,"","","",Main,St,Ste 500,Ste,500,V,Eastern Time,05,""," "
1084 Shennecossett Rd,Groton,CT,06340-6097,"AE09,AS02",4124,436827,University of Connecticut-Avery Point,06340-6097,Actual,Match,100.0,41.317254,-72.063891,1084 SHENNECOSSETT RD,"GROTON, CT 06340",1084 Shennecossett Rd,1084 Shennecossett Rd,C003,Groton,6,99," ","Groton, CT 06340-6061",6061,CT,V,06340,,,,,,,,,,,CT,06340,1084,"","",SHENNECOSSETT,RD,"","","",CT,090117026001001,090117026001001,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1084,H,Highrise,Groton,N,02,09011,New London,No Error," "," ","","","","","","","",Shennecossett,Rd,"","","",M,Eastern Time,05,""," "
One University Place,Stamford,CT,06901-2315,AS01,4125,436836,University of Connecticut-Stamford,06901-2315,Street,Exact,100.0,41.0560671241275,-73.5430479794886,1 UNIVERSITY PL,"STAMFORD, CT 06901",1 University Pl,1 University Pl,C010,Stamford,2,01," ","Stamford, CT 06901-2315",2315,CT,V,06901,,,,,,,,,,STAMFORD,CT,06901,1,"","",UNIVERSITY,PL,"","","",CT,090010201001011,090010201001011,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,S,Street,Stamford,N,04,09001,Fairfield,No Error," "," ","","","","","","","",University,Pl,"","","",V,Eastern Time,05,""," "
140 James Drive East,Saint Rose,LA,70087,AS01,4126,437042,ITT Technical Institute-Saint Rose,70087,Actual,Match,100.0,29.9810874,-90.2809376,140 JAMES DR E,"SAINT ROSE, LA 70087",140 James Dr E,140 James Dr E,R002,Saint Rose,5,40," ","Saint Rose, LA 70087-4005",4005,LA,V,70087,,,,,,,,,,,LA,70087,140,"","",JAMES,DR,E,"","",LA,220890621002034,220890621002034,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140,S,Street,Saint Rose,N,06,22089,Saint Charles,No Error," "," ","","",E,"","","","",James,Dr,"","","",V,Central Time,06,""," "
