Address,City,State,Zip,CASS_Results,RecordNum,UNITID,INSTNM,Zip Code,GEO_GeoLevel,GEO_MatchStatus,GEO_Score,GEO_Latitude,GEO_Longitude,GEO_FirstLine,GEO_LastLine,CASS_Address,CASS_AddressPlusSuite,CASS_CarrierRoute,CASS_City,CASS_DeliveryPointCheckDigit,CASS_DeliveryPointCode,CASS_ErrorCode,CASS_LastLine,CASS_Plus4,CASS_State,CASS_StatusCode,CASS_ZIP,Z9_Census_BLOCK,Z9_Census_ID,Z9_Census_TRACT,Z9_County_FIPS,Z9_Latitude,Z9_Longitude,Z9_Match_Code,Z9_Record_Type,Z9_State_FIPS,GEO_City,GEO_Province,GEO_PostalCode,GEO_HouseNumber,GEO_StreetPreDir,GEO_StreetPreType,GEO_StreetName,GEO_StreetPostType,GEO_StreetPostDir,GEO_UnitDesignator,GEO_UnitNumber,GEO_StateAbbrev,GEO_CensusId,GEO_ClusterLevelID,GEO_IntersectingHouseNumber,GEO_IntersectingStreetPreDir,GEO_IntersectingStreetPreType,GEO_IntersectingStreetName,GEO_IntersectingStreetPostType,GEO_IntersectingStreetPostDir,GEO_MFPreDirChanged,GEO_MFStreetNameChanged,GEO_MFStreetPreChanged,GEO_MFStreetPostChanged,GEO_MFPostDirChanged,GEO_MFUnitDesAssumed,GEO_MFAddNumberOutOfRange,GEO_MFAddLetterMovedToUnitNum,GEO_MFEvenOddAddDiffer,GEO_MFSuppliedCity,GEO_MFSuppliedState,GEO_MFSuppliedPostCode,GEO_MFCityChanged,GEO_MFStateChanged,GEO_MFPostCodeChanged,GEO_MFUsedCityAlias,CASS_AddressRange,CASS_AddressTypeCode,CASS_AddressTypeString,CASS_CityAbbreviation,CASS_CMRA,CASS_CongressionalDistrict,CASS_CountyFIPS,CASS_CountyName,CASS_ErrorString,CASS_EWSFlag,CASS_LACS,CASS_MSA,CASS_PMSA,CASS_PostDirection,CASS_PreDirection,CASS_PrivateMailbox,CASS_PrivateMailboxName,CASS_PrivateMailboxNumber,CASS_StreetName,CASS_Suffix,CASS_Suite,CASS_SuiteName,CASS_SuiteRange,CASS_SuiteStatus,CASS_TimeZone,CASS_TimeZoneCode,CASS_Urbanization,CASS_ZIPType
4985 E Anderson Ave,Fresno,CA,93727,"AC10,AS01",4011,422020,San Joaquin Valley College-Fresno Aviation,93727,Actual,Match,100.0,36.775678,-119.727545,4985 E ANDERSEN AVE,"FRESNO, CA 93727",4985 E Andersen Ave,4985 E Andersen Ave,C024,Fresno,2,85," ","Fresno, CA 93727-1501",1501,CA,V,93727,,,,,,,,,,,CA,93727,4985,E,"",ANDERSEN,AVE,"","","",CA,060190031041008,060190031041008,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4985,S,Street,Fresno,N,16,06019,Fresno,No Error," "," ","","","",E,"","","",Andersen,Ave,"","","",V,Pacific Time,08,""," "
3160 Red Hill Ave,Costa Mesa,CA,92626,AS01,4012,422695,Pacific College,92626,Actual,Match,100.0,33.679954,-117.873205,3160 RED HILL AVE,"COSTA MESA, CA 92626",3160 Red Hill Ave,3160 Red Hill Ave,C042,Costa Mesa,0,60," ","Costa Mesa, CA 92626-3402",3402,CA,V,92626,,,,,,,,,,,CA,92626,3160,"","",RED HILL,AVE,"","","",CA,060590626102025,060590626102025,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3160,S,Street,Costa Mesa,N,48,06059,Orange,No Error," "," ","","","","","","","",Red Hill,Ave,"","","",V,Pacific Time,08,""," "
2601 Cross Country Dr Bldg B,Columbus,GA,31906,AS01,4013,423476,Georgia Military College-Columbus Campus,31906,Zip5,Exact,100.0,32.46761,-84.94929,2601 CROSS COUNTRY DR BLDG B,"COLUMBUS, GA 31906",2601 Cross Country Dr,2601 Cross Country Dr Bldg B,C059,Columbus,0,01," ","Columbus, GA 31906-1801",1801,GA,V,31906,,,,,,,,,,COLUMBUS,GA,31906,2601,"","",CROSS COUNTRY,DR,"",BLDG,B,GA,13000,13000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2601,S,Street,Columbus,N,02,13215,Muscogee,No Error," "," ","","","","","","","",Cross Country,Dr,Bldg B,Bldg,B,V,Eastern Time,05,""," "
19555 N 59th Ave,Glendale,AZ,85308,AS01,4014,423643,Midwestern University-Glendale,85308,Actual,Match,100.0,33.664409,-112.183702,19555 N 59TH AVE,"GLENDALE, AZ 85308",19555 N 59th Ave,19555 N 59th Ave,C079,Glendale,8,55," ","Glendale, AZ 85308-6813",6813,AZ,V,85308,,,,,,,,,,,AZ,85308,19555,N,"",59TH,AVE,"","","",AZ,040136160002003,040136160002003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19555,S,Street,Glendale,N,08,04013,Maricopa,No Error," "," ","","","",N,"","","",59th,Ave,"","","",V,Mountain Time,07,""," "
400 SE College Way,Newport,OR,97366,AS01,4015,423652,Oregon Coast Community College,97366,Street,Exact,100.0,44.6034629814954,-124.043467854945,400 SE COLLEGE WAY,"NEWPORT, OR 97366",400 SE College Way,400 SE College Way,H070,Newport,4,00," ","Newport, OR 97366-4100",4100,OR,V,97366,,,,,,,,,,NEWPORT,OR,97366,400,SE,"",COLLEGE,WAY,"","","",OR,410419512002099,410419512002099,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,400,S,Street,Newport,N,05,41041,Lincoln,No Error," "," ","","","",SE,"","","",College,Way,"","","",V,Pacific Time,08,""," "
4601 Theatre Dr,Evansville,IN,47715-4601,AS01,4016,423670,Harrison College-Evansville,47715-4601,Street,Exact,100.0,37.995823524052,-87.4947571614258,4601 THEATRE DR,"EVANSVILLE, IN 47715",4601 Theatre Dr,4601 Theatre Dr,C022,Evansville,2,01," ","Evansville, IN 47715-3901",3901,IN,V,47715,,,,,,,,,,EVANSVILLE,IN,47715,4601,"","",THEATRE,DR,"","","",IN,181630002014000,181630002014000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4601,S,Street,Evansville,N,08,18163,Vanderburgh,No Error," "," ","","","","","","","",Theatre,Dr,"","","",V,Central Time,06,""," "
530 East Colorado Boulevard,Pasadena,CA,91101,AS01,4017,423980,Le Cordon Bleu College of Culinary Arts-Pasadena,91101,Street,Exact,100.0,34.1457228674084,-118.139273846154,530 E COLORADO BLVD,"PASADENA, CA 91101",530 E Colorado Blvd,530 E Colorado Blvd,C023,Pasadena,3,30," ","Pasadena, CA 91101-2037",2037,CA,V,91101,,,,,,,,,,PASADENA,CA,91101,530,E,"",COLORADO,BLVD,"","","",CA,060374636011001,060374636011001,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,530,S,Street,Pasadena,N,27,06037,Los Angeles,No Error," "," ","","","",E,"","","",Colorado,Blvd,"","","",V,Pacific Time,08,""," "
14355 Roscoe Blvd,Panorama City,CA,91402-4222,"AS01,AS16",4018,424424,Kaplan College-Panorama City,91402-4222,Actual,Match,100.0,34.222453,-118.44621,14355 ROSCOE BLVD,"PANORAMA CITY, CA 91402",14355 Roscoe Blvd,14355 Roscoe Blvd,C022,Panorama City,4,55," ","Panorama City, CA 91402-4222",4222,CA,V,91402,,,,,,,,,,,CA,91402,14355,"","",ROSCOE,BLVD,"","","",CA,060371201041002,060371201041002,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14355,S,Street,Panorama City,N,29,06037,Los Angeles,No Error," "," ","","","","","","","",Roscoe,Blvd,"","","",V,Pacific Time,08,""," "
6003 Veterans Parkway,Columbus,GA,31909-4663,"AE09,AS02",4019,425296,Beacon University,31909-4663,Actual,Match,100.0,32.532024,-84.95755,6003 VETERANS PKWY,"COLUMBUS, GA 31909",6003 Veterans Pkwy,6003 Veterans Pkwy,C051,Columbus,2,99," ","Columbus, GA 31909-6200",6200,GA,V,31909,,,,,,,,,,,GA,31909,6003,"","",VETERANS,PKWY,"","","",GA,132150103022035,132150103022035,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6003,H,Highrise,Columbus,N,03,13215,Muscogee,No Error," "," ","","","","","","","",Veterans,Pkwy,"","","",M,Eastern Time,05,""," "
600 S. Clyde Morris Blvd.,Daytona Beach,FL,32114-3900,AS01,4020,426314,Embry-Riddle Aeronautical University-Worldwide,32114-3900,Actual,Match,100.0,29.189268,-81.049545,600 S CLYDE MORRIS BLVD,"DAYTONA BEACH, FL 32114",600 S Clyde Morris Blvd,600 S Clyde Morris Blvd,C006,Daytona Beach,5,00," ","Daytona Beach, FL 32114-3966",3966,FL,V,32114,,,,,,,,,,,FL,32114,600,S,"",CLYDE MORRIS,BLVD,"","","",FL,121270925001006,121270925001006,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,600,S,Street,Daytona Beach,N,06,12127,Volusia,No Error," "," ","","","",S,"","","",Clyde Morris,Blvd,"","","",V,Eastern Time,05,""," "
1001 Magnolia Ave,Webster,TX,77598,"AC11,AS01",4021,427663,ITT Technical Institute-Webster,77598,Actual,Match,100.0,29.5250605,-95.1210659,1001 MAGNOLIA ST,"WEBSTER, TX 77598",1001 Magnolia St,1001 Magnolia St,C002,Webster,5,01," ","Webster, TX 77598-5418",5418,TX,V,77598,,,,,,,,,,,TX,77598,1001,"","",MAGNOLIA,ST,"","","",TX,482013412011024,482013412011024,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1001,S,Street,Webster,N,22,48201,Harris,No Error," "," ","","","","","","","",Magnolia,St,"","","",V,Central Time,06,""," "
2211 S Military Hwy,Chesapeake,VA,23320,"AE09,AS02",4022,427973,Aviation Institute of Maintenance-Chesapeake,23320,Actual,Match,100.0,36.7783,-76.269336,2211 S MILITARY HWY,"CHESAPEAKE, VA 23320",2211 S Military Hwy,2211 S Military Hwy,C030,Chesapeake,3,99," ","Chesapeake, VA 23320-5987",5987,VA,V,23320,,,,,,,,,,,VA,23320,2211,S,"",MILITARY,HWY,"","","",VA,515500207002024,515500207002024,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2211,H,Highrise,Chesapeake,N,04,51550,Chesapeake City,No Error," "," ","","","",S,"","","",Military,Hwy,"","","",M,Eastern Time,05,""," "
7914 Midlothian Turnpike,Richmond,VA,23235-5250,"AC03,AS01",4023,427982,Centura College-Richmond Main,23235-5250,Actual,Match,100.0,37.49888,-77.543101,7914 MIDLOTHIAN TPKE,"NORTH CHESTERFIELD, VA 23235",7914 Midlothian Tpke,7914 Midlothian Tpke,C028,North Chesterfield,0,14," ","North Chesterfield, VA 23235-5230",5230,VA,V,23235,,,,,,,,,,,VA,23235,7914,"","",MIDLOTHIAN,TPKE,"","","",VA,510411001071044,510411001071044,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7914,S,Street,N Chesterfld,N,07,51041,Chesterfield,No Error," "," ","","","","","","","",Midlothian,Tpke,"","","",V,Eastern Time,05,""," "
955 Alton Rd,Miami Beach,FL,33139-5203,AS01,4024,428000,Miami Ad School-Miami Beach,33139-5203,Actual,Match,100.0,25.780273,-80.140506,955 ALTON RD,"MIAMI BEACH, FL 33139",955 Alton Rd,955 Alton Rd,C006,Miami Beach,1,55," ","Miami Beach, FL 33139-5203",5203,FL,V,33139,,,,,,,,,,,FL,33139,955,"","",ALTON,RD,"","","",FL,120860044062003,120860044062003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,955,S,Street,Miami Beach,N,23,12086,Miami-Dade,No Error," "," ","","","","","","","",Alton,Rd,"","","",V,Eastern Time,05,""," "
"6812 Forest Hill Blvd, Suite D-1",Greenacres,FL,33413,"AS01,AS23",4025,428170,Southeastern College-Greenacres,33413,Street,Exact,100.0,26.6508944562623,-80.1537926954319,6812 FOREST HILL BLVD STE D-1,"GREENACRES, FL 33413",6812 Forest Hill Blvd,6812 Forest Hill Blvd Ste D-1,C077,Greenacres,9,12," ","Greenacres, FL 33413-3353",3353,FL,V,33413,,,,,,,,,,GREENACRES,FL,33413,6812,"","",FOREST HILL,BLVD,"",STE,D-1,FL,120990048151006,120990048151006,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6812,S,Street,Greenacres,N,21,12099,Palm Beach,No Error," "," ","","","","","","","",Forest Hill,Blvd,Ste D-1,Ste,D-1,R,Eastern Time,05,""," "
"245 South Executive Drive, Suite 110",Brookfield,WI,53005,AS01,4026,428259,Ottawa University-Milwaukee,53005,Actual,Match,100.0,43.029631,-88.1157,245 S EXECUTIVE DR STE 110,"BROOKFIELD, WI 53005",245 S Executive Dr,245 S Executive Dr Ste 110,C022,Brookfield,9,35," ","Brookfield, WI 53005-4204",4204,WI,V,53005,,,,,,,,,,,WI,53005,245,S,"",EXECUTIVE,DR,"",STE,110,WI,551332011013034,551332011013034,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,245,H,Highrise,Brookfield,N,05,55133,Waukesha,No Error," "," ","","","",S,"","","",Executive,Dr,Ste 110,Ste,110,V,Central Time,06,""," "
1403 N. Howard Avenue,Tampa,FL,33607,AS01,4027,428268,Argosy University-Tampa,33607,Actual,Match,100.0,27.955198,-82.482381,1403 N HOWARD AVE,"TAMPA, FL 33607",1403 N Howard Ave,1403 N Howard Ave,C015,Tampa,3,03," ","Tampa, FL 33607-5325",5325,FL,V,33607,,,,,,,,,,,FL,33607,1403,N,"",HOWARD,AVE,"","","",FL,120570049001000,120570049001000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1403,S,Street,Tampa,N,14,12057,Hillsborough,No Error," "," ","","","",N,"","","",Howard,Ave,"","","",V,Eastern Time,05,""," "
"1000 Plaza Drive, Ste. 100",Schaumburg,IL,60173-4913,"AC12,AS01",4028,428286,The Illinois Institute of Art-Schaumburg,60173-4913,Street,Exact,100.0,42.0474574555408,-88.0434321552859,1000 N PLAZA DR STE 100,"SCHAUMBURG, IL 60173",1000 N Plaza Dr,1000 N Plaza Dr Ste 100,C006,Schaumburg,4,25," ","Schaumburg, IL 60173-4990",4990,IL,V,60173,,,,,,,,,,SCHAUMBURG,IL,60173,1000,N,"",PLAZA,DR,"",STE,100,IL,170318046033038,170318046033038,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1000,H,Highrise,Schaumburg,N,08,17031,Cook,No Error," "," ","","","",N,"","","",Plaza,Dr,Ste 100,Ste,100,V,Central Time,06,""," "
422 S 13th St,Indiana,PA,15701,AS01,4029,428329,Cambria-Rowe Business College-Indiana,15701,Actual,Match,100.0,40.617476,-79.1671338,422 S 13TH ST,"INDIANA, PA 15701",422 S 13th St,422 S 13th St,C015,Indiana,8,22," ","Indiana, PA 15701-2804",2804,PA,V,15701,,,,,,,,,,,PA,15701,422,S,"",13TH,ST,"","","",PA,420639611013030,420639611013030,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,422,S,Street,Indiana,N,09,42063,Indiana,No Error," "," ","","","",S,"","","",13th,St,"","","",V,Eastern Time,05,""," "
7390 South Sixth Street,Klamath Falls,OR,97603-7121,AS01,4030,428392,Klamath Community College,97603-7121,Actual,Match,100.0,42.1944994,-121.6988725,7390 S 6TH ST,"KLAMATH FALLS, OR 97603",7390 S 6th St,7390 S 6th St,R004,Klamath Falls,6,90," ","Klamath Falls, OR 97603-7139",7139,OR,V,97603,,,,,,,,,,,OR,97603,7390,S,"",6TH,ST,"","","",OR,410359713006007,410359713006007,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7390,S,Street,Klamath Falls,N,02,41035,Klamath,No Error," "," ","","","",S,"","","",6th,St,"","","",V,Pacific Time,08,""," "
2233 W Dunlap Ave,Phoenix,AZ,85021-2859,"AE09,AS02",4031,428444,The Art Institute of Phoenix,85021-2859,Actual,Match,100.0,33.566702,-112.106977,2233 W DUNLAP AVE,"PHOENIX, AZ 85021",2233 W Dunlap Ave,2233 W Dunlap Ave,C057,Phoenix,2,99," ","Phoenix, AZ 85021-2859",2859,AZ,V,85021,,,,,,,,,,,AZ,85021,2233,W,"",DUNLAP,AVE,"","","",AZ,040131055022003,040131055022003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2233,H,Highrise,Phoenix,N,09,04013,Maricopa,No Error," "," ","","","",W,"","","",Dunlap,Ave,"","","",M,Mountain Time,07,""," "
41550 E Ann Arbor Trail,Plymouth,MI,48170,AS01,4032,429076,Michigan Theological Seminary,48170,Street,Exact,100.0,42.3665654711931,-83.4520016343334,41550 E ANN ARBOR TRL,"PLYMOUTH, MI 48170",41550 E Ann Arbor Trl,41550 E Ann Arbor Trl,C016,Plymouth,0,50," ","Plymouth, MI 48170-4308",4308,MI,V,48170,,,,,,,,,,PLYMOUTH,MI,48170,41550,E,"",ANN ARBOR,TRL,"","","",MI,261635628002028,261635628002028,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41550,S,Street,Plymouth,N,11,26163,Wayne,No Error," "," ","","","",E,"","","",Ann Arbor,Trl,"","","",V,Eastern Time,05,""," "
9100 Park  West Drive,Houston,TX,77063-4104,AS01,4033,429085,American College of Acupuncture and Oriental Med,77063-4104,Actual,Match,100.0,29.735785,-95.524748,9100 PARK WEST DR,"HOUSTON, TX 77063",9100 Park West Dr,9100 Park West Dr,C018,Houston,8,00," ","Houston, TX 77063-4104",4104,TX,V,77063,,,,,,,,,,,TX,77063,9100,"","",PARK WEST,DR,"","","",TX,482014322003000,482014322003000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9100,S,Street,Houston,N,07,48201,Harris,No Error," "," ","","","","","","","",Park West,Dr,"","","",V,Central Time,06,""," "
4701 W Gate Blvd,Austin,TX,78745,"AE09,AS02",4034,429094,AOMA Graduate School of Integrative Medicine,78745,Actual,Match,100.0,30.22869,-97.800885,4701 W GATE BLVD,"AUSTIN, TX 78745",4701 W Gate Blvd,4701 W Gate Blvd,C009,Austin,0,99," ","Austin, TX 78745-1479",1479,TX,V,78745,,,,,,,,,,,TX,78745,4701,W,"",GATE,BLVD,"","","",TX,484530017121026,484530017121026,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4701,H,Highrise,Austin,N,21,48453,Travis,No Error," "," ","","","",W,"","","",Gate,Blvd,"","","",M,Central Time,06,""," "
