unitid,"xgrcohrt",grcohrt,"xugenter",ugentern,"xpgrcohr",pgrcohrt,"xrrftct",rrftct,"xrrftex",rrftex,"xrrftcta",rrftcta,"xret_nmf",ret_nmf,"xret_pcf",ret_pcf,"xrrptct",rrptct,"xrrptex",rrptex,"xrrptcta",rrptcta,"xret_nmp",ret_nmp,"xret_pcp",ret_pcp
404426,"R",194,"R",2155,"R",9,"R",253,"R",0,"R",253,"R",113,"R",45,"R",616,"R",0,"R",616,"R",157,"R",25
404499,"A",,"A",,"A",,"R",124,"R",0,"R",124,"R",98,"R",79,"R",0,"R",0,"R",0,"R",0,"A",
404505,"A",,"A",,"A",,"R",102,"R",0,"R",102,"R",86,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
404514,"A",,"A",,"A",,"R",97,"Z",0,"R",97,"R",90,"R",93,"Z",0,"Z",0,"Z",0,"R",0,"A",
404648,"R",206,"R",457,"R",45,"R",254,"R",0,"R",254,"R",99,"R",39,"R",130,"R",0,"R",130,"R",44,"R",34
404684,"A",,"A",,"A",,"R",163,"Z",0,"R",163,"R",115,"R",71,"Z",0,"Z",0,"Z",0,"Z",0,"A",
404718,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",17,"R",100,"R",6,"R",0,"R",6,"R",6,"R",100
404806,"R",118,"R",133,"R",89,"R",115,"R",0,"R",115,"R",62,"R",54,"R",0,"R",0,"R",0,"R",0,"A",
404912,"A",,"A",,"A",,"R",591,"Z",0,"R",591,"R",555,"R",94,"Z",0,"Z",0,"Z",0,"Z",0,"A",
404921,"R",149,"R",162,"R",92,"R",267,"R",0,"R",267,"R",192,"R",72,"R",0,"R",0,"R",0,"R",0,"A",
404949,"R",478,"R",557,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",1720,"R",0,"R",1720,"R",100,"R",6
404994,"R",1286,"R",1590,"R",81,"R",902,"R",0,"R",902,"R",431,"R",48,"R",4,"R",0,"R",4,"R",1,"R",25
405003,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",31,"R",72,"R",0,"R",0,"R",0,"R",0,"A",
405012,"A",,"A",,"A",,"R",71,"Z",0,"R",71,"R",59,"R",83,"R",0,"R",0,"R",0,"R",0,"A",
405021,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",59,"R",87,"R",0,"R",0,"R",0,"R",0,"A",
405058,"R",35,"R",35,"R",100,"R",18,"Z",0,"R",18,"R",16,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
405076,"A",,"A",,"A",,"R",130,"Z",0,"R",130,"R",74,"R",57,"Z",0,"Z",0,"Z",0,"Z",0,"A",
405748,"R",13,"R",76,"R",17,"R",13,"Z",0,"R",13,"R",13,"R",100,"R",1,"Z",0,"R",1,"R",1,"R",100
405854,"R",30,"R",30,"R",100,"R",56,"Z",0,"R",56,"R",48,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"A",
405872,"R",632,"R",1109,"R",57,"R",650,"Z",0,"R",650,"R",409,"R",63,"R",223,"Z",0,"R",223,"R",95,"R",43
405979,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",14,"R",33,"Z",0,"Z",0,"Z",0,"Z",0,"A",
405988,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",24,"R",55,"Z",0,"Z",0,"Z",0,"Z",0,"A",
405997,"A",,"A",,"A",,"R",202,"R",0,"R",202,"R",98,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"A",
406006,"A",,"A",,"A",,"R",80,"R",1,"R",79,"R",36,"R",46,"Z",0,"Z",0,"Z",0,"Z",0,"A",
406015,"A",,"A",,"A",,"R",323,"R",0,"R",323,"R",115,"R",36,"Z",0,"Z",0,"Z",0,"Z",0,"A",
406024,"A",,"A",,"A",,"R",75,"R",0,"R",75,"R",53,"R",71,"R",35,"R",0,"R",35,"R",24,"R",69
406033,"A",,"A",,"A",,"R",67,"R",0,"R",67,"R",54,"R",81,"R",18,"R",0,"R",18,"R",18,"R",100
406051,"A",,"A",,"A",,"R",37,"Z",0,"R",37,"R",23,"R",62,"R",0,"R",0,"R",0,"R",0,"A",
406060,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",10,"R",29,"R",0,"R",0,"R",0,"R",0,"A",
406194,"R",158,"R",194,"R",81,"R",87,"R",1,"R",86,"R",30,"R",35,"R",35,"R",0,"R",35,"R",8,"R",23
406200,"R",329,"R",329,"R",100,"R",288,"R",0,"R",288,"R",191,"R",66,"R",0,"R",0,"R",0,"R",0,"A",
406219,"R",51,"R",100,"R",51,"R",61,"R",0,"R",61,"R",15,"R",25,"R",35,"R",0,"R",35,"R",5,"R",14
406264,"R",76,"C",90,"C",84,"R",71,"R",0,"R",71,"R",39,"R",55,"R",6,"R",0,"R",6,"R",2,"R",33
406325,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",61,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"A",
406361,"A",,"A",,"A",,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"R",0,"R",0,"A",
406422,"A",,"A",,"A",,"R",37,"Z",0,"R",37,"R",34,"R",92,"Z",0,"Z",0,"Z",0,"Z",0,"A",
406495,"A",,"A",,"A",,"R",172,"R",0,"R",172,"R",154,"R",90,"R",7,"R",0,"R",7,"R",3,"R",43
406547,"R",33,"R",50,"R",66,"R",3,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
406556,"A",,"A",,"A",,"R",19,"Z",0,"R",19,"R",19,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
407054,"R",7,"R",52,"R",13,"R",4,"Z",0,"R",4,"R",3,"R",75,"R",6,"Z",0,"R",6,"R",4,"R",67
407063,"R",56,"R",77,"R",73,"R",80,"R",2,"R",78,"R",32,"R",41,"R",16,"R",0,"R",16,"R",5,"R",31
407090,"A",,"A",,"A",,"R",11,"Z",0,"R",11,"R",10,"R",91,"R",35,"Z",0,"R",35,"R",23,"R",66
407142,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",89,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
407151,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",32,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"A",
407179,"A",,"A",,"A",,"R",60,"Z",0,"R",60,"R",33,"R",55,"R",33,"Z",0,"R",33,"R",16,"R",48
407285,"R",31,"R",261,"R",12,"R",18,"R",0,"R",18,"R",11,"R",61,"R",17,"Z",0,"R",17,"R",7,"R",41
407319,"R",78,"R",102,"R",76,"R",73,"R",0,"R",73,"R",43,"R",59,"R",5,"R",1,"R",4,"R",0,"R",0
407355,"A",,"A",,"A",,"R",95,"R",0,"R",95,"R",88,"R",93,"R",0,"R",0,"R",0,"R",0,"A",
407382,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",16,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
407391,"A",,"A",,"A",,"R",84,"R",0,"R",84,"R",79,"R",94,"R",30,"R",0,"R",30,"R",24,"R",80
407407,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",45,"R",80,"R",17,"R",0,"R",17,"R",13,"R",76
407425,"A",,"A",,"A",,"R",107,"R",0,"R",107,"R",97,"R",91,"R",42,"R",0,"R",42,"R",36,"R",86
407434,"A",,"A",,"A",,"R",69,"R",0,"R",69,"R",64,"R",93,"R",7,"R",0,"R",7,"R",4,"R",57
407470,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",14,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
407489,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",8,"R",100,"R",72,"R",0,"R",72,"R",72,"R",100
407504,"R",36,"R",753,"R",5,"R",38,"R",0,"R",38,"R",28,"R",74,"R",745,"R",0,"R",745,"R",707,"R",95
407513,"A",,"A",,"A",,"R",130,"R",0,"R",130,"R",33,"R",25,"R",113,"R",0,"R",113,"R",113,"R",100
407568,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",1,"R",33,"R",5,"R",0,"R",5,"R",3,"R",60
407577,"A",,"A",,"A",,"R",253,"R",3,"R",250,"R",67,"R",27,"R",54,"R",2,"R",52,"R",14,"R",27
407595,"A",,"A",,"A",,"R",129,"R",0,"R",129,"R",105,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
407601,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",3,"R",100,"R",10,"R",0,"R",10,"R",10,"R",100
407683,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",16,"R",70,"R",20,"R",0,"R",20,"R",16,"R",80
407708,"A",,"A",,"A",,"R",75,"Z",0,"R",75,"R",62,"R",83,"Z",0,"Z",0,"Z",0,"Z",0,"A",
407726,"A",,"A",,"A",,"R",30,"Z",0,"R",30,"R",12,"R",40,"R",9,"Z",0,"R",9,"R",8,"R",89
407735,"A",,"A",,"A",,"R",36,"Z",0,"R",36,"R",22,"R",61,"R",23,"Z",0,"R",23,"R",23,"R",100
407744,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",7,"R",58,"R",0,"R",0,"R",0,"R",0,"A",
407832,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",17,"R",100,"R",13,"R",0,"R",13,"R",13,"R",100
408039,"R",31,"R",31,"R",100,"R",418,"R",0,"R",418,"R",156,"R",37,"R",0,"R",0,"R",0,"R",0,"A",
408057,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",13,"R",72,"R",0,"R",0,"R",0,"R",0,"A",
408066,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",8,"R",100,"R",9,"R",0,"R",9,"R",9,"R",100
408163,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",12,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
408312,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",14,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
408385,"A",,"A",,"A",,"R",132,"Z",0,"R",132,"R",95,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",
408394,"R",81,"R",472,"R",17,"R",85,"R",0,"R",85,"R",51,"R",60,"R",27,"R",0,"R",27,"R",11,"R",41
408844,"R",512,"R",617,"R",83,"R",488,"R",0,"R",488,"R",332,"R",68,"R",108,"R",0,"R",108,"R",72,"R",67
408862,"A",,"A",,"A",,"R",46,"R",2,"R",44,"R",35,"R",80,"R",53,"Z",0,"R",53,"R",45,"R",85
409032,"A",,"A",,"A",,"R",365,"R",0,"R",365,"R",85,"R",23,"R",0,"R",0,"R",0,"R",0,"A",
409069,"R",105,"R",171,"R",61,"R",120,"R",5,"R",115,"R",61,"R",53,"R",32,"R",1,"R",31,"R",11,"R",35
409120,"A",,"A",,"A",,"R",167,"Z",0,"R",167,"R",139,"R",83,"Z",0,"Z",0,"Z",0,"Z",0,"A",
409166,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",19,"R",73,"R",0,"R",0,"R",0,"R",0,"A",
409193,"A",,"A",,"A",,"R",60,"Z",0,"R",60,"R",60,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"A",
409209,"A",,"A",,"A",,"R",45,"R",15,"R",30,"R",30,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"A",
409245,"A",,"A",,"A",,"P",21,"P",0,"P",21,"P",21,"P",100,"Z",0,"Z",0,"Z",0,"Z",0,"A",
409315,"R",1497,"R",3613,"R",41,"R",2181,"R",0,"R",2181,"R",1277,"R",59,"R",1071,"R",0,"R",1071,"R",538,"R",50
409333,"R",34,"R",39,"R",87,"R",21,"R",0,"R",21,"R",20,"R",95,"R",0,"R",0,"R",0,"R",0,"A",
409537,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",23,"R",62,"R",45,"R",0,"R",45,"R",36,"R",80
409591,"A",,"A",,"A",,"R",73,"Z",0,"R",73,"R",65,"R",89,"Z",0,"Z",0,"Z",0,"Z",0,"A",
409670,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",68,"R",59,"R",17,"R",0,"R",17,"R",7,"R",41
409698,"R",899,"R",1438,"R",63,"R",734,"Z",0,"R",734,"R",493,"R",67,"R",12,"Z",0,"R",12,"R",5,"R",42
409829,"R",59,"R",113,"R",52,"R",85,"Z",0,"R",85,"R",63,"R",74,"R",24,"Z",0,"R",24,"R",14,"R",58
409838,"R",49,"R",204,"R",24,"R",52,"R",0,"R",52,"R",48,"R",92,"R",63,"R",0,"R",63,"R",50,"R",79
409874,"R",186,"R",210,"R",89,"R",158,"R",0,"R",158,"R",79,"R",50,"R",9,"R",0,"R",9,"R",5,"R",56
410070,"A",,"A",,"A",,"R",224,"R",0,"R",224,"R",190,"R",85,"Z",0,"Z",0,"Z",0,"Z",0,"A",
410283,"R",128,"R",128,"R",100,"R",118,"R",0,"R",118,"R",52,"R",44,"R",0,"R",0,"R",0,"R",0,"A",
410496,"R",111,"R",177,"R",63,"R",102,"R",0,"R",102,"R",42,"R",41,"R",31,"R",3,"R",28,"R",4,"R",14
410502,"R",21,"R",68,"R",31,"R",4,"R",0,"R",4,"R",1,"R",25,"R",22,"R",0,"R",22,"R",3,"R",14
410520,"R",14,"C",20,"C",70,"R",17,"R",0,"R",17,"R",7,"R",41,"R",12,"R",0,"R",12,"R",6,"R",50
410539,"A",,"A",,"A",,"R",86,"R",2,"R",84,"R",41,"R",49,"R",0,"R",0,"R",0,"R",0,"A",
410788,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",102,"R",71,"R",18,"R",0,"R",18,"R",12,"R",67
410964,"A",,"A",,"A",,"R",13,"R",1,"R",12,"R",12,"R",100,"R",5,"R",0,"R",5,"R",5,"R",100
411684,"A",,"A",,"A",,"R",25,"Z",0,"R",25,"R",21,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"A",
412003,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",16,"R",53,"R",11,"R",0,"R",11,"R",6,"R",55
412173,"A",,"A",,"A",,"R",98,"Z",0,"R",98,"R",79,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
412535,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",22,"R",96,"R",0,"R",0,"R",0,"R",0,"A",
412544,"A",,"A",,"A",,"R",60,"R",0,"R",60,"R",55,"R",92,"R",4,"R",0,"R",4,"R",4,"R",100
412599,"A",,"A",,"A",,"R",261,"R",5,"R",256,"R",122,"R",48,"Z",0,"Z",0,"Z",0,"Z",0,"A",
413176,"R",3,"R",4,"R",75,"R",6,"R",0,"R",6,"R",6,"R",100,"R",1,"R",0,"R",1,"R",0,"R",0
413185,"A",,"A",,"A",,"R",42,"R",1,"R",41,"R",26,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
413343,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
413413,"R",5,"R",567,"R",1,"R",3,"R",0,"R",3,"R",0,"R",0,"R",48,"R",0,"R",48,"R",10,"R",21
413617,"R",56,"R",114,"R",49,"R",56,"R",0,"R",56,"R",24,"R",43,"R",25,"R",0,"R",25,"R",9,"R",36
413626,"R",58,"R",70,"R",83,"R",70,"R",0,"R",70,"R",29,"R",41,"R",7,"R",0,"R",7,"R",6,"R",86
413635,"A",,"A",,"A",,"R",154,"R",2,"R",152,"R",123,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
413680,"A",,"A",,"A",,"R",110,"R",0,"R",110,"R",108,"R",98,"R",6,"R",0,"R",6,"R",5,"R",83
413723,"R",65,"R",118,"R",55,"R",56,"R",0,"R",56,"R",25,"R",45,"R",0,"R",0,"R",0,"R",0,"A",
413778,"A",,"A",,"A",,"R",170,"R",0,"R",170,"R",132,"R",78,"R",25,"R",0,"R",25,"R",22,"R",88
413802,"R",240,"R",327,"R",73,"R",241,"R",11,"R",230,"R",220,"R",96,"R",88,"R",9,"R",79,"R",64,"R",81
413820,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",2,"R",18,"R",0,"R",0,"R",0,"R",0,"A",
413839,"R",138,"R",175,"R",79,"R",64,"R",2,"R",62,"R",29,"R",47,"R",18,"R",0,"R",18,"R",6,"R",33
413848,"R",33,"R",55,"R",60,"R",53,"R",4,"R",49,"R",33,"R",67,"R",10,"R",2,"R",8,"R",3,"R",38
413857,"R",117,"R",178,"R",66,"R",75,"R",1,"R",74,"R",30,"R",41,"R",11,"R",1,"R",10,"R",3,"R",30
413866,"R",121,"R",136,"R",89,"R",90,"R",0,"R",90,"R",45,"R",50,"R",5,"R",0,"R",5,"R",1,"R",20
413884,"R",163,"R",215,"R",76,"R",113,"R",1,"R",112,"R",60,"R",54,"R",19,"R",2,"R",17,"R",6,"R",35
413918,"R",28,"R",32,"R",88,"R",34,"R",0,"R",34,"R",31,"R",91,"Z",0,"Z",0,"Z",0,"Z",0,"A",
413945,"A",,"A",,"A",,"R",40,"Z",0,"R",40,"R",34,"R",85,"R",27,"Z",0,"R",27,"R",20,"R",74
413972,"A",,"A",,"A",,"R",44,"Z",0,"R",44,"R",33,"R",75,"R",14,"Z",0,"R",14,"R",10,"R",71
414036,"A",,"A",,"A",,"R",168,"Z",0,"R",168,"R",150,"R",89,"Z",0,"Z",0,"Z",0,"Z",0,"A",
414054,"A",,"A",,"A",,"R",9,"Z",0,"R",9,"R",7,"R",78,"R",2,"Z",0,"R",2,"R",2,"R",100
414063,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",105,"R",100,"R",13,"Z",0,"R",13,"R",13,"R",100
414160,"R",224,"R",525,"R",43,"R",229,"R",1,"R",228,"R",79,"R",35,"R",124,"R",0,"R",124,"R",40,"R",32
414452,"A",,"A",,"A",,"R",30,"Z",0,"R",30,"R",24,"R",80,"Z",0,"Z",0,"Z",0,"Z",0,"A",
414461,"R",1022,"R",1101,"R",93,"R",1175,"R",0,"R",1175,"R",819,"R",70,"R",102,"R",0,"R",102,"R",57,"R",56
414489,"A",,"A",,"A",,"R",125,"R",0,"R",125,"R",110,"R",88,"R",0,"R",0,"R",0,"R",0,"A",
414531,"R",67,"R",85,"R",79,"R",67,"R",2,"R",65,"R",34,"R",52,"R",8,"R",1,"R",7,"R",1,"R",14
414540,"A",,"A",,"A",,"R",142,"R",0,"R",142,"R",116,"R",82,"R",1,"R",0,"R",1,"R",1,"R",100
414559,"A",,"A",,"A",,"R",9,"Z",0,"R",9,"R",9,"R",100,"Z",0,"Z",0,"Z",0,"R",0,"A",
414568,"R",181,"R",241,"R",75,"R",152,"R",4,"R",148,"R",74,"R",50,"R",30,"R",2,"R",28,"R",6,"R",21
414586,"R",97,"R",116,"R",84,"R",84,"R",3,"R",81,"R",42,"R",52,"R",3,"R",0,"R",3,"R",0,"R",0
414595,"R",2,"R",14,"R",14,"R",1,"R",0,"R",1,"R",1,"R",100,"R",3,"R",0,"R",3,"R",1,"R",33
414708,"R",10,"R",853,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",217,"Z",0,"R",217,"R",70,"R",32
414823,"R",548,"R",648,"R",85,"R",526,"R",0,"R",526,"R",355,"R",67,"R",14,"R",0,"R",14,"R",1,"R",7
414841,"R",67,"R",98,"R",68,"R",69,"R",1,"R",68,"R",32,"R",47,"R",12,"R",0,"R",12,"R",3,"R",25
414850,"R",141,"R",145,"R",97,"R",102,"Z",0,"R",102,"R",89,"R",87,"R",28,"Z",0,"R",28,"R",26,"R",93
414869,"A",,"A",,"A",,"R",11,"Z",0,"R",11,"R",10,"R",91,"R",2,"Z",0,"R",2,"R",2,"R",100
414878,"R",1,"R",37,"R",3,"R",3,"Z",0,"R",3,"R",1,"R",33,"R",1,"Z",0,"R",1,"R",1,"R",100
414911,"R",199,"R",338,"R",59,"R",196,"R",0,"R",196,"R",46,"R",23,"R",136,"R",0,"R",136,"R",34,"R",25
414939,"A",,"A",,"A",,"R",61,"Z",0,"R",61,"R",23,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"A",
415039,"A",,"A",,"A",,"R",23,"Z",0,"R",23,"R",15,"R",65,"R",14,"Z",0,"R",14,"R",6,"R",43
415729,"A",,"A",,"A",,"R",7,"Z",0,"R",7,"R",3,"R",43,"R",2,"Z",0,"R",2,"R",2,"R",100
415774,"A",,"A",,"A",,"R",97,"R",0,"R",97,"R",56,"R",58,"R",36,"R",0,"R",36,"R",9,"R",25
415987,"A",,"A",,"A",,"R",190,"Z",0,"R",190,"R",136,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",
416458,"A",,"A",,"A",,"R",92,"R",0,"R",92,"R",92,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
416670,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",30,"R",75,"R",30,"R",1,"R",29,"R",22,"R",76
416962,"A",,"A",,"A",,"R",126,"R",0,"R",126,"R",64,"R",51,"Z",0,"Z",0,"Z",0,"Z",0,"A",
416971,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",4,"R",67,"R",8,"R",0,"R",8,"R",6,"R",75
416980,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",9,"R",69,"R",5,"R",0,"R",5,"R",3,"R",60
417062,"A",,"A",,"A",,"R",64,"Z",0,"R",64,"R",44,"R",69,"R",0,"Z",0,"R",0,"R",0,"A",
417105,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",1200,"Z",0,"R",1200,"R",501,"R",42
417123,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",57,"R",84,"R",4,"R",0,"R",4,"R",3,"R",75
417132,"A",,"A",,"A",,"R",50,"R",0,"R",50,"R",49,"R",98,"R",26,"R",0,"R",26,"R",23,"R",88
417318,"R",19,"R",19,"R",100,"R",18,"R",0,"R",18,"R",9,"R",50,"R",0,"R",0,"R",0,"R",0,"A",
417327,"R",29,"R",31,"R",94,"R",18,"R",0,"R",18,"R",12,"R",67,"R",3,"R",0,"R",3,"R",2,"R",67
417381,"A",,"A",,"A",,"R",32,"Z",0,"R",32,"R",11,"R",34,"R",8,"Z",0,"R",8,"R",5,"R",63
417390,"A",,"A",,"A",,"R",25,"R",6,"R",19,"R",19,"R",100,"R",7,"R",2,"R",5,"R",5,"R",100
417406,"A",,"A",,"A",,"R",8,"Z",0,"R",8,"R",7,"R",88,"R",4,"Z",0,"R",4,"R",4,"R",100
417442,"A",,"A",,"A",,"R",99,"R",0,"R",99,"R",92,"R",93,"R",0,"R",0,"R",0,"R",0,"A",
417503,"A",,"A",,"A",,"R",92,"R",0,"R",92,"R",81,"R",88,"R",7,"R",0,"R",7,"R",7,"R",100
417549,"A",,"A",,"A",,"R",548,"Z",0,"R",548,"R",330,"R",60,"Z",0,"Z",0,"Z",0,"Z",0,"A",
417567,"A",,"A",,"A",,"R",104,"R",0,"R",104,"R",93,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
417576,"A",,"A",,"A",,"R",75,"R",0,"R",75,"R",51,"R",68,"R",0,"R",0,"R",0,"R",0,"A",
417628,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",27,"R",90,"R",1,"R",0,"R",1,"R",1,"R",100
417637,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",28,"R",88,"R",11,"R",0,"R",11,"R",11,"R",100
417646,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",10,"R",83,"R",7,"R",0,"R",7,"R",6,"R",86
417673,"A",,"A",,"A",,"R",26,"Z",0,"R",26,"R",19,"R",73,"R",10,"Z",0,"R",10,"R",8,"R",80
417716,"A",,"A",,"A",,"R",94,"R",0,"R",94,"R",77,"R",82,"R",0,"R",0,"R",0,"R",0,"A",
417725,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",47,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
417734,"R",5,"R",5,"R",100,"R",3,"R",0,"R",3,"R",3,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
417752,"R",6,"R",12,"R",50,"R",61,"R",1,"R",60,"R",39,"R",65,"R",1,"Z",0,"R",1,"R",1,"R",100
417789,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",22,"R",76,"R",36,"Z",0,"R",36,"R",30,"R",83
417804,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",21,"R",50,"R",17,"R",0,"R",17,"R",12,"R",71
417822,"R",104,"R",257,"R",40,"R",153,"Z",0,"R",153,"R",135,"R",88,"R",138,"Z",0,"R",138,"R",111,"R",80
417840,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",23,"R",72,"R",7,"R",0,"R",7,"R",7,"R",100
417868,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",24,"R",77,"R",0,"R",0,"R",0,"R",0,"A",
417886,"R",14,"C",16,"C",88,"R",8,"Z",0,"R",8,"R",5,"R",63,"R",0,"Z",0,"R",0,"R",0,"A",
417910,"R",198,"R",198,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
417947,"A",,"A",,"A",,"R",4,"Z",0,"R",4,"R",3,"R",75,"R",6,"Z",0,"R",6,"R",6,"R",100
417983,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",80,"R",0,"R",80,"R",46,"R",58
417992,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",32,"R",82,"R",27,"R",0,"R",27,"R",21,"R",78
418001,"A",,"A",,"A",,"R",22,"Z",0,"R",22,"R",5,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"A",
418010,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",21,"R",100,"R",17,"R",0,"R",17,"R",15,"R",88
418029,"A",,"A",,"A",,"R",14,"Z",0,"R",14,"R",11,"R",79,"R",25,"Z",0,"R",25,"R",20,"R",80
418038,"A",,"A",,"A",,"R",66,"R",0,"R",66,"R",50,"R",76,"R",0,"R",0,"R",0,"R",0,"A",
418056,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",39,"R",76,"R",6,"R",0,"R",6,"R",2,"R",33
418065,"A",,"A",,"A",,"R",185,"Z",0,"R",185,"R",152,"R",82,"R",171,"Z",0,"R",171,"R",151,"R",88
418074,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",5,"R",56,"Z",0,"Z",0,"Z",0,"Z",0,"A",
418083,"A",,"A",,"A",,"R",44,"Z",0,"R",44,"R",31,"R",70,"R",22,"Z",0,"R",22,"R",15,"R",68
418126,"R",49,"R",235,"R",21,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
418162,"A",,"A",,"A",,"R",291,"R",0,"R",291,"R",236,"R",81,"R",87,"R",0,"R",87,"R",66,"R",76
418171,"A",,"A",,"A",,"R",16,"Z",0,"R",16,"R",16,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"A",
418205,"A",,"A",,"A",,"R",68,"Z",0,"R",68,"R",59,"R",87,"R",129,"Z",0,"R",129,"R",121,"R",94
418223,"R",28,"C",28,"C",100,"R",24,"R",0,"R",24,"R",4,"R",17,"R",0,"R",0,"R",0,"R",0,"A",
418250,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",110,"R",96,"R",44,"R",0,"R",44,"R",44,"R",100
418278,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",36,"R",84,"R",34,"R",0,"R",34,"R",31,"R",91
418287,"A",,"A",,"A",,"R",67,"R",0,"R",67,"R",42,"R",63,"R",22,"R",0,"R",22,"R",21,"R",95
418296,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",47,"R",82,"R",29,"R",0,"R",29,"R",10,"R",34
418302,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",50,"R",88,"R",12,"R",0,"R",12,"R",10,"R",83
418320,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",16,"R",30,"R",626,"R",0,"R",626,"R",286,"R",46
