unitid,"xgrcohrt",grcohrt,"xugenter",ugentern,"xpgrcohr",pgrcohrt,"xrrftct",rrftct,"xrrftex",rrftex,"xrrftcta",rrftcta,"xret_nmf",ret_nmf,"xret_pcf",ret_pcf,"xrrptct",rrptct,"xrrptex",rrptex,"xrrptcta",rrptcta,"xret_nmp",ret_nmp,"xret_pcp",ret_pcp
100654,"R",1044,"R",1179,"R",89,"R",882,"R",0,"R",882,"R",598,"R",68,"R",3,"R",0,"R",3,"R",1,"R",33
100663,"R",1247,"R",2340,"R",53,"R",1385,"R",2,"R",1383,"R",1100,"R",80,"R",26,"R",0,"R",26,"R",11,"R",42
100690,"R",10,"R",13,"R",77,"R",3,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
100706,"R",765,"R",1849,"R",41,"R",759,"R",0,"R",759,"R",588,"R",77,"R",41,"R",0,"R",41,"R",18,"R",44
100724,"R",1329,"R",1591,"R",84,"R",1351,"R",0,"R",1351,"R",736,"R",54,"R",15,"R",0,"R",15,"R",6,"R",40
100751,"R",5034,"R",6616,"R",76,"R",4493,"R",15,"R",4478,"R",3774,"R",84,"R",45,"Z",0,"R",45,"R",27,"R",60
100760,"R",446,"R",633,"R",70,"R",444,"Z",0,"R",444,"R",265,"R",60,"R",146,"Z",0,"R",146,"R",30,"R",21
100830,"R",712,"R",1153,"R",62,"R",535,"R",0,"R",535,"R",325,"R",61,"R",101,"R",0,"R",101,"R",42,"R",42
100858,"R",3959,"R",5277,"R",75,"R",4170,"Z",0,"R",4170,"R",3628,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"A",
100937,"R",451,"R",503,"R",90,"R",450,"R",0,"R",450,"R",333,"R",74,"R",0,"R",0,"R",0,"R",0,"A",
101028,"R",261,"R",881,"R",30,"R",256,"R",0,"R",256,"R",137,"R",54,"R",76,"R",0,"R",76,"R",12,"R",16
101073,"R",286,"R",347,"R",82,"R",158,"R",0,"R",158,"R",60,"R",38,"R",2,"R",0,"R",2,"R",1,"R",50
101116,"R",60,"R",213,"R",28,"R",20,"R",0,"R",20,"R",6,"R",30,"R",11,"R",0,"R",11,"R",7,"R",64
101143,"R",461,"R",1062,"R",43,"R",427,"R",0,"R",427,"R",244,"R",57,"R",99,"R",0,"R",99,"R",37,"R",37
101161,"R",869,"R",1536,"R",57,"R",880,"R",0,"R",880,"R",483,"R",55,"R",187,"R",0,"R",187,"R",61,"R",33
101189,"R",231,"R",403,"R",57,"R",298,"R",0,"R",298,"R",205,"R",69,"R",86,"R",0,"R",86,"R",7,"R",8
101240,"R",1307,"R",2164,"R",60,"R",1168,"R",0,"R",1168,"R",670,"R",57,"R",266,"R",0,"R",266,"R",91,"R",34
101286,"R",802,"R",1489,"R",54,"R",706,"R",0,"R",706,"R",398,"R",56,"R",140,"R",0,"R",140,"R",51,"R",36
101295,"R",1026,"R",2120,"R",48,"R",934,"R",7,"R",927,"R",557,"R",60,"R",128,"R",8,"R",120,"R",48,"R",40
101301,"R",394,"R",763,"R",52,"R",360,"R",0,"R",360,"R",185,"R",51,"R",61,"R",0,"R",61,"R",18,"R",30
101365,"R",38,"R",75,"R",51,"R",19,"R",0,"R",19,"R",10,"R",53,"R",28,"R",0,"R",28,"R",15,"R",54
101435,"R",253,"R",380,"R",67,"R",254,"R",0,"R",254,"R",170,"R",67,"R",1,"R",0,"R",1,"R",1,"R",100
101453,"R",4,"R",28,"R",14,"R",3,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
101462,"R",176,"R",418,"R",42,"R",134,"Z",0,"R",134,"R",46,"R",34,"R",65,"Z",0,"R",65,"R",24,"R",37
101471,"R",306,"R",350,"R",87,"R",261,"R",0,"R",261,"R",36,"R",14,"R",89,"R",0,"R",89,"R",19,"R",21
101480,"R",1243,"R",2409,"R",52,"R",1252,"Z",0,"R",1252,"R",880,"R",70,"R",50,"Z",0,"R",50,"R",21,"R",42
101499,"R",306,"R",508,"R",60,"R",304,"R",0,"R",304,"R",140,"R",46,"R",57,"Z",0,"R",57,"R",16,"R",28
101505,"R",1076,"R",3492,"R",31,"R",919,"R",0,"R",919,"R",452,"R",49,"R",417,"R",0,"R",417,"R",208,"R",50
101514,"R",1219,"R",3031,"R",40,"R",1191,"Z",0,"R",1191,"R",650,"R",55,"R",540,"Z",0,"R",540,"R",344,"R",64
101541,"R",95,"R",120,"R",79,"R",79,"R",0,"R",79,"R",61,"R",77,"Z",0,"Z",0,"Z",0,"Z",0,"A",
101569,"R",768,"R",1502,"R",51,"R",632,"R",4,"R",628,"R",465,"R",74,"R",186,"R",2,"R",184,"R",132,"R",72
101587,"R",279,"R",508,"R",55,"R",347,"R",0,"R",347,"R",215,"R",62,"R",19,"R",0,"R",19,"R",9,"R",47
101602,"R",279,"R",733,"R",38,"R",396,"Z",0,"R",396,"R",225,"R",57,"R",44,"Z",0,"R",44,"R",17,"R",39
101648,"R",271,"R",321,"R",84,"R",232,"R",2,"R",230,"R",74,"R",32,"R",0,"R",0,"R",0,"R",0,"A",
101675,"R",1289,"R",1736,"R",74,"R",509,"R",0,"R",509,"R",276,"R",54,"R",13,"R",0,"R",13,"R",10,"R",77
101693,"R",248,"R",425,"R",58,"R",208,"Z",0,"R",208,"R",166,"R",80,"R",8,"Z",0,"R",8,"R",6,"R",75
101709,"R",507,"R",744,"R",68,"R",482,"R",0,"R",482,"R",355,"R",74,"R",9,"R",0,"R",9,"R",6,"R",67
101736,"R",712,"R",1598,"R",45,"R",636,"R",0,"R",636,"R",372,"R",58,"R",121,"R",0,"R",121,"R",52,"R",43
101879,"R",988,"R",1622,"R",61,"R",934,"R",0,"R",934,"R",621,"R",66,"R",89,"R",0,"R",89,"R",27,"R",30
101897,"R",570,"R",1206,"R",47,"R",491,"R",0,"R",491,"R",311,"R",63,"R",112,"R",0,"R",112,"R",56,"R",50
101912,"R",485,"R",579,"R",84,"R",451,"R",0,"R",451,"R",303,"R",67,"R",6,"R",0,"R",6,"R",1,"R",17
101949,"R",396,"R",630,"R",63,"R",338,"R",0,"R",338,"R",58,"R",17,"R",69,"R",0,"R",69,"R",28,"R",41
101958,"R",4,"R",4,"R",100,"R",2,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
101994,"R",103,"R",295,"R",35,"R",115,"R",1,"R",114,"R",97,"R",85,"R",20,"R",0,"R",20,"R",10,"R",50
102030,"R",521,"R",1513,"R",34,"R",335,"R",0,"R",335,"R",134,"R",40,"R",89,"R",0,"R",89,"R",44,"R",49
102049,"R",708,"R",819,"R",86,"R",713,"R",1,"R",712,"R",595,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
102058,"N",639,"N",868,"N",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102067,"R",1056,"R",2012,"R",52,"R",892,"Z",0,"R",892,"R",450,"R",50,"R",170,"Z",0,"R",170,"R",170,"R",100
102076,"R",539,"R",937,"R",58,"R",478,"Z",0,"R",478,"R",277,"R",58,"R",84,"Z",0,"R",84,"R",41,"R",49
102094,"R",1543,"R",2781,"R",55,"R",1457,"R",0,"R",1457,"R",981,"R",67,"R",72,"R",0,"R",72,"R",30,"R",42
102234,"R",343,"R",394,"R",87,"R",379,"R",0,"R",379,"R",296,"R",78,"R",4,"R",0,"R",4,"R",3,"R",75
102261,"R",18,"R",49,"R",37,"R",31,"R",0,"R",31,"R",20,"R",65,"R",3,"R",0,"R",3,"R",1,"R",33
102270,"R",485,"R",493,"R",98,"R",345,"R",1,"R",344,"R",196,"R",57,"R",11,"R",0,"R",11,"R",5,"R",45
102298,"R",237,"R",300,"R",79,"R",125,"R",20,"R",105,"R",74,"R",70,"R",12,"R",0,"R",12,"R",5,"R",42
102313,"R",219,"R",526,"R",42,"R",269,"R",0,"R",269,"R",145,"R",54,"R",163,"R",0,"R",163,"R",56,"R",34
102368,"R",1827,"R",5387,"R",34,"R",1763,"R",0,"R",1763,"R",1317,"R",75,"R",1021,"R",0,"R",1021,"R",314,"R",31
102377,"R",723,"C",786,"C",92,"R",793,"Z",0,"R",793,"R",511,"R",64,"R",2,"Z",0,"R",2,"R",2,"R",100
102429,"R",742,"R",1603,"R",46,"R",737,"R",34,"R",703,"R",430,"R",61,"R",246,"R",1,"R",245,"R",90,"R",37
102553,"R",1325,"R",1957,"R",68,"R",952,"R",0,"R",952,"R",671,"R",70,"R",145,"Z",0,"R",145,"R",73,"R",50
102614,"R",763,"R",1013,"R",75,"R",523,"R",0,"R",523,"R",380,"R",73,"R",55,"Z",0,"R",55,"R",30,"R",55
102632,"R",160,"R",597,"R",27,"R",49,"R",0,"R",49,"R",27,"R",55,"R",8,"Z",0,"R",8,"R",2,"R",25
102669,"R",65,"R",147,"R",44,"R",42,"R",0,"R",42,"R",33,"R",79,"R",6,"R",0,"R",6,"R",2,"R",33
102711,"A",,"A",,"A",,"R",249,"R",0,"R",249,"R",223,"R",90,"R",352,"R",0,"R",352,"R",352,"R",100
102845,"R",58,"R",198,"R",29,"R",39,"Z",0,"R",39,"R",30,"R",77,"R",51,"Z",0,"R",51,"R",39,"R",76
103361,"R",25,"R",232,"R",11,"R",17,"R",0,"R",17,"R",8,"R",47,"R",6,"Z",0,"R",6,"R",0,"R",0
103501,"A",,"A",,"A",,"R",165,"R",0,"R",165,"R",105,"R",64,"R",0,"R",0,"R",0,"R",0,"A",
103644,"R",577,"R",722,"R",80,"R",262,"R",0,"R",262,"R",97,"R",37,"R",210,"R",1,"R",209,"R",44,"R",21
103723,"A",,"A",,"A",,"R",157,"R",0,"R",157,"R",109,"R",69,"R",23,"R",0,"R",23,"R",2,"R",9
103732,"A",,"A",,"A",,"R",15,"Z",0,"R",15,"R",7,"R",47,"Z",0,"Z",0,"Z",0,"Z",0,"A",
103741,"A",,"A",,"A",,"R",63,"Z",0,"R",63,"R",31,"R",49,"R",7,"Z",0,"R",7,"R",7,"R",100
103787,"R",35,"R",43,"R",81,"R",47,"R",0,"R",47,"R",34,"R",72,"R",2,"R",0,"R",2,"R",2,"R",100
103893,"A",,"A",,"A",,"R",842,"R",0,"R",842,"R",575,"R",68,"R",0,"R",0,"R",0,"R",0,"A",
103945,"A",,"A",,"A",,"R",180,"Z",0,"R",180,"R",97,"R",54,"Z",0,"Z",0,"Z",0,"Z",0,"A",
103954,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",4,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
103963,"R",111,"R",162,"R",69,"R",111,"R",4,"R",107,"R",61,"R",57,"R",0,"R",0,"R",0,"R",0,"A",
104090,"A",,"A",,"A",,"R",382,"R",0,"R",382,"R",184,"R",48,"R",0,"R",0,"R",0,"R",0,"A",
104151,"R",8458,"R",15476,"R",55,"R",8664,"R",134,"R",8530,"R",6783,"R",80,"R",610,"R",22,"R",588,"R",330,"R",56
104160,"R",472,"R",1320,"R",36,"R",551,"Z",0,"R",551,"R",305,"R",55,"R",694,"Z",0,"R",694,"R",298,"R",43
104179,"R",6331,"R",8612,"R",74,"R",6231,"Z",0,"R",6231,"R",4936,"R",79,"R",338,"Z",0,"R",338,"R",176,"R",52
104188,"R",53,"R",86,"R",62,"R",88,"R",0,"R",88,"R",88,"R",100,"R",36,"R",0,"R",36,"R",36,"R",100
104294,"A",,"A",,"A",,"R",52,"Z",0,"R",52,"R",41,"R",79,"R",0,"R",0,"R",0,"R",0,"A",
104346,"R",505,"R",1957,"R",26,"R",404,"R",0,"R",404,"R",227,"R",56,"R",483,"R",0,"R",483,"R",159,"R",33
104364,"R",227,"R",227,"R",100,"R",122,"R",0,"R",122,"R",46,"R",38,"R",0,"R",0,"R",0,"R",0,"A",
104391,"A",,"A",,"A",,"R",20,"R",0,"R",20,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",
104425,"R",275,"R",948,"R",29,"R",255,"Z",0,"R",255,"R",141,"R",55,"R",392,"Z",0,"R",392,"R",121,"R",31
104434,"A",,"A",,"A",,"R",19,"Z",0,"R",19,"R",12,"R",63,"Z",0,"Z",0,"Z",0,"Z",0,"A",
104443,"A",,"A",,"A",,"R",26,"Z",0,"R",26,"R",14,"R",54,"R",22,"Z",0,"R",22,"R",13,"R",59
104504,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",23,"R",66,"R",17,"R",0,"R",17,"R",9,"R",53
104531,"R",175,"R",468,"R",37,"R",172,"Z",0,"R",172,"R",65,"R",38,"R",72,"Z",0,"R",72,"R",21,"R",29
104568,"A",,"A",,"A",,"R",179,"R",3,"R",176,"R",150,"R",85,"R",42,"R",1,"R",41,"R",29,"R",71
104577,"R",707,"R",1722,"R",41,"R",524,"R",0,"R",524,"R",265,"R",51,"R",91,"R",0,"R",91,"R",39,"R",43
104586,"R",416,"R",532,"R",78,"R",399,"R",0,"R",399,"R",317,"R",79,"R",1,"R",0,"R",1,"R",0,"R",0
104708,"R",1564,"R",5841,"R",27,"R",551,"R",0,"R",551,"R",304,"R",55,"R",392,"R",0,"R",392,"R",118,"R",30
104717,"R",343,"R",4528,"R",8,"R",101,"R",0,"R",101,"R",38,"R",38,"R",365,"R",0,"R",365,"R",106,"R",29
104805,"A",,"A",,"A",,"R",1063,"R",9,"R",1054,"R",611,"R",58,"R",0,"R",0,"R",0,"R",0,"A",
104911,"A",,"A",,"A",,"R",312,"R",9,"R",303,"R",141,"R",47,"R",41,"R",0,"R",41,"R",17,"R",41
104984,"A",,"A",,"A",,"R",512,"R",0,"R",512,"R",346,"R",68,"Z",0,"Z",0,"Z",0,"Z",0,"A",
105118,"A",,"A",,"A",,"R",349,"R",2,"R",347,"R",267,"R",77,"R",79,"R",0,"R",79,"R",43,"R",54
105127,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",15,"R",83,"R",19,"Z",0,"R",19,"R",16,"R",84
105145,"R",172,"R",1967,"R",9,"R",143,"R",0,"R",143,"R",66,"R",46,"R",440,"R",0,"R",440,"R",125,"R",28
105154,"R",1695,"R",7597,"R",22,"R",680,"Z",0,"R",680,"R",382,"R",56,"R",579,"R",0,"R",579,"R",205,"R",35
105163,"R",67,"R",90,"R",74,"R",54,"R",0,"R",54,"R",19,"R",35,"R",8,"R",0,"R",8,"R",1,"R",13
105172,"R",88,"R",124,"R",71,"R",86,"R",2,"R",84,"R",48,"R",57,"R",10,"R",1,"R",9,"R",4,"R",44
105206,"R",328,"R",2279,"R",14,"R",253,"Z",0,"R",253,"R",131,"R",52,"R",1207,"Z",0,"R",1207,"R",395,"R",33
105215,"A",,"A",,"A",,"R",526,"R",0,"R",526,"R",419,"R",80,"R",0,"R",0,"R",0,"R",0,"A",
105297,"R",316,"R",588,"R",54,"R",248,"R",0,"R",248,"R",115,"R",46,"R",146,"R",0,"R",146,"R",43,"R",29
105330,"R",3309,"R",5423,"R",61,"R",2931,"R",0,"R",2931,"R",2025,"R",69,"R",240,"R",0,"R",240,"R",130,"R",54
105349,"R",116,"R",1427,"R",8,"R",60,"R",0,"R",60,"R",35,"R",58,"R",93,"R",0,"R",93,"R",28,"R",30
105419,"A",,"A",,"A",,"R",25,"Z",0,"R",25,"R",23,"R",92,"R",25,"Z",0,"R",25,"R",11,"R",44
105428,"R",469,"R",3726,"R",13,"R",358,"R",0,"R",358,"R",207,"R",58,"R",413,"R",0,"R",413,"R",160,"R",39
105516,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",34,"R",44,"Z",0,"Z",0,"Z",0,"Z",0,"A",
105525,"R",2606,"R",11807,"R",22,"R",2604,"R",0,"R",2604,"R",1668,"R",64,"R",3439,"R",0,"R",3439,"R",1237,"R",36
105534,"A",,"A",,"A",,"R",849,"Z",0,"R",849,"R",789,"R",93,"Z",0,"Z",0,"Z",0,"Z",0,"A",
105543,"A",,"A",,"A",,"R",522,"Z",0,"R",522,"R",490,"R",94,"Z",0,"Z",0,"Z",0,"Z",0,"A",
105589,"R",89,"R",237,"R",38,"R",69,"R",0,"R",69,"R",43,"R",62,"R",0,"R",0,"R",0,"R",0,"A",
105659,"A",,"A",,"A",,"R",155,"R",0,"R",155,"R",139,"R",90,"R",181,"R",0,"R",181,"R",132,"R",73
105668,"R",150,"R",6342,"R",2,"R",74,"R",0,"R",74,"R",37,"R",50,"R",99,"R",0,"R",99,"R",22,"R",22
105701,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",42,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"A",
105747,"R",885,"R",3816,"R",23,"R",385,"R",0,"R",385,"R",217,"R",56,"R",203,"R",0,"R",203,"R",67,"R",33
105792,"R",296,"R",2130,"R",14,"R",176,"R",0,"R",176,"R",96,"R",55,"R",166,"R",0,"R",166,"R",57,"R",34
105899,"R",68,"R",126,"R",54,"R",64,"R",1,"R",63,"R",46,"R",73,"R",0,"R",0,"R",0,"R",0,"A",
106041,"A",,"A",,"A",,"R",661,"R",0,"R",661,"R",514,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
106102,"A",,"A",,"A",,"R",2638,"R",0,"R",2638,"R",2258,"R",86,"R",0,"R",0,"R",0,"Z",0,"A",
106111,"A",,"A",,"A",,"R",25,"Z",0,"R",25,"R",20,"R",80,"R",25,"Z",0,"R",25,"R",10,"R",40
106148,"R",376,"R",2223,"R",17,"R",335,"R",0,"R",335,"R",183,"R",55,"R",404,"R",0,"R",404,"R",136,"R",34
106245,"R",620,"R",1893,"R",33,"R",814,"R",0,"R",814,"R",505,"R",62,"R",48,"R",0,"R",48,"R",13,"R",27
106281,"A",,"A",,"A",,"R",10,"Z",0,"R",10,"R",5,"R",50,"R",1,"Z",0,"R",1,"R",1,"R",100
106306,"R",326,"R",473,"R",69,"R",424,"R",0,"R",424,"R",143,"R",34,"Z",0,"R",0,"R",0,"Z",0,"A",
106315,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",10,"R",91,"R",2,"Z",0,"R",2,"R",2,"R",100
106324,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",20,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
106342,"R",109,"R",150,"R",73,"R",142,"R",0,"R",142,"R",99,"R",70,"Z",0,"Z",0,"Z",0,"Z",0,"A",
106351,"A",,"A",,"A",,"R",62,"R",0,"R",62,"R",50,"R",81,"R",5,"R",0,"R",5,"R",2,"R",40
106360,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",41,"R",73,"R",0,"R",0,"R",0,"R",0,"A",
106397,"R",2979,"R",4331,"R",69,"R",2879,"R",0,"R",2879,"R",2324,"R",81,"R",20,"R",0,"R",20,"R",11,"R",55
106412,"R",954,"R",1155,"R",83,"R",788,"R",0,"R",788,"R",476,"R",60,"R",31,"R",0,"R",31,"R",4,"R",13
106449,"R",783,"R",1790,"R",44,"R",766,"Z",0,"R",766,"R",471,"R",61,"R",116,"Z",0,"R",116,"R",50,"R",43
106458,"R",1752,"R",2742,"R",64,"R",1666,"R",0,"R",1666,"R",1138,"R",68,"R",67,"R",0,"R",67,"R",15,"R",22
106467,"R",1452,"R",1888,"R",77,"R",1352,"R",0,"R",1352,"R",919,"R",68,"R",29,"R",0,"R",29,"R",24,"R",83
106485,"R",666,"R",1330,"R",50,"R",506,"R",0,"R",506,"R",248,"R",49,"R",17,"R",0,"R",17,"R",7,"R",41
106494,"A",,"A",,"A",,"R",80,"R",0,"R",80,"R",67,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
106546,"R",35,"R",432,"R",8,"R",18,"R",0,"R",18,"R",6,"R",33,"R",13,"R",0,"R",13,"R",3,"R",23
106607,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",9,"R",82,"R",12,"R",0,"R",12,"R",2,"R",17
106625,"R",344,"R",535,"R",64,"R",435,"R",0,"R",435,"R",274,"R",63,"R",44,"R",0,"R",44,"R",19,"R",43
106704,"R",2075,"R",2672,"R",78,"R",1763,"Z",0,"R",1763,"R",1268,"R",72,"R",30,"Z",0,"R",30,"R",9,"R",30
106713,"R",104,"R",175,"R",59,"R",112,"Z",0,"R",112,"R",72,"R",64,"R",3,"Z",0,"R",3,"R",2,"R",67
106759,"A",,"A",,"A",,"P",7,"P",0,"P",7,"P",1,"P",14,"A",,"A",,"A",,"A",,"A",
106795,"R",134,"R",533,"R",25,"R",134,"R",1,"R",133,"R",78,"R",59,"R",69,"R",0,"R",69,"R",31,"R",45
106810,"R",62,"R",90,"R",69,"R",58,"R",0,"R",58,"R",34,"R",59,"R",1,"R",0,"R",1,"R",1,"R",100
106829,"R",75,"R",98,"R",77,"R",97,"R",0,"R",97,"R",58,"R",60,"R",12,"R",0,"R",12,"R",12,"R",100
106838,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",4,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
106883,"R",242,"R",448,"R",54,"R",247,"Z",0,"R",247,"R",134,"R",54,"R",31,"Z",0,"R",31,"R",11,"R",35
106980,"R",358,"R",683,"R",52,"R",307,"R",0,"R",307,"R",180,"R",59,"R",129,"R",0,"R",129,"R",51,"R",40
106999,"R",203,"R",341,"R",60,"R",202,"R",0,"R",202,"R",100,"R",50,"R",93,"R",0,"R",93,"R",52,"R",56
107044,"R",981,"R",1176,"R",83,"R",960,"Z",0,"R",960,"R",790,"R",82,"R",5,"Z",0,"R",5,"R",1,"R",20
107071,"R",727,"R",1011,"R",72,"R",786,"R",3,"R",783,"R",435,"R",56,"R",17,"R",0,"R",17,"R",2,"R",12
107080,"R",433,"R",447,"R",97,"R",371,"R",0,"R",371,"R",315,"R",85,"R",0,"Z",0,"R",0,"Z",0,"A",
107099,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",4,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
107123,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",42,"R",98,"R",0,"R",0,"R",0,"R",0,"A",
107141,"R",310,"R",510,"R",61,"R",361,"R",0,"R",361,"R",286,"R",79,"R",2,"R",0,"R",2,"R",0,"R",0
107211,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",11,"R",65,"R",0,"R",0,"R",0,"R",0,"A",
107220,"A",,"A",,"A",,"R",38,"R",1,"R",37,"R",21,"R",57,"R",37,"R",0,"R",37,"R",37,"R",100
107275,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",6,"R",75,"Z",0,"Z",0,"Z",0,"Z",0,"A",
107293,"A",,"A",,"A",,"R",23,"Z",0,"R",23,"R",23,"R",100,"Z",0,"Z",0,"Z",0,"R",0,"A",
107318,"R",171,"R",715,"R",24,"R",150,"R",0,"R",150,"R",63,"R",42,"R",139,"R",1,"R",138,"R",42,"R",30
107327,"R",245,"R",605,"R",40,"R",286,"R",0,"R",286,"R",142,"R",50,"R",77,"R",0,"R",77,"R",37,"R",48
107363,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",13,"R",93,"R",5,"R",0,"R",5,"R",5,"R",100
107442,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",19,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
107460,"R",426,"R",631,"R",68,"R",412,"R",1,"R",411,"R",284,"R",69,"R",43,"R",0,"R",43,"R",19,"R",44
107488,"R",195,"R",256,"R",76,"R",196,"R",0,"R",196,"R",59,"R",30,"R",73,"R",0,"R",73,"R",3,"R",4
107512,"R",404,"R",465,"R",87,"R",372,"R",0,"R",372,"R",276,"R",74,"R",0,"R",0,"R",0,"R",0,"A",
107521,"R",163,"R",363,"R",45,"R",155,"R",0,"R",155,"R",78,"R",50,"R",27,"R",0,"R",27,"R",12,"R",44
107549,"R",187,"R",530,"R",35,"R",237,"Z",0,"R",237,"R",131,"R",55,"R",204,"Z",0,"R",204,"R",54,"R",26
107558,"R",195,"R",222,"R",88,"R",178,"R",0,"R",178,"R",131,"R",74,"R",0,"R",0,"R",0,"R",0,"A",
107585,"R",473,"R",863,"R",55,"R",483,"R",1,"R",482,"R",245,"R",51,"R",71,"R",0,"R",71,"R",35,"R",49
107600,"R",140,"R",214,"R",65,"R",130,"R",0,"R",130,"R",85,"R",65,"R",6,"R",0,"R",6,"R",0,"R",0
107619,"R",142,"R",383,"R",37,"R",124,"R",0,"R",124,"R",72,"R",58,"R",38,"R",0,"R",38,"R",14,"R",37
107637,"R",295,"R",700,"R",42,"R",215,"R",0,"R",215,"R",140,"R",65,"R",49,"R",0,"R",49,"R",17,"R",35
107655,"A",,"A",,"A",,"R",43,"Z",0,"R",43,"R",40,"R",93,"R",28,"Z",0,"R",28,"R",4,"R",14
107664,"R",812,"R",2201,"R",37,"R",892,"R",0,"R",892,"R",484,"R",54,"R",386,"R",0,"R",386,"R",176,"R",46
107725,"R",167,"R",254,"R",66,"R",217,"R",9,"R",208,"R",135,"R",65,"R",106,"R",2,"R",104,"R",21,"R",20
107743,"R",120,"R",223,"R",54,"R",115,"R",0,"R",115,"R",53,"R",46,"R",22,"R",0,"R",22,"R",9,"R",41
107789,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",17,"R",81,"R",19,"R",0,"R",19,"R",19,"R",100
107831,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",11,"R",73,"R",30,"R",0,"R",30,"R",7,"R",23
107877,"R",143,"R",217,"R",66,"R",132,"R",0,"R",132,"R",80,"R",61,"R",0,"R",0,"R",0,"Z",0,"A",
107974,"R",165,"R",737,"R",22,"R",140,"Z",0,"R",140,"R",70,"R",50,"R",50,"Z",0,"R",50,"R",12,"R",24
107983,"R",624,"R",865,"R",72,"R",528,"Z",0,"R",528,"R",298,"R",56,"R",9,"Z",0,"R",9,"R",4,"R",44
107992,"R",211,"R",462,"R",46,"R",196,"R",0,"R",196,"R",109,"R",56,"R",20,"R",0,"R",20,"R",6,"R",30
108065,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",6,"R",86,"R",7,"R",0,"R",7,"R",7,"R",100
108092,"R",1191,"R",1641,"R",73,"R",572,"R",0,"R",572,"R",339,"R",59,"R",35,"R",0,"R",35,"R",10,"R",29
108199,"R",806,"R",995,"R",81,"R",806,"R",0,"R",806,"R",698,"R",87,"R",189,"R",0,"R",189,"R",102,"R",54
108232,"R",832,"R",2719,"R",31,"R",804,"R",0,"R",804,"R",479,"R",60,"R",361,"R",0,"R",361,"R",131,"R",36
108250,"R",140,"R",164,"R",85,"R",103,"R",5,"R",98,"R",55,"R",56,"R",9,"R",0,"R",9,"R",1,"R",11
108348,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",38,"R",79,"R",0,"R",0,"R",0,"R",0,"A",
108649,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",19,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
108667,"R",241,"R",3026,"R",8,"R",233,"R",0,"R",233,"R",117,"R",50,"R",555,"R",0,"R",555,"R",146,"R",26
108807,"R",968,"R",3523,"R",27,"R",802,"R",0,"R",802,"R",598,"R",75,"R",1004,"R",0,"R",1004,"R",360,"R",36
108852,"R",44,"R",80,"R",55,"R",83,"R",0,"R",83,"R",48,"R",58,"R",0,"R",0,"R",0,"R",0,"A",
108977,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",22,"R",92,"R",0,"R",0,"R",0,"R",0,"A",
109013,"R",0,"R",0,"A",,"R",95,"R",0,"R",95,"R",88,"R",93,"R",28,"R",0,"R",28,"R",25,"R",89
109040,"A",,"A",,"A",,"R",1019,"R",0,"R",1019,"R",937,"R",92,"R",0,"R",0,"R",0,"R",0,"A",
109086,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
109208,"R",1960,"R",11014,"R",18,"R",1636,"R",0,"R",1636,"R",1020,"R",62,"R",2776,"R",0,"R",2776,"R",910,"R",33
