unitid,"xbarevct",barevct,"xbaexclu",baexclu,"xbaac150",baac150,"xbanc100",banc100,"xbagr100",bagr100,"xbanc150",banc150,"xbagr150",bagr150,"xbaaexcl",baaexcl,"xbaac200",baac200,"xbanc20a",banc200a,"xbanc200",banc200,"xbagr200",bagr200,"xl4revct",l4revct,"xl4exclu",l4exclu,"xl4ac150",l4ac150,"xl4nc100",l4nc100,"xl4gr100",l4gr100,"xl4nc150",l4nc150,"xl4gr150",l4gr150,"xl4aexcl",l4aexcl,"xl4ac200",l4ac200,"xl4nc20a",l4nc200a,"xl4nc200",l4nc200,"xl4gr200",l4gr200
161837,"R",6,"R",0,"R",6,"Z",0,"R",0,"R",1,"R",17,"R",0,"R",6,"R",0,"R",1,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
161855,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",86,"R",80,"R",86,"R",80,"R",0,"R",108,"R",0,"R",86,"R",80
161864,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",559,"R",0,"R",559,"R",9,"R",2,"R",17,"R",3,"R",0,"R",559,"R",18,"R",35,"R",6
161882,"R",79,"R",0,"R",79,"Z",0,"R",0,"R",18,"R",23,"R",0,"R",79,"R",28,"R",46,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162007,"R",361,"R",0,"R",361,"R",47,"R",13,"R",133,"R",37,"R",0,"R",361,"R",16,"R",149,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162061,"R",62,"R",1,"R",61,"R",10,"R",16,"R",25,"R",41,"R",0,"R",61,"R",0,"R",25,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162104,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",191,"R",0,"R",191,"R",3,"R",2,"R",14,"R",7,"Z",0,"R",191,"R",4,"R",18,"R",9
162122,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",649,"R",0,"R",649,"R",21,"R",3,"R",104,"R",16,"R",0,"R",649,"R",42,"R",146,"R",22
162168,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",237,"R",0,"R",237,"R",11,"R",5,"R",29,"R",12,"R",0,"R",237,"R",14,"R",43,"R",18
162210,"R",155,"R",0,"R",155,"R",22,"R",14,"R",42,"R",27,"Z",0,"R",155,"R",3,"R",45,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162283,"R",417,"R",0,"R",417,"R",20,"R",5,"R",76,"R",18,"R",0,"R",417,"R",18,"R",94,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",62,"R",0,"R",62,"R",0,"R",0,"R",55,"R",89,"R",0,"R",62,"R",7,"R",62,"R",100
162371,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",400,"R",2,"R",398,"R",25,"R",6,"R",230,"R",58,"R",0,"R",398,"R",10,"R",240,"R",60
162557,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",650,"R",0,"R",650,"R",67,"R",10,"R",138,"R",21,"Z",0,"R",650,"R",39,"R",177,"R",27
162584,"R",1028,"R",0,"R",1028,"R",199,"R",19,"R",483,"R",47,"R",0,"R",1028,"R",17,"R",500,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162609,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",133,"R",0,"R",133,"R",21,"R",16,"R",35,"R",26,"R",1,"R",132,"R",0,"R",35,"R",27
162654,"R",365,"R",0,"R",365,"R",227,"R",62,"R",258,"R",71,"Z",0,"R",365,"R",2,"R",260,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162690,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",393,"R",0,"R",393,"R",35,"R",9,"R",89,"R",23,"Z",0,"R",393,"R",34,"R",123,"R",31
162706,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",919,"R",1,"R",918,"R",49,"R",5,"R",151,"R",16,"R",3,"R",915,"R",0,"R",151,"R",17
162760,"R",131,"R",0,"R",131,"R",90,"R",69,"R",95,"R",73,"R",0,"R",131,"R",1,"R",96,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162779,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",787,"R",0,"R",787,"R",28,"R",4,"R",83,"R",11,"R",0,"R",787,"R",41,"R",124,"R",16
162830,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",0,"R",0,"R",38,"R",62,"R",0,"R",61,"R",19,"R",57,"R",93
162928,"R",1065,"R",1,"R",1064,"R",874,"R",82,"R",981,"R",92,"R",0,"R",1064,"R",12,"R",993,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
162982,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",10,"R",91,"R",10,"R",91,"R",0,"R",11,"R",0,"R",10,"R",91
163028,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1472,"R",0,"R",1472,"R",675,"R",46,"R",816,"R",55,"R",0,"R",1472,"R",0,"R",816,"R",55
163046,"R",910,"R",1,"R",909,"R",699,"R",77,"R",734,"R",81,"R",0,"R",909,"R",0,"R",734,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163107,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",27,"R",93,"R",27,"R",93,"R",0,"R",29,"R",0,"R",27,"R",93
163204,"R",50,"R",0,"R",50,"R",10,"R",20,"R",13,"R",26,"R",0,"R",50,"R",1,"R",14,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163268,"R",1307,"R",0,"R",1307,"R",362,"R",28,"R",733,"R",56,"R",3,"R",1304,"R",47,"R",780,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163286,"R",3936,"R",7,"R",3929,"R",2141,"R",54,"R",3106,"R",79,"R",-4,"R",3933,"R",93,"R",3199,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163295,"R",298,"R",0,"R",298,"R",172,"R",58,"R",198,"R",66,"R",0,"R",298,"R",4,"R",202,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163338,"R",780,"R",0,"R",780,"R",148,"R",19,"R",262,"R",34,"R",0,"R",780,"R",20,"R",282,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163347,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",568,"R",0,"R",568,"R",217,"R",38,"R",306,"R",54,"R",0,"R",568,"R",0,"R",306,"R",54
163408,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",31,"R",51,"R",31,"R",51,"R",0,"R",61,"R",0,"R",31,"R",51
163426,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1734,"R",0,"R",1734,"R",108,"R",6,"R",215,"R",12,"R",0,"R",1734,"R",125,"R",340,"R",20
163453,"R",1107,"R",0,"R",1107,"R",204,"R",18,"R",447,"R",40,"R",0,"R",1107,"R",51,"R",498,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163462,"R",383,"R",0,"R",383,"R",255,"R",67,"R",261,"R",68,"R",0,"R",383,"R",0,"R",261,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163532,"R",58,"R",0,"R",58,"R",14,"R",24,"R",16,"R",28,"Z",0,"R",58,"R",0,"R",16,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163541,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",139,"R",0,"R",139,"R",70,"R",50,"R",70,"R",50,"R",0,"R",139,"R",0,"R",70,"R",50
163578,"R",165,"R",0,"R",165,"R",85,"R",52,"R",102,"R",62,"R",0,"R",165,"R",1,"R",103,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163657,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",573,"R",0,"R",573,"R",19,"R",3,"R",21,"R",4,"R",0,"R",573,"R",30,"R",51,"R",9
163736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",713,"R",3,"R",710,"R",521,"R",73,"R",559,"R",79,"R",5,"R",705,"R",5,"R",564,"R",80
163754,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",0,"R",0,"R",20,"R",80,"R",0,"R",25,"R",0,"R",20,"R",80
163815,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",34,"R",76,"R",34,"R",76,"R",0,"R",45,"R",0,"R",34,"R",76
163851,"R",940,"R",1,"R",939,"R",488,"R",52,"R",656,"R",70,"R",1,"R",938,"R",10,"R",666,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163912,"R",376,"R",1,"R",375,"R",262,"R",70,"R",301,"R",80,"R",0,"R",375,"R",2,"R",303,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163921,"R",84,"R",0,"R",84,"R",11,"R",13,"R",13,"R",15,"Z",0,"R",84,"R",2,"R",15,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
163976,"R",137,"R",0,"R",137,"R",86,"R",63,"R",93,"R",68,"R",0,"R",137,"R",0,"R",93,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164058,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",792,"R",7,"R",785,"R",329,"R",42,"R",481,"R",61,"R",0,"R",785,"R",2,"R",483,"R",62
164076,"R",1981,"R",0,"R",1981,"R",630,"R",32,"R",1260,"R",64,"Z",0,"R",1981,"R",52,"R",1312,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",142,"R",0,"R",142,"R",5,"R",4,"R",57,"R",40,"R",0,"R",142,"R",0,"R",57,"R",40
164155,"R",1148,"R",2,"R",1146,"R",995,"R",87,"R",999,"R",87,"R",0,"R",1146,"R",0,"R",999,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164173,"R",425,"R",0,"R",425,"R",220,"R",52,"R",264,"R",62,"R",0,"R",425,"R",8,"R",272,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164207,"R",30,"R",1,"R",29,"R",6,"R",21,"R",14,"R",48,"R",0,"R",29,"R",0,"R",14,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164216,"R",374,"R",0,"R",374,"R",255,"R",68,"R",269,"R",72,"R",0,"R",374,"R",4,"R",273,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164270,"R",442,"R",0,"R",442,"R",293,"R",66,"R",320,"R",72,"R",0,"R",442,"R",5,"R",325,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164313,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",292,"R",0,"R",292,"R",17,"R",6,"R",34,"R",12,"R",0,"R",292,"R",9,"R",43,"R",15
164447,"R",239,"R",0,"R",239,"R",112,"R",47,"R",127,"R",53,"R",0,"R",239,"R",2,"R",129,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164465,"R",434,"R",0,"R",434,"R",382,"R",88,"R",415,"R",96,"Z",0,"R",434,"R",1,"R",416,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164492,"R",149,"R",0,"R",149,"R",81,"R",54,"R",94,"R",63,"R",0,"R",149,"R",0,"R",94,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164562,"R",593,"R",0,"R",593,"R",409,"R",69,"R",417,"R",70,"R",0,"R",593,"R",1,"R",418,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164571,"R",75,"R",0,"R",75,"R",20,"R",27,"R",21,"R",28,"R",0,"R",75,"R",9,"R",30,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164580,"R",430,"R",0,"R",430,"R",368,"R",86,"R",375,"R",87,"R",0,"R",430,"R",0,"R",375,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164599,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",27,"R",90,"R",27,"R",90,"R",0,"R",30,"R",0,"R",27,"R",90
164614,"R",25,"R",4,"R",21,"R",8,"R",38,"R",10,"R",48,"R",0,"R",21,"R",1,"R",11,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164632,"R",129,"R",0,"R",129,"R",58,"R",45,"R",63,"R",49,"Z",0,"R",129,"R",2,"R",65,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164641,"R",194,"R",0,"R",194,"R",59,"R",30,"R",91,"R",47,"R",0,"R",194,"R",27,"R",118,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164678,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",209,"R",0,"R",209,"R",147,"R",70,"R",147,"R",70,"R",0,"R",209,"R",33,"R",180,"R",86
164720,"R",140,"R",0,"R",140,"R",51,"R",36,"R",73,"R",52,"R",0,"R",140,"R",1,"R",74,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164739,"R",925,"R",0,"R",925,"R",677,"R",73,"R",773,"R",84,"R",0,"R",925,"R",9,"R",782,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164748,"R",562,"R",0,"R",562,"R",227,"R",40,"R",290,"R",52,"R",0,"R",562,"R",16,"R",306,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164775,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",308,"R",0,"R",308,"R",23,"R",7,"R",61,"R",20,"R",0,"R",308,"R",21,"R",82,"R",27
164845,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",204,"R",0,"R",204,"R",9,"R",4,"R",143,"R",70,"R",0,"R",204,"R",1,"R",144,"R",71
164924,"R",2139,"R",1,"R",2138,"R",1883,"R",88,"R",1940,"R",91,"R",0,"R",2138,"R",4,"R",1944,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164933,"R",137,"R",0,"R",137,"R",64,"R",47,"R",64,"R",47,"R",0,"R",137,"R",0,"R",64,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164988,"R",4131,"R",0,"R",4131,"R",2894,"R",70,"R",3357,"R",81,"R",0,"R",4131,"R",9,"R",3366,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165015,"R",860,"R",2,"R",858,"R",714,"R",83,"R",756,"R",88,"R",0,"R",858,"R",3,"R",759,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165024,"R",1244,"R",0,"R",1244,"R",290,"R",23,"R",630,"R",51,"R",0,"R",1244,"R",29,"R",659,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165033,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1254,"R",1,"R",1253,"R",73,"R",6,"R",251,"R",20,"R",0,"R",1253,"R",55,"R",306,"R",24
165060,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"Z",0,"R",0,"R",29,"R",100,"Z",0,"R",29,"R",0,"R",29,"R",100
165112,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",764,"R",0,"R",764,"R",33,"R",4,"R",83,"R",11,"R",0,"R",764,"R",35,"R",118,"R",15
165149,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",0,"R",0,"R",3,"R",12,"R",0,"R",26,"R",1,"R",4,"R",15
165167,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",5,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",479,"R",0,"R",479,"R",51,"R",11,"R",84,"R",18,"R",0,"R",479,"R",32,"R",116,"R",24
165255,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",97,"R",0,"R",97,"R",84,"R",87,"R",84,"R",87,"R",0,"R",97,"R",0,"R",84,"R",87
165264,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
165334,"R",497,"R",0,"R",497,"R",315,"R",63,"R",356,"R",72,"R",0,"R",497,"R",1,"R",357,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165529,"R",438,"R",4,"R",434,"R",156,"R",36,"R",194,"R",45,"R",0,"R",434,"R",6,"R",200,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165556,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",404,"R",0,"R",404,"R",261,"R",65,"R",290,"R",72,"Z",0,"R",404,"R",0,"R",290,"R",72
165574,"R",16,"R",0,"R",16,"R",13,"R",81,"R",13,"R",81,"R",0,"R",16,"R",0,"R",13,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165608,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",28,"R",85,"R",28,"R",85,"R",0,"R",33,"R",1,"R",29,"R",88
165635,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",65,"R",1,"R",64,"R",40,"R",63,"R",45,"R",70,"R",0,"R",64,"R",1,"R",46,"R",72
165644,"R",193,"R",0,"R",193,"R",81,"R",42,"R",89,"R",46,"R",0,"R",193,"R",2,"R",91,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165662,"R",642,"R",1,"R",641,"R",461,"R",72,"R",473,"R",74,"R",0,"R",641,"R",2,"R",475,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165671,"R",165,"R",0,"R",165,"R",82,"R",50,"R",95,"R",58,"R",0,"R",165,"R",3,"R",98,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165680,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",9,"R",8,"R",96,"R",83,"R",0,"R",115,"R",1,"R",97,"R",84
165699,"R",394,"R",0,"R",394,"R",192,"R",49,"R",207,"R",53,"R",0,"R",394,"R",3,"R",210,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165750,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",92,"R",0,"R",92,"R",0,"R",0,"R",18,"R",20,"R",0,"R",92,"R",74,"R",92,"R",100
165820,"R",448,"R",0,"R",448,"R",119,"R",27,"R",231,"R",52,"Z",0,"R",448,"R",17,"R",248,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165866,"R",615,"R",3,"R",612,"R",153,"R",25,"R",307,"R",50,"R",0,"R",612,"R",5,"R",312,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165936,"R",411,"R",0,"R",411,"R",233,"R",57,"R",294,"R",72,"R",0,"R",411,"R",7,"R",301,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165981,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",287,"R",0,"R",287,"R",17,"R",6,"R",59,"R",21,"R",0,"R",287,"R",14,"R",73,"R",25
166009,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",220,"R",0,"R",220,"R",197,"R",90,"R",197,"R",90,"R",0,"R",220,"R",0,"R",197,"R",90
166018,"R",303,"R",0,"R",303,"R",142,"R",47,"R",190,"R",63,"R",0,"R",303,"R",3,"R",193,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166027,"R",1640,"R",2,"R",1638,"R",1431,"R",87,"R",1604,"R",98,"R",1,"R",1637,"R",6,"R",1610,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166054,"R",12,"R",0,"R",12,"Z",0,"R",0,"R",11,"R",92,"R",0,"R",12,"R",0,"R",11,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166063,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",13,"R",24,"R",41,"R",76,"R",0,"R",54,"R",2,"R",43,"R",80
166124,"R",706,"R",0,"R",706,"R",626,"R",89,"R",646,"R",92,"R",0,"R",706,"R",2,"R",648,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166133,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1125,"R",0,"R",1125,"R",65,"R",6,"R",221,"R",20,"R",0,"R",1125,"R",54,"R",275,"R",24
166276,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",237,"R",0,"R",237,"R",14,"R",6,"R",74,"R",31,"R",0,"R",237,"R",19,"R",93,"R",39
166294,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",8,"R",80,"R",10,"R",100,"R",0,"R",10,"R",0,"R",10,"R",100
166319,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",51,"R",88,"R",52,"R",90,"Z",0,"R",58,"R",2,"R",54,"R",93
166328,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",69,"R",0,"R",69,"R",53,"R",77,"R",61,"R",88,"R",0,"R",69,"R",6,"R",67,"R",97
166391,"R",270,"R",0,"R",270,"R",125,"R",46,"R",137,"R",51,"R",0,"R",270,"R",3,"R",140,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166407,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",0,"R",0,"R",1,"R",100,"R",0,"R",1,"R",0,"R",1,"R",100
166452,"R",217,"R",0,"R",217,"R",73,"R",34,"R",105,"R",48,"R",0,"R",217,"R",4,"R",109,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166498,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",4,"R",15,"R",19,"R",73,"R",0,"R",26,"R",3,"R",22,"R",85
166513,"R",996,"R",0,"R",996,"R",299,"R",30,"R",458,"R",46,"R",0,"R",996,"R",44,"R",502,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166586,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",3,"R",11,"R",21,"R",78,"R",0,"R",27,"R",2,"R",23,"R",85
166595,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",3,"R",9,"R",27,"R",84,"R",0,"R",32,"R",5,"R",32,"R",100
166601,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",96,"R",0,"R",96,"R",40,"R",42,"R",50,"R",52,"R",0,"R",96,"R",2,"R",52,"R",54
166629,"R",3693,"R",3,"R",3690,"R",1768,"R",48,"R",2423,"R",66,"R",1,"R",3689,"R",77,"R",2500,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
