UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4NC200,L4NC200,XL4GR200,L4GR200 
163754,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",6,"R",18,"R",20,"R",61,"R",0,"R",33,"R",0,"R",20,"R",61
163815,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",32,"R",91,"R",32,"R",91,"R",0,"R",35,"R",0,"R",32,"R",91
163851,"R",908,"R",0,"R",908,"R",417,"R",46,"R",627,"R",69,"R",2,"R",906,"R",12,"R",639,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
163912,"R",425,"R",0,"R",425,"R",286,"R",67,"R",320,"R",75,"R",0,"R",425,"R",2,"R",322,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
163921,"R",93,"R",0,"R",93,"R",14,"R",15,"R",19,"R",20,"Z",0,"R",93,"R",5,"R",24,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
163976,"R",124,"R",0,"R",124,"R",71,"R",57,"R",88,"R",71,"R",0,"R",124,"R",2,"R",90,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164058,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",501,"R",2,"R",499,"R",299,"R",60,"R",322,"R",65,"R",4,"R",495,"R",5,"R",327,"R",66
164076,"R",2198,"R",0,"R",2198,"R",815,"R",37,"R",1454,"R",66,"R",0,"R",2198,"R",46,"R",1500,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",118,"R",0,"R",118,"R",10,"R",8,"R",90,"R",76,"R",0,"R",118,"R",0,"R",90,"R",76
164155,"R",1155,"R",1,"R",1154,"R",991,"R",86,"R",993,"R",86,"R",0,"R",1154,"R",0,"R",993,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164173,"R",487,"R",0,"R",487,"R",281,"R",58,"R",322,"R",66,"R",0,"R",487,"R",6,"R",328,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164207,"R",30,"R",0,"R",30,"R",5,"R",17,"R",13,"R",43,"R",0,"R",30,"R",0,"R",13,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164216,"R",368,"R",0,"R",368,"R",276,"R",75,"R",294,"R",80,"R",0,"R",368,"R",1,"R",295,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164270,"R",440,"R",0,"R",440,"R",307,"R",70,"R",320,"R",73,"Z",0,"R",440,"R",3,"R",323,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164313,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",392,"R",0,"R",392,"R",25,"R",6,"R",57,"R",15,"R",0,"R",392,"R",17,"R",74,"R",19
164447,"R",256,"R",0,"R",256,"R",55,"R",21,"R",84,"R",33,"Z",0,"R",256,"R",2,"R",86,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164465,"R",409,"R",0,"R",409,"R",346,"R",85,"R",387,"R",95,"R",0,"R",409,"R",4,"R",391,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164492,"R",159,"R",0,"R",159,"R",72,"R",45,"R",90,"R",57,"R",0,"R",159,"R",0,"R",90,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164562,"R",618,"R",0,"R",618,"R",451,"R",73,"R",465,"R",75,"R",0,"R",618,"R",3,"R",468,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164571,"R",76,"R",0,"R",76,"R",24,"R",32,"R",31,"R",41,"R",0,"R",76,"R",6,"R",37,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164580,"R",402,"R",0,"R",402,"R",338,"R",84,"R",353,"R",88,"R",0,"R",402,"R",1,"R",354,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164599,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",29,"R",81,"R",33,"R",92,"R",0,"R",36,"R",3,"R",36,"R",100
164614,"R",29,"R",0,"R",29,"R",15,"R",52,"R",16,"R",55,"Z",0,"R",29,"R",2,"R",18,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164632,"R",180,"R",0,"R",180,"R",90,"R",50,"R",98,"R",54,"Z",0,"R",180,"R",4,"R",102,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164641,"R",470,"R",0,"R",470,"R",346,"R",74,"R",346,"R",74,"Z",0,"R",470,"R",0,"R",346,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164678,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",60,"R",78,"R",68,"R",88,"R",2,"R",75,"R",2,"R",70,"R",93
164720,"R",166,"R",0,"R",166,"R",40,"R",24,"R",54,"R",33,"R",0,"R",166,"R",3,"R",57,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164739,"R",908,"R",0,"R",908,"R",665,"R",73,"R",747,"R",82,"Z",0,"R",908,"R",19,"R",766,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164748,"R",645,"R",0,"R",645,"R",203,"R",31,"R",305,"R",47,"R",0,"R",645,"R",23,"R",328,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164775,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",317,"R",0,"R",317,"R",25,"R",8,"R",58,"R",18,"R",0,"R",317,"R",1,"R",59,"R",19
164845,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",256,"R",0,"R",256,"R",3,"R",1,"R",134,"R",52,"R",0,"R",256,"R",0,"R",134,"R",52
164872,"R",46,"R",0,"R",46,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",46,"R",12,"R",12,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164924,"R",2210,"R",2,"R",2208,"R",1934,"R",88,"R",2000,"R",91,"R",0,"R",2208,"R",11,"R",2011,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164933,"R",119,"R",0,"R",119,"R",74,"R",62,"R",77,"R",65,"R",0,"R",119,"R",0,"R",77,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
164988,"R",4560,"R",0,"R",4560,"R",3386,"R",74,"R",3650,"R",80,"R",0,"R",4560,"R",28,"R",3678,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165015,"R",837,"R",0,"R",837,"R",708,"R",85,"R",746,"R",89,"R",0,"R",837,"R",2,"R",748,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165024,"R",1272,"R",0,"R",1272,"R",277,"R",22,"R",647,"R",51,"R",0,"R",1272,"R",53,"R",700,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165033,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1092,"R",3,"R",1089,"R",57,"R",5,"R",155,"R",14,"R",0,"R",1089,"R",82,"R",237,"R",22
165060,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",7,"R",70,"R",7,"R",70,"R",0,"R",10,"R",1,"R",8,"R",80
165112,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",656,"R",0,"R",656,"R",33,"R",5,"R",82,"R",13,"R",0,"R",656,"R",32,"R",114,"R",17
165167,"R",6,"R",0,"R",6,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",422,"R",0,"R",422,"R",10,"R",2,"R",39,"R",9,"R",0,"R",422,"R",34,"R",73,"R",17
165255,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",66,"R",0,"R",66,"R",0,"R",0,"R",59,"R",89,"R",0,"R",66,"R",0,"R",59,"R",89
165334,"R",576,"R",0,"R",576,"R",387,"R",67,"R",418,"R",73,"R",0,"R",576,"R",4,"R",422,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165529,"R",453,"R",0,"R",453,"R",190,"R",42,"R",237,"R",52,"R",0,"R",453,"R",1,"R",238,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165556,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",296,"R",0,"R",296,"R",31,"R",10,"R",173,"R",58,"R",0,"R",296,"R",18,"R",191,"R",65
165574,"R",31,"R",0,"R",31,"R",15,"R",48,"R",16,"R",52,"R",0,"R",31,"R",0,"R",16,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165608,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",18,"R",62,"R",18,"R",62,"R",0,"R",29,"R",4,"R",22,"R",76
165635,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",141,"R",0,"R",141,"R",77,"R",55,"R",85,"R",60,"R",0,"R",141,"R",0,"R",85,"R",60
165644,"R",173,"R",0,"R",173,"R",94,"R",54,"R",106,"R",61,"R",0,"R",173,"R",4,"R",110,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165662,"R",656,"R",0,"R",656,"R",473,"R",72,"R",500,"R",76,"R",0,"R",656,"R",0,"R",500,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165671,"R",322,"R",0,"R",322,"R",179,"R",56,"R",199,"R",62,"R",0,"R",322,"R",5,"R",204,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165680,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",1,"R",1,"R",65,"R",84,"R",0,"R",77,"R",0,"R",65,"R",84
165699,"R",474,"R",0,"R",474,"R",298,"R",63,"R",316,"R",67,"R",0,"R",474,"R",0,"R",316,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165750,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",142,"R",3,"R",139,"R",38,"R",27,"R",72,"R",52,"R",0,"R",139,"R",0,"R",72,"R",52
165802,"R",16,"R",0,"R",16,"R",10,"R",63,"R",13,"R",81,"R",0,"R",16,"R",1,"R",14,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165820,"R",496,"R",0,"R",496,"R",119,"R",24,"R",251,"R",51,"Z",0,"R",496,"R",8,"R",259,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165866,"R",718,"R",2,"R",716,"R",193,"R",27,"R",352,"R",49,"R",0,"R",716,"R",16,"R",368,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165936,"R",400,"R",0,"R",400,"R",248,"R",62,"R",299,"R",75,"Z",0,"R",400,"R",53,"R",352,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
165981,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",183,"R",0,"R",183,"R",9,"R",5,"R",33,"R",18,"R",0,"R",183,"R",8,"R",41,"R",22
166009,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",125,"R",0,"R",125,"R",106,"R",85,"R",106,"R",85,"R",0,"R",125,"R",0,"R",106,"R",85
166018,"R",302,"R",2,"R",300,"R",159,"R",53,"R",202,"R",67,"R",1,"R",299,"R",2,"R",204,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166027,"R",1620,"R",1,"R",1619,"R",1422,"R",88,"R",1580,"R",98,"Z",0,"R",1619,"R",10,"R",1590,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166054,"R",17,"R",0,"R",17,"R",14,"R",82,"R",14,"R",82,"R",0,"R",17,"R",0,"R",14,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166063,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",6,"R",13,"R",35,"R",74,"R",0,"R",47,"R",4,"R",39,"R",83
166124,"R",700,"R",31,"R",669,"R",644,"R",96,"R",656,"R",98,"R",0,"R",669,"R",0,"R",656,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166133,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1267,"R",0,"R",1267,"R",87,"R",7,"R",290,"R",23,"R",0,"R",1267,"R",64,"R",354,"R",28
166276,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",1,"R",1,"R",35,"R",41,"R",0,"R",85,"R",0,"R",35,"R",41
166294,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",0,"R",0,"R",47,"R",98,"R",0,"R",48,"R",1,"R",48,"R",100
166319,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",84,"R",0,"R",84,"R",4,"R",5,"R",80,"R",95,"R",0,"R",84,"R",1,"R",81,"R",96
166328,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",35,"R",85,"R",40,"R",98,"R",0,"R",41,"R",1,"R",41,"R",100
166391,"R",313,"R",0,"R",313,"R",121,"R",39,"R",143,"R",46,"R",0,"R",313,"R",5,"R",148,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166407,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",100,"R",0,"R",1,"R",0,"R",1,"R",100
166452,"R",206,"R",0,"R",206,"R",79,"R",38,"R",104,"R",50,"R",0,"R",206,"R",4,"R",108,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166489,"R",4,"R",0,"R",4,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166498,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",1,"R",29,"R",2,"R",7,"R",24,"R",83,"R",0,"R",29,"R",0,"R",24,"R",83
166513,"R",1013,"R",0,"R",1013,"R",289,"R",29,"R",514,"R",51,"Z",0,"R",1013,"R",15,"R",529,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166586,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",1,"R",25,"R",2,"R",8,"R",18,"R",72,"R",0,"R",25,"R",5,"R",23,"R",92
166595,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",4,"R",11,"R",28,"R",76,"R",0,"R",37,"R",1,"R",29,"R",78
166601,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",123,"R",0,"R",123,"R",42,"R",34,"R",48,"R",39,"R",0,"R",123,"R",9,"R",57,"R",46
166629,"R",3294,"R",9,"R",3285,"R",1682,"R",51,"R",2267,"R",69,"R",1,"R",3284,"R",56,"R",2323,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166638,"R",479,"R",4,"R",475,"R",64,"R",13,"R",158,"R",33,"R",0,"R",475,"R",20,"R",178,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166647,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",643,"R",0,"R",643,"R",56,"R",9,"R",97,"R",15,"R",0,"R",643,"R",20,"R",117,"R",18
166656,"R",64,"R",0,"R",64,"R",41,"R",64,"R",43,"R",67,"R",0,"R",64,"R",0,"R",43,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166674,"R",217,"R",0,"R",217,"R",104,"R",48,"R",140,"R",65,"Z",0,"R",217,"R",4,"R",144,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166683,"R",977,"R",0,"R",977,"R",806,"R",83,"R",914,"R",94,"R",0,"R",977,"R",14,"R",928,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166692,"R",220,"R",0,"R",220,"R",89,"R",40,"R",120,"R",55,"Z",0,"R",220,"R",21,"R",141,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166805,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",0,"R",0,"R",11,"R",73,"R",0,"R",15,"R",0,"R",11,"R",73
166823,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1152,"R",1,"R",1151,"R",33,"R",3,"R",133,"R",12,"R",0,"R",1151,"R",73,"R",206,"R",18
166850,"R",501,"R",0,"R",501,"R",264,"R",53,"R",357,"R",71,"R",0,"R",501,"R",3,"R",360,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166887,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1327,"R",1,"R",1326,"R",40,"R",3,"R",179,"R",14,"R",0,"R",1326,"R",66,"R",245,"R",18
166911,"R",106,"R",0,"R",106,"R",30,"R",28,"R",42,"R",40,"R",0,"R",106,"R",0,"R",42,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166939,"R",576,"R",0,"R",576,"R",454,"R",79,"R",475,"R",82,"R",0,"R",576,"R",3,"R",478,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166948,"R",356,"R",0,"R",356,"R",76,"R",21,"R",128,"R",36,"R",0,"R",356,"R",0,"R",128,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
166957,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",616,"R",1,"R",615,"R",41,"R",7,"R",110,"R",18,"R",0,"R",615,"R",25,"R",135,"R",22
166984,"R",118,"R",0,"R",118,"R",21,"R",18,"R",47,"R",40,"R",0,"R",118,"R",1,"R",48,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167020,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",414,"R",0,"R",414,"R",195,"R",47,"R",231,"R",56,"R",0,"R",414,"R",0,"R",231,"R",56
167039,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",14,"R",50,"R",24,"R",86,"R",0,"R",28,"R",0,"R",24,"R",86
167057,"R",89,"R",0,"R",89,"R",53,"R",60,"R",66,"R",74,"R",0,"R",89,"R",0,"R",66,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167224,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",16,"R",55,"R",16,"R",55,"R",0,"R",29,"R",0,"R",16,"R",55
167251,"R",234,"R",0,"R",234,"R",53,"R",23,"R",102,"R",44,"R",0,"R",234,"R",1,"R",103,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167260,"R",276,"R",1,"R",275,"R",1,"R",0,"R",104,"R",38,"R",0,"R",275,"R",1,"R",105,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167288,"R",265,"R",0,"R",265,"R",106,"R",40,"R",151,"R",57,"R",0,"R",265,"R",0,"R",151,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167297,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",15,"R",83,"R",15,"R",83,"R",0,"R",18,"R",0,"R",15,"R",83
167312,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1029,"R",2,"R",1027,"R",59,"R",6,"R",179,"R",17,"R",0,"R",1027,"R",51,"R",230,"R",22
167321,"R",114,"R",0,"R",114,"R",27,"R",24,"R",40,"R",35,"R",0,"R",114,"R",3,"R",43,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167358,"R",2975,"R",20,"R",2955,"Z",0,"R",0,"R",2067,"R",70,"R",0,"R",2955,"R",46,"R",2113,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167376,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",857,"R",0,"R",857,"R",112,"R",13,"R",113,"R",13,"R",0,"R",857,"R",50,"R",163,"R",19
167394,"R",133,"R",0,"R",133,"R",82,"R",62,"R",90,"R",68,"R",0,"R",133,"R",3,"R",93,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167455,"R",155,"R",0,"R",155,"Z",0,"R",0,"R",47,"R",30,"R",0,"R",155,"R",2,"R",49,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167525,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",465,"R",0,"R",465,"R",66,"R",14,"R",120,"R",26,"R",0,"R",465,"R",20,"R",140,"R",30
167534,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",939,"R",4,"R",935,"R",22,"R",2,"R",146,"R",16,"R",0,"R",935,"R",58,"R",204,"R",22
167543,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",581,"R",4,"R",577,"R",197,"R",34,"R",356,"R",62,"R",5,"R",572,"R",17,"R",373,"R",65
167598,"R",137,"R",0,"R",137,"R",78,"R",57,"R",88,"R",64,"R",0,"R",137,"R",1,"R",89,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167631,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",320,"R",0,"R",320,"R",7,"R",2,"R",28,"R",9,"R",0,"R",320,"R",15,"R",43,"R",13
167677,"R",12,"R",0,"R",12,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",12,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167729,"R",837,"R",0,"R",837,"R",120,"R",14,"R",364,"R",43,"R",0,"R",837,"R",27,"R",391,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167738,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",900,"R",1,"R",899,"R",546,"R",61,"R",546,"R",61,"R",1,"R",898,"R",1,"R",547,"R",61
167783,"R",329,"R",0,"R",329,"R",204,"R",62,"R",240,"R",73,"R",0,"R",329,"R",3,"R",243,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167835,"R",679,"R",0,"R",679,"R",564,"R",83,"R",599,"R",88,"Z",0,"R",679,"R",2,"R",601,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.
167871,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",135,"R",0,"R",135,"R",114,"R",84,"R",114,"R",84,"R",0,"R",135,"R",0,"R",114,"R",84
