UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101240,"R",1523,"R",2564,"R",59,"R",1573,"R",0,"R",1573,"R",869,"R",55,"R",300,"R",0,"R",300,"R",132,"R",44,"R",25
101286,"R",953,"R",1776,"R",54,"R",973,"R",0,"R",973,"R",551,"R",57,"R",184,"R",0,"R",184,"R",79,"R",43,"R",20
101295,"R",1091,"R",2204,"R",50,"R",1108,"R",1,"R",1107,"R",674,"R",61,"R",157,"R",0,"R",157,"R",91,"R",58,"R",25
101301,"R",415,"R",807,"R",51,"R",462,"R",0,"R",462,"R",202,"R",44,"R",36,"R",0,"R",36,"R",15,"R",42,"R",21
101365,"R",17,"R",157,"R",11,"R",2,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"Z",0,"A",,"R",14
101435,"R",272,"R",371,"R",73,"R",237,"R",0,"R",237,"R",141,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
101453,"R",5,"R",12,"R",42,"R",2,"R",0,"R",2,"R",1,"R",50,"R",2,"R",0,"R",2,"R",1,"R",50,"R",5
101462,"R",228,"R",862,"R",26,"R",240,"Z",0,"R",240,"R",102,"R",43,"R",101,"Z",0,"R",101,"R",33,"R",33,"R",16
101471,"R",297,"R",333,"R",89,"R",279,"R",0,"R",279,"R",139,"R",50,"R",19,"R",0,"R",19,"R",14,"R",74,"R",17
101480,"R",1246,"R",2258,"R",55,"R",1220,"R",0,"R",1220,"R",829,"R",68,"R",32,"R",0,"R",32,"R",22,"R",69,"R",20
101499,"R",264,"R",520,"R",51,"R",323,"R",0,"R",323,"R",132,"R",41,"R",126,"R",0,"R",126,"R",32,"R",25,"R",19
101505,"R",1309,"R",3898,"R",34,"R",1035,"R",9,"R",1026,"R",609,"R",59,"R",498,"R",2,"R",496,"R",223,"R",45,"R",24
101514,"R",1436,"R",3508,"R",41,"R",1405,"R",2,"R",1403,"R",921,"R",66,"R",723,"R",0,"R",723,"R",395,"R",55,"R",26
101541,"R",93,"R",117,"R",79,"R",68,"R",0,"R",68,"R",43,"R",63,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
101569,"R",1044,"R",1948,"R",54,"R",1014,"R",1,"R",1013,"R",536,"R",53,"R",229,"R",0,"R",229,"R",124,"R",54,"R",23
101587,"R",290,"R",536,"R",54,"R",193,"R",0,"R",193,"R",121,"R",63,"R",16,"R",0,"R",16,"R",4,"R",25,"R",18
101602,"R",433,"R",821,"R",53,"R",354,"R",0,"R",354,"R",179,"R",51,"R",49,"R",0,"R",49,"R",15,"R",31,"R",17
101648,"R",232,"R",284,"R",82,"R",254,"R",1,"R",253,"R",86,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",18
101675,"R",343,"R",467,"R",73,"R",407,"R",0,"R",407,"R",222,"R",55,"R",10,"R",0,"R",10,"R",7,"R",70,"R",15
101693,"R",233,"R",394,"R",59,"R",221,"Z",0,"R",221,"R",157,"R",71,"R",7,"R",0,"R",7,"R",2,"R",29,"R",12
101709,"R",425,"R",647,"R",66,"R",409,"R",1,"R",408,"R",295,"R",72,"R",20,"R",0,"R",20,"R",9,"R",45,"R",17
101736,"R",834,"R",1620,"R",51,"R",919,"R",0,"R",919,"R",480,"R",52,"R",181,"R",0,"R",181,"R",53,"R",29,"R",23
101879,"R",961,"R",1686,"R",57,"R",1064,"R",0,"R",1064,"R",694,"R",65,"R",17,"R",0,"R",17,"R",12,"R",71,"R",21
101897,"R",671,"R",1230,"R",55,"R",834,"R",0,"R",834,"R",498,"R",60,"R",137,"R",0,"R",137,"R",55,"R",40,"R",23
101912,"R",455,"R",561,"R",81,"R",394,"R",0,"R",394,"R",264,"R",67,"R",1,"R",0,"R",1,"R",0,"R",0,"R",14
101949,"R",432,"R",685,"R",63,"R",390,"R",0,"R",390,"R",72,"R",18,"R",65,"R",0,"R",65,"R",20,"R",31,"R",18
101958,"R",4,"R",21,"R",19,"R",2,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
101994,"R",108,"R",301,"R",36,"R",159,"Z",0,"R",159,"R",105,"R",66,"R",27,"Z",0,"R",27,"R",12,"R",44,"R",20
102030,"R",555,"R",1510,"R",37,"R",524,"R",0,"R",524,"R",208,"R",40,"R",140,"R",0,"R",140,"R",53,"R",38,"R",19
102049,"R",712,"R",857,"R",83,"R",732,"R",0,"R",732,"R",630,"R",86,"R",1,"R",0,"R",1,"R",0,"R",0,"R",12
102058,"R",215,"R",356,"R",60,"R",150,"R",0,"R",150,"R",70,"R",47,"R",50,"R",0,"R",50,"R",20,"R",40,"R",15
102067,"R",918,"R",1770,"R",52,"R",1072,"R",0,"R",1072,"R",603,"R",56,"R",184,"R",0,"R",184,"R",48,"R",26,"R",27
102076,"R",597,"R",963,"R",62,"R",602,"R",0,"R",602,"R",385,"R",64,"R",85,"R",0,"R",85,"R",32,"R",38,"R",28
102094,"R",1707,"R",2870,"R",59,"R",1753,"R",0,"R",1753,"R",1151,"R",66,"R",88,"R",0,"R",88,"R",50,"R",57,"R",22
102234,"R",397,"R",455,"R",87,"R",353,"R",1,"R",352,"R",275,"R",78,"R",3,"R",0,"R",3,"R",2,"R",67,"R",15
102261,"R",11,"R",47,"R",23,"R",24,"R",0,"R",24,"R",13,"R",54,"R",8,"R",0,"R",8,"R",5,"R",63,"R",12
102270,"R",297,"R",422,"R",70,"R",431,"R",0,"R",431,"R",216,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
102298,"R",211,"R",271,"R",78,"R",243,"R",0,"R",243,"R",132,"R",54,"R",18,"R",0,"R",18,"R",10,"R",56,"R",18
102313,"R",278,"R",723,"R",38,"R",384,"R",0,"R",384,"R",230,"R",60,"R",133,"R",0,"R",133,"R",58,"R",44,"R",13
102368,"R",1810,"R",4865,"R",37,"R",1997,"R",0,"R",1997,"R",1456,"R",73,"R",1326,"R",0,"R",1326,"R",456,"R",34,"R",20
102377,"R",701,"R",844,"R",83,"R",692,"R",0,"R",692,"R",491,"R",71,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
102395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
102429,"R",1006,"R",1749,"R",58,"R",937,"R",0,"R",937,"R",578,"R",62,"R",243,"R",0,"R",243,"R",112,"R",46,"R",17
102553,"R",1580,"R",3274,"R",48,"R",985,"Z",0,"R",985,"R",700,"R",71,"R",258,"R",0,"R",258,"R",131,"R",51,"R",16
102580,"R",10,"R",39,"R",26,"R",27,"R",0,"R",27,"R",17,"R",63,"R",1,"R",0,"R",1,"R",1,"R",100,"R",3
102614,"R",854,"R",2523,"R",34,"R",443,"Z",0,"R",443,"R",338,"R",76,"R",28,"R",0,"R",28,"R",16,"R",57,"R",12
102632,"R",208,"R",905,"R",23,"R",93,"Z",0,"R",93,"R",59,"R",63,"R",24,"R",0,"R",24,"R",13,"R",54,"R",13
102669,"R",45,"R",197,"R",23,"R",27,"R",0,"R",27,"R",18,"R",67,"R",2,"R",0,"R",2,"R",0,"R",0,"R",7
102711,"A",,"A",,"A",,"R",229,"R",0,"R",229,"R",201,"R",88,"R",407,"R",0,"R",407,"R",405,"R",100,"R",15
102845,"R",1658,"R",1658,"R",100,"R",58,"R",0,"R",58,"R",13,"R",22,"R",140,"R",0,"R",140,"R",15,"R",11,"R",19
103361,"R",26,"R",157,"R",17,"R",27,"R",0,"R",27,"R",5,"R",19,"R",7,"R",0,"R",7,"R",1,"R",14,"R",12
103501,"A",,"A",,"A",,"R",202,"R",0,"R",202,"R",182,"R",90,"R",0,"R",0,"R",0,"R",0,"A",,"R",23
103644,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",13,"R",43,"R",3,"R",0,"R",3,"R",0,"R",0,"R",61
103723,"R",168,"R",303,"R",55,"R",143,"R",0,"R",143,"R",74,"R",52,"R",8,"R",0,"R",8,"R",1,"R",13,"R",20
103732,"A",,"A",,"A",,"R",24,"R",1,"R",23,"R",14,"R",61,"R",5,"R",1,"R",4,"R",1,"R",25,"R",13
103741,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",28,"R",50,"R",23,"R",2,"R",21,"R",16,"R",76,"R",10
103778,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",36
103787,"R",18,"R",22,"R",82,"R",18,"Z",0,"R",18,"R",16,"R",89,"R",2,"Z",0,"R",2,"R",1,"R",50,"R",8
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
103893,"A",,"A",,"A",,"R",308,"R",0,"R",308,"R",219,"R",71,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",38
103909,"A",,"A",,"A",,"R",344,"R",0,"R",344,"R",247,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",31
103927,"A",,"A",,"A",,"R",266,"R",0,"R",266,"R",169,"R",64,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",46
103945,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",11,"R",69,"R",0,"R",0,"R",0,"R",0,"A",,"R",34
103954,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",34,"R",83,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
103963,"A",,"A",,"A",,"R",577,"Z",0,"R",577,"R",339,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",29
104090,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",5,"R",31,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",25
104151,"R",7544,"R",15967,"R",47,"R",8261,"R",134,"R",8127,"R",6828,"R",84,"R",1083,"R",23,"R",1060,"R",713,"R",67,"R",23
104160,"R",939,"R",2442,"R",38,"R",799,"Z",0,"R",799,"R",506,"R",63,"R",1075,"Z",0,"R",1075,"R",433,"R",40,"R",21
104179,"R",6810,"R",8998,"R",76,"R",6782,"R",0,"R",6782,"R",5235,"R",77,"R",184,"R",0,"R",184,"R",67,"R",36,"R",21
104188,"R",17,"R",61,"R",28,"R",35,"R",0,"R",35,"R",27,"R",77,"R",19,"R",0,"R",19,"R",12,"R",63,"R",6
104294,"A",,"A",,"A",,"R",171,"R",0,"R",171,"R",150,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
104346,"R",514,"R",2639,"R",19,"R",604,"R",0,"R",604,"R",358,"R",59,"R",1122,"R",0,"R",1122,"R",346,"R",31,"R",14
104364,"R",134,"R",134,"R",100,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",10
104391,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",67,"R",87,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
104425,"R",482,"R",1581,"R",30,"R",376,"R",0,"R",376,"R",228,"R",61,"R",442,"R",0,"R",442,"R",148,"R",33,"R",16
104434,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",14,"R",64,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",10
104443,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",16,"R",70,"R",25,"Z",0,"R",25,"R",9,"R",36,"R",11
104504,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",48,"R",87,"R",38,"R",0,"R",38,"R",35,"R",92,"R",26
104531,"R",255,"R",951,"R",27,"R",212,"R",0,"R",212,"R",101,"R",48,"R",90,"R",0,"R",90,"R",29,"R",32,"R",24
104568,"A",,"A",,"A",,"R",29,"Z",0,"R",29,"R",16,"R",55,"R",29,"Z",0,"R",29,"R",16,"R",55,"R",14
104577,"R",842,"R",1934,"R",44,"R",648,"R",13,"R",635,"R",336,"R",53,"R",815,"R",26,"R",789,"R",383,"R",49,"R",20
104586,"R",352,"R",484,"R",73,"R",318,"R",0,"R",318,"R",249,"R",78,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
104665,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
104708,"R",2235,"R",6824,"R",33,"R",2036,"R",0,"R",2036,"R",1225,"R",60,"R",1387,"R",0,"R",1387,"R",563,"R",41,"R",24
104717,"R",704,"R",7177,"R",10,"R",1222,"R",0,"R",1222,"R",306,"R",25,"R",1013,"R",0,"R",1013,"R",251,"R",25,"R",16
104805,"A",,"A",,"A",,"R",434,"R",2,"R",432,"R",268,"R",62,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
104911,"A",,"A",,"A",,"R",58,"R",3,"R",55,"R",46,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",12
104984,"A",,"A",,"A",,"R",96,"R",0,"R",96,"R",84,"R",88,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",20
105118,"A",,"A",,"A",,"R",157,"Z",0,"R",157,"R",82,"R",52,"R",0,"Z",0,"R",0,"R",0,"A",,"R",29
105127,"A",,"A",,"A",,"R",42,"Z",0,"R",42,"R",41,"R",98,"R",27,"Z",0,"R",27,"R",25,"R",93,"R",14
105145,"R",240,"R",2030,"R",12,"R",228,"R",0,"R",228,"R",130,"R",57,"R",481,"R",0,"R",481,"R",145,"R",30,"R",18
105154,"R",2417,"R",7642,"R",32,"R",2432,"R",0,"R",2432,"R",1433,"R",59,"R",1890,"R",0,"R",1890,"R",663,"R",35,"R",23
105163,"R",45,"R",78,"R",58,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
105172,"R",97,"R",137,"R",71,"R",3,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
105206,"R",254,"R",1569,"R",16,"R",275,"Z",0,"R",275,"R",106,"R",39,"R",1073,"Z",0,"R",1073,"R",449,"R",42,"R",21
105215,"A",,"A",,"A",,"R",1163,"R",4,"R",1159,"R",911,"R",79,"R",0,"R",0,"R",0,"R",0,"A",,"R",29
105297,"R",388,"R",685,"R",57,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",27
105330,"R",3789,"R",6428,"R",59,"R",3454,"R",0,"R",3454,"R",2453,"R",71,"R",248,"R",0,"R",248,"R",132,"R",53,"R",20
105349,"R",149,"R",2326,"R",6,"R",99,"R",0,"R",99,"R",43,"R",43,"R",236,"R",0,"R",236,"R",54,"R",23,"R",17
105367,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
105428,"R",734,"R",4372,"R",17,"R",725,"R",0,"R",725,"R",428,"R",59,"R",836,"R",0,"R",836,"R",350,"R",42,"R",20
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
105516,"A",,"A",,"A",,"R",123,"R",0,"R",123,"R",62,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
105525,"R",3478,"R",12198,"R",29,"R",3146,"R",0,"R",3146,"R",2083,"R",66,"R",3473,"R",0,"R",3473,"R",1341,"R",39,"R",29
105534,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
105543,"A",,"A",,"A",,"R",344,"R",0,"R",344,"R",268,"R",78,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
105589,"R",76,"R",257,"R",30,"R",73,"R",0,"R",73,"R",44,"R",60,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
105659,"A",,"A",,"A",,"R",202,"R",0,"R",202,"R",154,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
105668,"R",343,"R",6861,"R",5,"R",208,"R",0,"R",208,"R",81,"R",39,"R",773,"R",0,"R",773,"R",168,"R",22,"R",39
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105701,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",40,"R",78,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
105747,"R",996,"R",3677,"R",27,"R",1096,"R",0,"R",1096,"R",684,"R",62,"R",507,"R",0,"R",507,"R",215,"R",42,"R",20
105792,"R",424,"R",2529,"R",17,"R",390,"R",0,"R",390,"R",203,"R",52,"R",318,"R",0,"R",318,"R",109,"R",34,"R",23
105899,"R",75,"R",193,"R",39,"R",68,"R",0,"R",68,"R",49,"R",72,"R",0,"Z",0,"R",0,"R",0,"A",,"R",33
105987,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
106041,"A",,"A",,"A",,"R",1160,"R",1,"R",1159,"R",882,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",34
106102,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",6,"R",67,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
106111,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",20,"R",38,"R",14,"Z",0,"R",14,"R",9,"R",64,"R",15
106148,"R",498,"R",2236,"R",22,"R",345,"R",0,"R",345,"R",186,"R",54,"R",735,"R",0,"R",735,"R",256,"R",35,"R",19
106245,"R",768,"R",2478,"R",31,"R",666,"R",0,"R",666,"R",429,"R",64,"R",26,"R",0,"R",26,"R",10,"R",38,"R",16
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106281,"A",,"A",,"A",,"R",5,"Z",0,"R",5,"R",4,"R",80,"R",1,"R",0,"R",1,"R",1,"R",100,"R",16
106306,"R",385,"R",499,"R",77,"R",190,"R",0,"R",190,"R",96,"R",51,"R",40,"R",0,"R",40,"R",16,"R",40,"R",22
106315,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",10,"R",67,"R",5,"R",0,"R",5,"R",4,"R",80,"R",9
106324,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",12,"R",100,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",8
106342,"R",203,"R",279,"R",73,"R",217,"R",0,"R",217,"R",139,"R",64,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
106351,"A",,"A",,"A",,"R",14,"Z",0,"R",14,"R",10,"R",71,"R",2,"Z",0,"R",2,"R",1,"R",50,"R",20
106360,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",13,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106397,"R",3780,"R",5319,"R",71,"R",2891,"R",0,"R",2891,"R",2390,"R",83,"R",28,"R",0,"R",28,"R",18,"R",64,"R",18
106412,"R",781,"R",962,"R",81,"R",960,"Z",0,"R",960,"R",546,"R",57,"R",17,"Z",0,"R",17,"R",6,"R",35,"R",17
106449,"R",809,"R",1316,"R",61,"R",951,"R",0,"R",951,"R",587,"R",62,"R",124,"R",0,"R",124,"R",51,"R",41,"R",19
106458,"R",1665,"R",2696,"R",62,"R",1650,"R",0,"R",1650,"R",1169,"R",71,"R",75,"R",0,"R",75,"R",26,"R",35,"R",19
106467,"R",1686,"R",2310,"R",73,"R",1457,"R",0,"R",1457,"R",1074,"R",74,"R",35,"R",0,"R",35,"R",18,"R",51,"R",18
106485,"R",691,"R",1108,"R",62,"R",587,"R",0,"R",587,"R",253,"R",43,"R",53,"R",0,"R",53,"R",5,"R",9,"R",16
106494,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",12,"R",71,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106546,"A",,"A",,"A",,"R",62,"R",0,"R",62,"R",43,"R",69,"R",2,"R",0,"R",2,"R",1,"R",50,"R",12
106607,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",19,"R",83,"R",1,"R",0,"R",1,"R",0,"R",0,"R",7
106625,"R",451,"R",739,"R",61,"R",494,"R",0,"R",494,"R",306,"R",62,"R",52,"R",0,"R",52,"R",23,"R",44,"R",25
106704,"R",1828,"R",2453,"R",75,"R",1753,"R",0,"R",1753,"R",1288,"R",73,"R",24,"R",0,"R",24,"R",9,"R",38,"R",17
106713,"R",151,"R",289,"R",52,"R",58,"Z",0,"R",58,"R",37,"R",64,"R",2,"Z",0,"R",2,"Z",0,"R",0,"R",16
106795,"R",180,"R",596,"R",30,"R",149,"R",0,"R",149,"R",77,"R",52,"R",78,"R",0,"R",78,"R",26,"R",33,"R",14
106810,"R",55,"R",98,"R",56,"R",57,"R",0,"R",57,"R",30,"R",53,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106829,"A",,"A",,"A",,"R",76,"R",0,"R",76,"R",37,"R",49,"R",15,"R",0,"R",15,"R",12,"R",80,"R",12
106883,"R",234,"R",479,"R",49,"R",293,"R",0,"R",293,"R",136,"R",46,"R",53,"R",0,"R",53,"R",19,"R",36,"R",18
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106908,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",80,"R",76,"R",1,"R",0,"R",1,"R",0,"R",0,"R",16
106980,"R",456,"R",905,"R",50,"R",493,"R",0,"R",493,"R",341,"R",69,"R",130,"R",0,"R",130,"R",55,"R",42,"R",21
106999,"R",271,"R",472,"R",57,"R",293,"R",0,"R",293,"R",140,"R",48,"R",66,"R",0,"R",66,"R",25,"R",38,"R",19
107044,"R",988,"R",1232,"R",80,"R",953,"R",0,"R",953,"R",762,"R",80,"R",2,"R",0,"R",2,"R",2,"R",100,"R",17
107071,"R",799,"R",1130,"R",71,"R",627,"R",1,"R",626,"R",388,"R",62,"R",16,"R",8,"R",8,"R",5,"R",63,"R",17
107080,"R",404,"R",424,"R",95,"R",412,"R",0,"R",412,"R",356,"R",86,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",12
107099,"A",,"A",,"A",,"R",27,"Z",0,"R",27,"R",22,"R",81,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
107123,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",34,"R",97,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
107141,"R",322,"R",575,"R",56,"R",305,"R",1,"R",304,"R",229,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
107211,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",13,"R",68,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
107220,"A",,"A",,"A",,"R",76,"R",0,"R",76,"R",52,"R",68,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",16
107275,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",8,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
107293,"A",,"A",,"A",,"R",66,"Z",0,"R",66,"R",64,"R",97,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",11
107318,"R",287,"R",944,"R",30,"R",200,"R",0,"R",200,"R",94,"R",47,"R",183,"R",0,"R",183,"R",72,"R",39,"R",19
107327,"R",334,"R",1085,"R",31,"R",357,"R",1,"R",356,"R",161,"R",45,"R",108,"R",0,"R",108,"R",49,"R",45,"R",16
107363,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",7,"R",35,"R",7,"Z",0,"R",7,"R",2,"R",29,"R",25
107442,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",12,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
107460,"R",471,"R",758,"R",62,"R",502,"Z",0,"R",502,"R",279,"R",56,"R",76,"Z",0,"R",76,"R",35,"R",46,"R",19
107488,"A",,"A",,"A",,"R",271,"R",0,"R",271,"R",46,"R",17,"R",21,"R",0,"R",21,"R",1,"R",5,"R",5
107512,"R",451,"R",519,"R",87,"R",390,"R",0,"R",390,"R",316,"R",81,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
107521,"R",173,"R",311,"R",56,"R",133,"R",0,"R",133,"R",72,"R",54,"R",37,"R",0,"R",37,"R",19,"R",51,"R",17
107549,"R",306,"R",842,"R",36,"R",229,"Z",0,"R",229,"R",121,"R",53,"R",218,"Z",0,"R",218,"R",45,"R",21,"R",15
107558,"R",204,"R",236,"R",86,"R",152,"R",2,"R",150,"R",96,"R",64,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
107585,"R",536,"R",995,"R",54,"R",621,"R",0,"R",621,"R",288,"R",46,"R",144,"R",0,"R",144,"R",53,"R",37,"R",23
