UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4NC200,L4NC200,XL4GR200,L4GR200 
118718,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1240,"R",0,"R",1240,"R",68,"R",5,"R",223,"R",18,"R",0,"R",1240,"R",76,"R",299,"R",24
118772,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",388,"R",0,"R",388,"R",24,"R",6,"R",45,"R",12,"R",0,"R",388,"R",17,"R",62,"R",16
118888,"R",112,"R",0,"R",112,"R",58,"R",52,"R",64,"R",57,"R",0,"R",112,"R",0,"R",64,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
118912,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1011,"R",0,"R",1011,"R",135,"R",13,"R",294,"R",29,"R",0,"R",1011,"R",61,"R",355,"R",35
118921,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",0,"R",80,"R",48,"R",60,"R",48,"R",60,"Z",0,"R",80,"Z",0,"R",48,"R",60
118930,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",486,"R",0,"R",486,"R",34,"R",7,"R",103,"R",21,"R",0,"R",486,"R",33,"R",136,"R",28
118958,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",38,"R",73,"R",38,"R",73,"R",0,"R",52,"R",0,"R",38,"R",73
118967,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",172,"R",0,"R",172,"R",147,"R",85,"R",147,"R",85,"R",0,"R",172,"R",1,"R",148,"R",86
118976,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2082,"R",0,"R",2082,"R",143,"R",7,"R",353,"R",17,"R",0,"R",2082,"R",156,"R",509,"R",24
118994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",9,"R",32,"R",18,"R",64,"R",0,"R",28,"R",1,"R",19,"R",68
119067,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",556,"R",0,"R",556,"R",64,"R",12,"R",131,"R",24,"R",0,"R",556,"R",42,"R",173,"R",31
119137,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2037,"R",0,"R",2037,"R",321,"R",16,"R",682,"R",33,"R",0,"R",2037,"R",158,"R",840,"R",41
119164,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2646,"R",0,"R",2646,"R",290,"R",11,"R",703,"R",27,"R",0,"R",2646,"R",224,"R",927,"R",35
119173,"R",141,"R",0,"R",141,"R",47,"R",33,"R",65,"R",46,"R",0,"R",141,"R",1,"R",66,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
119216,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1243,"R",0,"R",1243,"R",80,"R",6,"R",230,"R",19,"R",0,"R",1243,"R",91,"R",321,"R",26
119234,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",67,"R",0,"R",67,"R",35,"R",52,"R",35,"R",52,"R",0,"R",67,"R",0,"R",35,"R",52
119270,"R",6,"R",0,"R",6,"R",5,"R",83,"R",6,"R",100,"R",0,"R",6,"R",0,"R",6,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
119331,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",424,"R",0,"R",424,"R",66,"R",16,"R",132,"R",31,"R",0,"R",424,"R",27,"R",159,"R",38
119340,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",658,"R",0,"R",658,"R",397,"R",60,"R",439,"R",67,"R",0,"R",658,"R",0,"R",439,"R",67
119359,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",682,"R",0,"R",682,"R",359,"R",53,"R",526,"R",77,"R",0,"R",682,"R",0,"R",526,"R",77
119368,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",559,"R",0,"R",559,"R",302,"R",54,"R",347,"R",62,"R",0,"R",559,"R",0,"R",347,"R",62
119438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",478,"R",0,"R",478,"R",197,"R",41,"R",349,"R",73,"R",0,"R",478,"R",0,"R",349,"R",73
119456,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",721,"R",0,"R",721,"R",214,"R",30,"R",294,"R",41,"R",0,"R",721,"R",0,"R",294,"R",41
119465,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",813,"R",0,"R",813,"R",468,"R",58,"R",583,"R",72,"R",0,"R",813,"R",0,"R",583,"R",72
119508,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",120,"R",0,"R",120,"R",71,"R",59,"R",76,"R",63,"R",0,"R",120,"R",0,"R",76,"R",63
119544,"R",40,"R",0,"R",40,"Z",0,"R",0,"R",7,"R",18,"R",0,"R",40,"R",1,"R",8,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
119553,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",145,"R",0,"R",145,"R",103,"R",71,"R",110,"R",76,"R",0,"R",145,"R",0,"R",110,"R",76
119605,"R",15,"R",0,"R",15,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",15,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
119775,"R",18,"R",0,"R",18,"Z",0,"R",0,"R",8,"R",44,"R",1,"R",17,"R",0,"R",8,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
119845,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",29,"R",97,"R",29,"R",97,"R",0,"R",30,"R",0,"R",29,"R",97
119951,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",179,"R",0,"R",179,"Z",0,"R",0,"R",145,"R",81,"R",0,"R",179,"R",0,"R",145,"R",81
120069,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",176,"R",0,"R",176,"R",131,"R",74,"R",131,"R",74,"R",0,"R",176,"R",0,"R",131,"R",74
120078,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",351,"R",0,"R",351,"R",234,"R",67,"R",234,"R",67,"R",0,"R",351,"R",0,"R",234,"R",67
120087,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",124,"R",0,"R",124,"R",81,"R",65,"R",81,"R",65,"R",0,"R",124,"R",0,"R",81,"R",65
120166,"R",21,"R",0,"R",21,"R",12,"R",57,"R",12,"R",57,"R",0,"R",21,"R",0,"R",12,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120184,"R",111,"R",0,"R",111,"R",55,"R",50,"R",64,"R",58,"R",0,"R",111,"R",2,"R",66,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120254,"R",457,"R",1,"R",456,"R",346,"R",76,"R",371,"R",81,"R",0,"R",456,"R",4,"R",375,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120272,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",0,"R",0,"R",90,"R",78,"R",0,"R",115,"R",1,"R",91,"R",79
120290,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",798,"R",0,"R",798,"R",108,"R",14,"R",235,"R",29,"R",0,"R",798,"R",79,"R",314,"R",39
120342,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2917,"R",0,"R",2917,"R",318,"R",11,"R",926,"R",32,"R",0,"R",2917,"R",282,"R",1208,"R",41
120403,"R",150,"R",0,"R",150,"R",60,"R",40,"R",75,"R",50,"Z",0,"R",150,"R",3,"R",78,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120421,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",704,"R",0,"R",704,"R",56,"R",8,"R",157,"R",22,"R",0,"R",704,"R",56,"R",213,"R",30
120537,"R",77,"R",2,"R",75,"R",1,"R",1,"R",28,"R",37,"R",0,"R",75,"R",7,"R",35,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120661,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",551,"R",0,"R",551,"R",342,"R",62,"R",377,"R",68,"R",0,"R",551,"R",1,"R",378,"R",69
120838,"R",21,"R",0,"R",21,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",21,"R",1,"R",1,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120865,"R",173,"R",0,"R",173,"R",43,"R",25,"R",86,"R",50,"R",0,"R",173,"R",2,"R",88,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120883,"R",602,"R",0,"R",602,"R",247,"R",41,"R",405,"R",67,"Z",0,"R",602,"R",14,"R",419,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
120953,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",154,"R",0,"R",154,"R",27,"R",18,"R",35,"R",23,"R",0,"R",154,"R",5,"R",40,"R",26
120971,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2386,"R",0,"R",2386,"R",192,"R",8,"R",529,"R",22,"R",0,"R",2386,"R",172,"R",701,"R",29
121008,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",46,"R",46,"R",46,"R",46,"Z",0,"R",100,"Z",0,"R",46,"R",46
121017,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",430,"R",0,"R",430,"Z",0,"R",0,"R",342,"R",80,"R",0,"R",430,"R",1,"R",343,"R",80
121044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2306,"R",0,"R",2306,"R",339,"R",15,"R",717,"R",31,"R",0,"R",2306,"R",175,"R",892,"R",39
121071,"R",7,"R",0,"R",7,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",7,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
121150,"R",607,"R",2,"R",605,"R",447,"R",74,"R",479,"R",79,"R",0,"R",605,"R",10,"R",489,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
121257,"R",224,"R",0,"R",224,"R",144,"R",64,"R",160,"R",71,"Z",0,"R",224,"R",6,"R",166,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
121309,"R",546,"R",1,"R",545,"R",327,"R",60,"R",384,"R",70,"R",0,"R",545,"R",3,"R",387,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
121345,"R",394,"R",1,"R",393,"R",339,"R",86,"R",368,"R",94,"Z",0,"R",393,"R",0,"R",368,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
121363,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",531,"R",0,"R",531,"R",33,"R",6,"R",86,"R",16,"R",0,"R",531,"R",39,"R",125,"R",24
121433,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",67,"R",0,"R",67,"R",51,"R",76,"R",51,"R",76,"R",0,"R",67,"R",0,"R",51,"R",76
121619,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1408,"R",0,"R",1408,"R",139,"R",10,"R",341,"R",24,"R",0,"R",1408,"R",72,"R",413,"R",29
121691,"R",613,"R",0,"R",613,"R",363,"R",59,"R",413,"R",67,"R",0,"R",613,"R",2,"R",415,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
121707,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",724,"R",0,"R",724,"R",52,"R",7,"R",126,"R",17,"R",0,"R",724,"R",39,"R",165,"R",23
121859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",83,"R",0,"R",83,"R",57,"R",69,"R",57,"R",69,"R",0,"R",83,"R",1,"R",58,"R",70
121868,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",44,"R",77,"R",44,"R",77,"R",0,"R",57,"R",1,"R",45,"R",79
121877,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",36,"R",57,"R",36,"R",57,"R",0,"R",63,"R",0,"R",36,"R",57
121886,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1395,"R",0,"R",1395,"R",97,"R",7,"R",260,"R",19,"R",0,"R",1395,"R",92,"R",352,"R",25
121901,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2654,"R",0,"R",2654,"R",251,"R",9,"R",582,"R",22,"R",0,"R",2654,"R",200,"R",782,"R",29
121992,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",27,"R",68,"R",27,"R",68,"Z",0,"R",40,"R",13,"R",40,"R",100
122180,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1818,"R",0,"R",1818,"R",145,"R",8,"R",355,"R",20,"R",0,"R",1818,"R",129,"R",484,"R",27
122205,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2053,"R",0,"R",2053,"R",241,"R",12,"R",609,"R",30,"R",0,"R",2053,"R",166,"R",775,"R",38
122296,"R",8,"R",0,"R",8,"R",4,"R",50,"R",4,"R",50,"R",0,"R",8,"R",0,"R",4,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122339,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",874,"R",0,"R",874,"R",43,"R",5,"R",128,"R",15,"R",0,"R",874,"R",46,"R",174,"R",20
122366,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",18,"R",90,"R",18,"R",90,"R",0,"R",20,"R",0,"R",18,"R",90
122375,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1734,"R",0,"R",1734,"R",156,"R",9,"R",367,"R",21,"R",0,"R",1734,"R",126,"R",493,"R",28
122384,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",638,"R",0,"R",638,"R",69,"R",11,"R",155,"R",24,"R",0,"R",638,"R",38,"R",193,"R",30
122409,"R",3338,"R",0,"R",3338,"R",664,"R",20,"R",1883,"R",56,"R",0,"R",3338,"R",174,"R",2057,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122436,"R",1003,"R",0,"R",1003,"R",635,"R",63,"R",740,"R",74,"Z",0,"R",1003,"R",3,"R",743,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122454,"R",59,"R",0,"R",59,"R",16,"R",27,"R",20,"R",34,"R",0,"R",59,"R",0,"R",20,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122506,"R",29,"R",0,"R",29,"R",17,"R",59,"R",19,"R",66,"R",0,"R",29,"R",0,"R",19,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122597,"R",1820,"R",0,"R",1820,"R",209,"R",11,"R",804,"R",44,"R",0,"R",1820,"R",158,"R",962,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122612,"R",841,"R",1,"R",840,"R",411,"R",49,"R",547,"R",65,"R",0,"R",840,"R",26,"R",573,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122658,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1885,"R",0,"R",1885,"R",186,"R",10,"R",461,"R",24,"R",0,"R",1885,"R",143,"R",604,"R",32
122685,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",366,"R",1,"R",365,"R",158,"R",43,"R",180,"R",49,"R",0,"R",365,"R",0,"R",180,"R",49
122694,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",267,"R",0,"R",267,"R",88,"R",33,"R",88,"R",33,"R",1,"R",266,"R",1,"R",89,"R",33
122728,"R",22,"R",0,"R",22,"R",2,"R",9,"R",6,"R",27,"R",0,"R",22,"R",0,"R",6,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122746,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",601,"R",0,"R",601,"R",62,"R",10,"R",123,"R",20,"R",0,"R",601,"R",48,"R",171,"R",28
122755,"R",2577,"R",0,"R",2577,"R",185,"R",7,"R",1082,"R",42,"R",0,"R",2577,"R",293,"R",1375,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122791,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",885,"R",0,"R",885,"R",97,"R",11,"R",240,"R",27,"R",0,"R",885,"R",75,"R",315,"R",36
122834,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",395,"R",1,"R",394,"R",70,"R",18,"R",226,"R",57,"Z",0,"R",394,"R",13,"R",239,"R",61
122852,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",194,"R",0,"R",194,"R",30,"R",15,"R",104,"R",54,"Z",0,"R",194,"R",13,"R",117,"R",60
122889,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2083,"R",0,"R",2083,"R",240,"R",12,"R",669,"R",32,"R",0,"R",2083,"R",131,"R",800,"R",38
122931,"R",1017,"R",0,"R",1017,"R",799,"R",79,"R",856,"R",84,"R",0,"R",1017,"R",8,"R",864,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
122977,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3516,"R",0,"R",3516,"R",429,"R",12,"R",935,"R",27,"R",0,"R",3516,"R",206,"R",1141,"R",32
123013,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2253,"R",0,"R",2253,"R",296,"R",13,"R",701,"R",31,"R",0,"R",2253,"R",187,"R",888,"R",39
123165,"R",201,"R",0,"R",201,"R",147,"R",73,"R",159,"R",79,"Z",0,"R",201,"R",0,"R",159,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123208,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1125,"R",0,"R",1125,"R",580,"R",52,"R",656,"R",58,"R",0,"R",1125,"Z",0,"R",656,"R",58
123217,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1478,"R",0,"R",1478,"R",155,"R",10,"R",310,"R",21,"R",0,"R",1478,"R",82,"R",392,"R",27
123280,"R",13,"R",0,"R",13,"R",1,"R",8,"R",8,"R",62,"Z",0,"R",13,"R",1,"R",9,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123299,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",875,"R",0,"R",875,"R",87,"R",10,"R",187,"R",21,"R",0,"R",875,"R",44,"R",231,"R",26
123341,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2138,"R",0,"R",2138,"R",225,"R",11,"R",624,"R",29,"R",0,"R",2138,"R",168,"R",792,"R",37
123350,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",78,"R",1,"R",77,"R",1,"R",1,"R",53,"R",69,"R",0,"R",77,"R",1,"R",54,"R",70
123396,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",4,"R",9,"R",11,"R",26,"R",0,"R",43,"R",0,"R",11,"R",26
123457,"R",146,"R",0,"R",146,"R",49,"R",34,"R",73,"R",50,"R",0,"R",146,"R",1,"R",74,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123484,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",283,"R",0,"R",283,"R",54,"R",19,"R",83,"R",29,"R",0,"R",283,"R",6,"R",89,"R",31
123493,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1559,"R",0,"R",1559,"R",1200,"R",77,"R",1444,"R",93,"R",3,"R",1556,"R",0,"R",1444,"R",93
123509,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",567,"R",0,"R",567,"R",65,"R",11,"R",150,"R",26,"R",0,"R",567,"R",63,"R",213,"R",38
123527,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",862,"R",0,"R",862,"R",41,"R",5,"R",112,"R",13,"R",0,"R",862,"R",45,"R",157,"R",18
123554,"R",582,"R",2,"R",580,"R",343,"R",59,"R",377,"R",65,"R",0,"R",580,"R",8,"R",385,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123563,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1124,"R",0,"R",1124,"R",74,"R",7,"R",242,"R",22,"R",0,"R",1124,"R",83,"R",325,"R",29
123572,"R",1018,"R",0,"R",1018,"R",258,"R",25,"R",565,"R",56,"R",0,"R",1018,"R",34,"R",599,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123581,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",46,"R",81,"R",46,"R",81,"R",0,"R",57,"R",0,"R",46,"R",81
123642,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",0,"R",0,"R",9,"R",24,"R",0,"R",38,"R",0,"R",9,"R",24
123651,"R",325,"R",0,"R",325,"R",140,"R",43,"R",167,"R",51,"R",0,"R",325,"R",8,"R",175,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123679,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",447,"R",0,"R",447,"R",221,"R",49,"R",346,"R",77,"R",0,"R",447,"R",0,"R",346,"R",77
123800,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1816,"R",0,"R",1816,"R",136,"R",7,"R",366,"R",20,"R",0,"R",1816,"R",154,"R",520,"R",29
123952,"R",13,"R",0,"R",13,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",13,"R",13,"R",13,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123961,"R",2770,"R",8,"R",2762,"R",1824,"R",66,"R",2336,"R",85,"R",0,"R",2762,"R",27,"R",2363,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
124113,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",312,"R",0,"R",312,"R",43,"R",14,"R",69,"R",22,"R",0,"R",312,"R",8,"R",77,"R",25
124292,"R",64,"R",0,"R",64,"R",44,"R",69,"R",51,"R",80,"R",0,"R",64,"R",1,"R",52,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
124344,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",20,"R",61,"R",20,"R",61,"Z",0,"R",33,"Z",0,"R",20,"R",61
124487,"R",9,"R",0,"R",9,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",9,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
