UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4NC200,L4NC200,XL4GR200,L4GR200 
101709,"R",522,"R",0,"R",522,"R",128,"R",25,"R",246,"R",47,"R",0,"R",522,"R",12,"R",258,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",615,"R",2,"R",613,"R",33,"R",5,"R",70,"R",11,"R",0,"R",613,"R",41,"R",111,"R",18
101879,"R",816,"R",0,"R",816,"R",147,"R",18,"R",332,"R",41,"R",0,"R",816,"R",23,"R",355,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101897,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",320,"R",0,"R",320,"R",71,"R",22,"R",108,"R",34,"R",0,"R",320,"R",47,"R",155,"R",48
101912,"R",387,"R",0,"R",387,"R",103,"R",27,"R",170,"R",44,"R",0,"R",387,"R",17,"R",187,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101949,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",243,"R",0,"R",243,"R",52,"R",21,"R",169,"R",70,"R",0,"R",243,"R",9,"R",178,"R",73
101958,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",0,"R",0,"Z",0,"R",0,"R",1,"R",4,"R",1,"R",1,"R",25
101994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",99,"R",0,"R",99,"R",23,"R",23,"R",25,"R",25,"R",0,"R",99,"R",3,"R",28,"R",28
102030,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",557,"R",0,"R",557,"R",75,"R",13,"R",100,"R",18,"R",0,"R",557,"R",33,"R",133,"R",24
102049,"R",660,"R",2,"R",658,"R",354,"R",54,"R",440,"R",67,"R",0,"R",658,"R",3,"R",443,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102067,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1257,"R",0,"R",1257,"R",53,"R",4,"R",130,"R",10,"Z",0,"R",1257,"R",83,"R",213,"R",17
102076,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",612,"R",0,"R",612,"R",65,"R",11,"R",108,"R",18,"Z",0,"R",612,"R",19,"R",127,"R",21
102094,"R",1097,"R",0,"R",1097,"R",161,"R",15,"R",404,"R",37,"R",0,"R",1097,"R",52,"R",456,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102234,"R",251,"R",0,"R",251,"R",112,"R",45,"R",139,"R",55,"R",0,"R",251,"R",3,"R",142,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102261,"R",23,"R",0,"R",23,"R",2,"R",9,"R",5,"R",22,"R",0,"R",23,"R",0,"R",5,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102270,"R",467,"R",0,"R",467,"R",57,"R",12,"R",106,"R",23,"R",5,"R",462,"R",7,"R",113,"R",24,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102298,"R",194,"R",3,"R",191,"R",23,"R",12,"R",44,"R",23,"R",0,"R",191,"R",0,"R",44,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102313,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",275,"R",0,"R",275,"R",55,"R",20,"R",71,"R",26,"Z",0,"R",275,"R",12,"R",83,"R",30
102368,"R",959,"R",0,"R",959,"R",211,"R",22,"R",411,"R",43,"R",0,"R",959,"R",32,"R",443,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102377,"R",645,"R",0,"R",645,"R",108,"R",17,"R",316,"R",49,"R",0,"R",645,"R",46,"R",362,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102429,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",707,"R",2,"R",705,"R",46,"R",7,"R",110,"R",16,"Z",0,"R",705,"R",36,"R",146,"R",21
102553,"R",701,"R",0,"R",701,"R",46,"R",7,"R",155,"R",22,"R",0,"R",701,"R",45,"R",200,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102614,"R",516,"R",0,"R",516,"R",46,"R",9,"R",158,"R",31,"R",0,"R",516,"R",28,"R",186,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102632,"R",91,"R",0,"R",91,"R",3,"R",3,"R",14,"R",15,"R",0,"R",91,"R",2,"R",16,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102669,"R",43,"R",0,"R",43,"R",2,"R",5,"R",15,"R",35,"R",0,"R",43,"R",1,"R",16,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",359,"R",0,"R",359,"R",301,"R",84,"R",301,"R",84,"R",0,"R",359,"R",0,"R",301,"R",84
103361,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",0,"R",0,"R",5,"R",22,"R",0,"R",23,"R",13,"R",18,"R",78
103501,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",494,"R",0,"R",494,"R",359,"R",73,"R",359,"R",73,"R",0,"R",494,"R",31,"R",390,"R",79
103732,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",51,"R",0,"R",51,"Z",0,"R",0,"R",33,"R",65,"Z",0,"R",51,"R",1,"R",34,"R",67
103741,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",154,"R",0,"R",154,"R",0,"R",0,"R",96,"R",62,"R",0,"R",154,"R",0,"R",96,"R",62
103787,"R",7,"R",0,"R",7,"R",2,"R",29,"R",3,"R",43,"R",0,"R",7,"R",0,"R",3,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",763,"R",0,"R",763,"R",565,"R",74,"R",592,"R",78,"R",0,"R",763,"R",0,"R",592,"R",78
103893,"R",3763,"R",0,"R",3763,"Z",0,"Z",0,"R",2193,"R",58,"R",0,"R",3763,"R",0,"R",2193,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103945,"R",183,"R",0,"R",183,"Z",0,"Z",0,"R",69,"R",38,"R",0,"R",183,"R",0,"R",69,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",4,"R",20,"R",8,"R",40,"R",0,"R",20,"R",0,"R",8,"R",40
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",304,"R",0,"R",304,"R",0,"R",0,"R",109,"R",36,"R",0,"R",304,"R",0,"R",109,"R",36
104151,"R",5980,"R",30,"R",5950,"R",1649,"R",28,"R",3305,"R",56,"R",0,"R",5950,"R",233,"R",3538,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104160,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",788,"R",0,"R",788,"R",47,"R",6,"R",102,"R",13,"Z",0,"R",788,"R",40,"R",142,"R",18
104179,"R",5727,"R",0,"R",5727,"R",1871,"R",33,"R",3212,"R",56,"R",0,"R",5727,"R",172,"R",3384,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104188,"R",39,"R",0,"R",39,"R",25,"R",64,"R",38,"R",97,"R",0,"R",39,"R",1,"R",39,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104294,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",129,"R",0,"R",129,"R",35,"R",27,"R",95,"R",74,"R",0,"R",129,"R",0,"R",95,"R",74
104346,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",597,"R",0,"R",597,"R",146,"R",24,"R",157,"R",26,"R",0,"R",597,"R",13,"R",170,"R",28
104364,"R",11,"R",0,"R",11,"R",5,"R",45,"R",5,"R",45,"Z",0,"R",11,"R",0,"R",5,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104425,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",278,"R",0,"R",278,"R",18,"R",6,"R",37,"R",13,"R",0,"R",278,"R",14,"R",51,"R",18
104434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",53,"R",0,"R",53,"R",0,"R",0,"R",27,"R",51,"R",0,"R",53,"R",0,"R",27,"R",51
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",103,"R",0,"R",103,"R",0,"R",0,"R",73,"R",71,"R",0,"R",103,"R",1,"R",74,"R",72
104504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",33,"R",83,"R",37,"R",93,"R",0,"R",40,"R",3,"R",40,"R",100
104531,"R",326,"R",0,"R",326,"R",104,"R",32,"R",111,"R",34,"R",0,"R",326,"R",3,"R",114,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",109,"R",0,"R",109,"R",26,"R",24,"R",36,"R",33,"R",0,"R",109,"R",9,"R",45,"R",41
104577,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",614,"R",13,"R",601,"R",27,"R",4,"R",133,"R",22,"R",0,"R",601,"R",43,"R",176,"R",29
104586,"R",373,"R",1,"R",372,"R",95,"R",26,"R",188,"R",51,"R",0,"R",372,"R",7,"R",195,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104708,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",457,"R",0,"R",457,"R",81,"R",18,"R",99,"R",22,"R",0,"R",457,"R",16,"R",115,"R",25
104717,"R",232,"R",0,"R",232,"R",80,"R",34,"R",96,"R",41,"R",0,"R",232,"R",0,"R",96,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104911,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",115,"R",2,"R",113,"R",33,"R",29,"R",78,"R",69,"R",1,"R",112,"R",1,"R",79,"R",71
104984,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",282,"R",0,"R",282,"R",71,"R",25,"R",124,"R",44,"R",0,"R",282,"R",58,"R",182,"R",65
105118,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",155,"R",0,"R",155,"R",63,"R",41,"R",76,"R",49,"R",0,"R",155,"R",4,"R",80,"R",52
105127,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",25,"R",60,"R",33,"R",79,"R",0,"R",42,"R",0,"R",33,"R",79
105145,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",174,"R",0,"R",174,"R",16,"R",9,"R",22,"R",13,"R",0,"R",174,"R",5,"R",27,"R",16
105154,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",767,"R",0,"R",767,"R",47,"R",6,"R",85,"R",11,"R",0,"R",767,"R",46,"R",131,"R",17
105172,"R",8,"R",0,"R",8,"R",5,"R",63,"R",5,"R",63,"R",0,"R",8,"R",0,"R",5,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105206,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",166,"R",0,"R",166,"R",27,"R",16,"R",31,"R",19,"Z",0,"R",166,"R",15,"R",46,"R",28
105215,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1963,"R",13,"R",1950,"R",800,"R",41,"R",1427,"R",73,"R",0,"R",1950,"R",0,"R",1427,"R",73
105330,"R",2149,"R",3,"R",2146,"R",609,"R",28,"R",1034,"R",48,"R",0,"R",2146,"R",61,"R",1095,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105349,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",107,"R",0,"R",107,"R",23,"R",21,"R",23,"R",22,"R",0,"R",107,"R",3,"R",26,"R",24
105428,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",358,"R",0,"R",358,"R",43,"R",12,"R",59,"R",16,"R",0,"R",358,"R",13,"R",72,"R",20
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",278,"R",0,"R",278,"R",0,"R",0,"R",145,"R",52,"R",0,"R",278,"R",0,"R",145,"R",52
105516,"R",366,"R",3,"R",363,"R",11,"R",3,"R",34,"R",9,"R",0,"R",363,"R",7,"R",41,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105525,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2856,"R",0,"R",2856,"R",430,"R",15,"R",660,"R",23,"R",0,"R",2856,"R",291,"R",951,"R",33
105534,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",788,"R",0,"R",788,"R",499,"R",63,"R",555,"R",70,"Z",0,"R",788,"R",28,"R",583,"R",74
105543,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",411,"R",0,"R",411,"R",285,"R",69,"R",317,"R",77,"R",0,"R",411,"R",17,"R",334,"R",81
105589,"R",85,"R",0,"R",85,"R",29,"R",34,"R",44,"R",52,"R",0,"R",85,"R",3,"R",47,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105659,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",202,"R",0,"R",202,"R",153,"R",76,"R",153,"R",76,"R",0,"R",202,"R",0,"R",153,"R",76
105668,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",15,"R",45,"R",15,"R",45,"R",0,"R",33,"R",0,"R",15,"R",45
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",23,"R",96,"R",23,"R",96,"R",0,"R",24,"R",0,"R",23,"R",96
105701,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",12,"R",55,"R",12,"R",55,"R",0,"R",22,"R",1,"R",13,"R",59
105747,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",318,"R",0,"R",318,"R",33,"R",10,"R",52,"R",16,"R",0,"R",318,"R",23,"R",75,"R",24
105792,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",208,"R",0,"R",208,"R",9,"R",4,"R",27,"R",13,"R",0,"R",208,"R",7,"R",34,"R",16
105899,"R",69,"R",0,"R",69,"R",24,"R",35,"R",26,"R",38,"R",0,"R",69,"R",1,"R",27,"R",39,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105987,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",469,"R",2,"R",467,"R",280,"R",60,"R",329,"R",70,"R",0,"R",467,"R",40,"R",369,"R",79
106041,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1936,"R",0,"R",1936,"R",512,"R",26,"R",1432,"R",74,"R",0,"R",1936,"R",0,"R",1432,"R",74
106102,"R",25,"R",0,"R",25,"R",2,"R",8,"R",9,"R",36,"R",0,"R",25,"R",4,"R",13,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",102,"R",0,"R",102,"Z",0,"R",0,"R",54,"R",53,"Z",0,"R",102,"R",1,"R",55,"R",54
106148,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",278,"R",0,"R",278,"R",33,"R",12,"R",48,"R",17,"R",0,"R",278,"R",2,"R",50,"R",18
